sr_id,sr_name,sr_pmid,gt_title,gt_pmid,gt_doi,gt_year,gt_authors,gt_journal,gt_country_region,review_status,note,raw_reference,created_at,exclude_flag
8,HSR2-4-e274,33977156,"The role of asymptomatic class, quarantine and isolation in the transmission of COVID-19.",32498655,10.1080/17513758.2020.1773000,2020,"Ali M, Shah STH, Imran M, Khan A",Journal of biological dynamics,,verified,,,2026-01-27T13:46:39.974890,
8,HSR2-4-e274,33977156,Estimation of incubation period and generation time based on observed length-biased epidemic cohort with censoring for COVID-19 outbreak in China.,32627172,10.1111/biom.13325,2021,"Deng Y, You C, Liu Y, Qin J, Zhou XH",Biometrics,,verified,,,2026-01-27T13:47:07.569533,
8,HSR2-4-e274,33977156,Risk estimation of the SARS-CoV-2 acute respiratory disease outbreak outside China.,32498721,10.1186/s12976-020-00127-6,2020,"Kim S, Choi S, Ko Y, Ki M, Jung E",Theoretical biology & medical modelling,,verified,,,2026-01-27T13:48:00.854419,
8,HSR2-4-e274,33977156,Estimation of Unreported Novel Coronavirus (SARS-CoV-2) Infections from Reported Deaths: A Susceptible-Exposed-Infectious-Recovered-Dead Model.,32380708,10.3390/jcm9051350,2020,"Maugeri A, Barchitta M, Battiato S, Agodi A",Journal of clinical medicine,,verified,,,2026-01-27T13:49:11.126954,
8,HSR2-4-e274,33977156,"Effect of a wet market on coronavirus disease (COVID-19) transmission dynamics in China, 2019-2020.",32497812,10.1016/j.ijid.2020.05.091,2020,"Mizumoto K, Kagaya K, Chowell G",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,,verified,,,2026-01-27T13:50:02.953391,
8,HSR2-4-e274,33977156,When will the battle against novel coronavirus end in Wuhan: A SEIR modeling analysis.,32257174,10.7189/jogh.10.011002,2020,"Wan K, Chen J, Lu C, Dong L, Wu Z, Zhang L",Journal of global health,,verified,,,2026-01-27T14:03:42.358022,
8,HSR2-4-e274,33977156,Current trends and future prediction of novel coronavirus disease (COVID-19) epidemic in China: a dynamical modeling analysis.,32987516,10.3934/mbe.2020173,2020,"Wang K, Lu ZZ, Wang XM, Li H, Li HL, Lin DD, Cai YL, Feng X, Song YT, Feng ZW, Ji WD, Wang XY, Yin Y, Wang L, Peng ZH",Mathematical biosciences and engineering : MBE,,verified,,,2026-01-27T14:04:31.682440,
8,HSR2-4-e274,33977156,"Estimating the serial interval of the novel coronavirus disease (COVID-19) based on the public surveillance data in Shenzhen, China, from 19 January to 22 February 2020.",32452648,10.1111/tbed.13647,2020,"Wang K, Zhao S, Liao Y, Zhao T, Wang X, Zhang X, Jiao H, Li H, Yin Y, Wang MH, Xiao L, Wang L, He D",Transboundary and emerging diseases,,verified,,,2026-01-27T14:05:35.418484,
8,HSR2-4-e274,33977156,"Extended SIR Prediction of the Epidemics Trend of COVID-19 in Italy and Compared With Hunan, China.",32435645,10.3389/fmed.2020.00169,2020,"Wangping J, Ke H, Yang S, Wenzhe C, Shengshu W, Shanshan Y, Jianwei W, Fuyin K, Penggang T, Jing L, Miao L, Yao H",Frontiers in medicine,,verified,,,2026-01-27T14:06:49.761178,
8,HSR2-4-e274,33977156,Evaluating Transmission Heterogeneity and Super-Spreading Event of COVID-19 in a Metropolis of China.,32456346,10.3390/ijerph17103705,2020,"Zhang Y, Li Y, Wang L, Li M, Zhou X",International journal of environmental research and public health,,verified,,,2026-01-27T14:07:42.330428,
8,HSR2-4-e274,33977156,Analysis of the Transmissibility Change of 2019-Novel Coronavirus Pneumonia and Its Potential Factors in China from 2019 to 2020.,32461981,10.1155/2020/3842470,2020,"Zhao Y, Wang R, Li J, Zhang Y, Yang H, Zhao Y",BioMed research international,,verified,,,2026-01-27T14:08:25.012900,
8,HSR2-4-e274,33977156,Forecast Possible Risk for COVID-19 Epidemic Dissemination Under Current Control Strategies in Japan.,32486011,10.3390/ijerph17113872,2020,"Chen Z, Yang J, Dai B",International journal of environmental research and public health,,verified,,,2026-01-27T14:14:44.023044,
8,HSR2-4-e274,33977156,"The basic reproduction number and prediction of the epidemic size of the novel coronavirus (COVID-19) in Shahroud, Iran.",32517845,10.1017/S0950268820001247,2020,"Khosravi A, Chaman R, Rohani-Rasaf M, Zare F, Mehravaran S, Emamian MH",Epidemiology and infection,,verified,,,2026-01-27T14:15:17.120460,
8,HSR2-4-e274,33977156,Impact of nonpharmacological interventions on COVID-19 transmission dynamics in India.,32496246,10.4103/ijph.IJPH_510_20,2020,"Patel P, Athotra A, Vaisakh TP, Dikid T, Jain SK, NCDC COVID Incident Management Team",Indian journal of public health,,verified,,,2026-01-27T14:16:31.738521,
8,HSR2-4-e274,33977156,Assessment of lockdown effect in some states and overall India: A predictive mathematical study on COVID-19 outbreak.,32834620,10.1016/j.chaos.2020.110078,2020,"Sardar T, Nadim SS, Rana S, Chattopadhyay J","Chaos, solitons, and fractals",,verified,,,2026-01-27T14:18:48.426071,
8,HSR2-4-e274,33977156,Estimation of reproduction numbers of COVID-19 in typical countries and epidemic trends under different prevention and control scenarios.,32468343,10.1007/s11684-020-0787-4,2020,"Xu C, Dong Y, Yu X, Wang H, Tsamlag L, Zhang S, Chang R, Wang Z, Yu Y, Long R, Wang Y, Xu G, Shen T, Wang S, Zhang X, Wang H, Cai Y",Frontiers of medicine,,verified,,,2026-01-27T14:19:27.257677,
8,HSR2-4-e274,33977156,Is Nigeria really on top of COVID-19? Message from effective reproduction number.,32753078,10.1017/S0950268820001740,2020,"Adekunle AI, Adegboye OA, Gayawan E, McBryde ES",Epidemiology and infection,,verified,,,2026-01-27T14:19:54.315770,
8,HSR2-4-e274,33977156,Epidemiological and clinical characteristics of the COVID-19 epidemic in Brazil.,32737472,10.1038/s41562-020-0928-4,2020,"de Souza WM, Buss LF, Candido DDS, Carrera JP, Li S, Zarebski AE, Pereira RHM, Prete CA Jr, de Souza-Santos AA, Parag KV, Belotti MCTD, Vincenti-Gonzalez MF, Messina J, da Silva Sales FC, Andrade PDS, Nascimento VH, Ghilardi F, Abade L, Gutierrez B, Kraemer MUG, Braga CKV, Aguiar RS, Alexander N, Mayaud P, Brady OJ, Marcilio I, Gouveia N, Li G, Tami A, de Oliveira SB, Porto VBG, Ganem F, de Almeida WAF, Fantinato FFST, Macário EM, de Oliveira WK, Nogueira ML, Pybus OG, Wu CH, Croda J, Sabino EC, Faria NR",Nature human behaviour,,verified,,,2026-01-27T14:48:35.207435,
8,HSR2-4-e274,33977156,Impact of lockdown on COVID-19 epidemic in Île-de-France and possible exit strategies.,32727547,10.1186/s12916-020-01698-4,2020,"Di Domenico L, Pullano G, Sabbatini CE, Boëlle PY, Colizza V",BMC medicine,,verified,,,2026-01-27T14:49:40.274718,
8,HSR2-4-e274,33977156,Early Transmission Dynamics of Novel Coronavirus (COVID-19) in Nigeria.,32353991,10.3390/ijerph17093054,2020,"Adegboye OA, Adekunle AI, Gayawan E",International journal of environmental research and public health,,verified,,,2026-01-27T14:50:18.715405,
8,HSR2-4-e274,33977156,Phase-adjusted estimation of the COVID-19 outbreak in South Korea under multi-source data and adjustment measures: a modelling study.,32987548,10.3934/mbe.2020205,2020,"Feng XM, Chen J, Wang K, Wang L, Zhang FQ, Jin Z, Zou L, Wang X",Mathematical biosciences and engineering : MBE,,verified,,,2026-01-27T14:50:42.962882,
8,HSR2-4-e274,33977156,Modelling the effects of media coverage and quarantine on the COVID-19 infections in the UK.,32987547,10.3934/mbe.2020204,2020,"Feng LX, Jing SL, Hu SK, Wang DF, Huo HF",Mathematical biosciences and engineering : MBE,,verified,,,2026-01-27T14:51:09.702800,
8,HSR2-4-e274,33977156,The reproduction number of COVID-19 and its correlation with public health interventions.,32836597,10.1007/s00466-020-01880-8,2020,"Linka K, Peirlinck M, Kuhl E",Computational mechanics,,verified,,,2026-01-27T14:51:45.546344,
8,HSR2-4-e274,33977156,"Estimates of the ongoing need for social distancing and control measures post-""lockdown"" from trajectories of COVID-19 cases and mortality.",32482785,10.1183/13993003.01483-2020,2020,"Lonergan M, Chalmers JD",The European respiratory journal,,verified,,,2026-01-27T14:52:10.995509,
8,HSR2-4-e274,33977156,"Early transmission dynamics of COVID-19 in a southern hemisphere setting: Lima-Peru: February 29(th)-March 30(th), 2020.",32511517,10.1101/2020.04.30.20077594,2020,"Munayco CV, Tariq A, Rothenberg R, Soto-Cabezas GG, Reyes MF, Valle A, Rojas-Mezarina L, Cabezas C, Loayza M, Peru COVID-19 working group, Chowell G",medRxiv : the preprint server for health sciences,,verified,,,2026-01-27T14:52:41.437604,
8,HSR2-4-e274,33977156,"Data-based analysis, modelling and forecasting of the COVID-19 outbreak.",32231374,10.1371/journal.pone.0230405,2020,"Anastassopoulou C, Russo L, Tsakris A, Siettos C",PloS one,,verified,,,2026-01-27T14:53:08.886689,
8,HSR2-4-e274,33977156,Risk Assessment of Novel Coronavirus COVID-19 Outbreaks Outside China.,32093043,10.3390/jcm9020571,2020,"Boldog P, Tekeli T, Vizi Z, Dénes A, Bartha FA, Röst G",Journal of clinical medicine,,verified,,,2026-01-27T14:57:09.844428,
8,HSR2-4-e274,33977156,Estimating the reproductive number and the outbreak size of COVID-19 in Korea.,32164053,10.4178/epih.e2020011,2020,"Choi S, Ki M",Epidemiology and health,,verified,,,2026-01-27T14:57:38.441812,
8,HSR2-4-e274,33977156,Real-Time Estimation of the Risk of Death from Novel Coronavirus (COVID-19) Infection: Inference Using Exported Cases.,32075152,10.3390/jcm9020523,2020,"Jung SM, Akhmetzhanov AR, Hayashi K, Linton NM, Yang Y, Yuan B, Kobayashi T, Kinoshita R, Nishiura H",Journal of clinical medicine,,verified,,,2026-01-27T14:58:03.023138,
8,HSR2-4-e274,33977156,Early dynamics of transmission and control of COVID-19: a mathematical modelling study.,32171059,10.1016/S1473-3099(20)30144-4,2020,"Kucharski AJ, Russell TW, Diamond C, Liu Y, Edmunds J, Funk S, Eggo RM, Centre for Mathematical Modelling of Infectious Diseases COVID-19 working group",The Lancet. Infectious diseases,,verified,,,2026-01-27T14:58:38.055569,
