PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms,llm_suggest,overall_score,overall_justification,include,confidence,screening_stage,screening_mode,screening_strategy,screening_profile,screening_topic,screening_disease,model,prompt_tokens,completion_tokens,total_tokens,wall_time_ms,parse_error,api_error,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification
36573222,Study and prediction of the 2022 global monkeypox epidemic.,"Fengying Wei, Zhihang Peng, Zhen Jin, Jinjie Wang, Ximing Xu, Xinyan Zhang, Jun Xu, Zixiong Ren, Yao Bai, Xiaoli Wang, Bulai Lu, Zhaojun Wang, Jianguo Xu, Senzhong Huang",Journal of biosafety and biosecurity. 2022. doi: 10.1016/j.jobb.2022.12.001..,Wei,Journal of biosafety and biosecurity,2022,2022/12/22,,,10.1016/j.jobb.2022.12.001,"The World Health Organization (WHO) declared monkeypox as a public health emergency of international concern (PHEIC) on July 23, 2022, their highest level of alert. This raised concerns about the management of the global monkeypox outbreak, as well as the scientific analysis and accurate prediction of the future course of the epidemic. This study used EpiSIX (an analysis and prediction system for epidemics based on a general SEIR model) to analyze the monkeypox epidemic and to forecast the major tendencies based on data from the USA CDC (https://www.cdc.gov) and the WHO (https://www.who.int/health-topics/monkeypox). The global outbreak of monkeypox started in the UK on May 2, 2022, which marked the beginning of an epidemic wave. As of October 28, 2022, the cumulative number of reported cases worldwide was 77,115, with 36 deaths. EpiSIX simulations predict that the global monkeypox epidemic will enter a low epidemic status on March 1, 2023 with the cumulative number of confirmed cases ranging from 85,000 to 124,000, and the total number of deaths ranging from 60 to 87. Our analysis revealed that the basic reproduction number (R0) of monkeypox virus (MPXV) is near to 3.1 and the percentage of asymptomatic individuals is 13.1 %-14.5 %, both of which are similar to the data for SARS. The vaccination efficiency against susceptibility (VEs) of individuals who have had monkeypox is ∼ 79 %, and the vaccination efficiency against infectiousness (VEi) of individuals who have had monkeypox is ∼ 76 %-82 %. The mean incubation period for monkeypox is 8 days. In total, 94.7 % of infected individuals develop symptoms within 20 days and recover within 2 weeks after the confirmation of symptoms. Simulation results using EpiSIX showed that ring vaccination was remarkably effective against monkeypox. Our findings confirmed that a 20-day isolation for close contacts is necessary.",Epidemic; Monkeypox; Prediction; Tendency,Journal Article,,possible_candidate,2,"The study uses EpiSIX to analyze and predict the monkeypox epidemic, which is relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,651,37,688,425.2,,,,,,,,,,,,
38988237,Flexible Bayesian estimation of incubation times.,"Oswaldo Gressani, Andrea Torneri, Niel Hens, Christel Faes",American journal of epidemiology. 2025. doi: 10.1093/aje/kwae192..,Gressani,American journal of epidemiology,2025,2025/02/05,,,10.1093/aje/kwae192,"The incubation period is of paramount importance in infectious disease epidemiology as it informs about the transmission potential of a pathogenic organism and helps the planning of public health strategies to keep an epidemic outbreak under control. Estimation of the incubation period distribution from reported exposure times and symptom onset times is challenging as the underlying data is coarse. We developed a new Bayesian methodology using Laplacian-P-splines that provides a semiparametric estimation of the incubation density based on a Langevinized Gibbs sampler. A finite mixture density smoother informs a set of parametric distributions via moment matching and an information criterion arbitrates between competing candidates. Algorithms underlying our method find a natural nest within the EpiLPS package, which has been extended to cover estimation of incubation times. Various simulation scenarios accounting for different levels of data coarseness are considered with encouraging results. Applications to real data on coronavirus disease 2019, Middle East respiratory syndrome, and Mpox reveal results that are in alignment with what has been obtained in recent studies. The proposed flexible approach is an interesting alternative to classic Bayesian parametric methods for estimation of the incubation distribution.",Bayesian P-splines; Laplace approximation; MCMC; incubation period,Journal Article,"[MeSH] Bayes Theorem; [MeSH] Humans; [MeSH] Infectious Disease Incubation Period; [MeSH] COVID-19; [MeSH] Algorithms; [MeSH] Computer Simulation; [MeSH] SARS-CoV-2; [MeSH] Models, Statistical; [MeSH] Disease Outbreaks",possible_candidate,2,"The paper addresses the estimation of incubation times, which is relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,396,29,425,322.7,,,,,,,,,,,,
37095135,"Epidemiologic Characteristics of Mpox among People Experiencing Homelessness, Los Angeles County, California, USA, 2022.","Hannah K Brosnan, Karen W Yeh, Padma S Jones, Sohum Gokhale, Dalia Regos-Stewart, Hang Tran, Kathleen Poortinga, Phoebe Danza, Rebecca Fisher, Lauren E Finn, Chelsea Foo, Alicia H Chang",Emerging infectious diseases. 2023. doi: 10.3201/eid2906.230021..,Brosnan,Emerging infectious diseases,2023,2023/04/24,,,10.3201/eid2906.230021,"In Los Angeles County, California, USA, public health surveillance identified 118 mpox cases among persons experiencing homelessness (PEH) during July-September 2022. Age and sex were similar for mpox case-patients among PEH and in the general population. Seventy-one (60%) PEH mpox case-patients were living with HIV, 35 (49%) of them virally suppressed. Hospitalization was required for 21% of case-patients because of severe disease. Sexual contact was likely the primary mode of transmission; 84% of patients reported sexual contact <3 weeks before symptom onset. PEH case-patients lived in shelters, encampments, cars, or on the street, or stayed briefly with friends or family (couch surfed). Some case-patients stayed at multiple locations during the 3-week incubation period. Public health follow-up and contact tracing detected no secondary mpox cases among PEH in congregate shelters or encampments. Equitable efforts should continue to identify, treat, and prevent mpox among PEH, who often experience severe disease.",California; Mpox; United States; homelessness; monkeypox virus; sexually transmitted infections; surveillance; underlying health conditions; viruses,"Journal Article; Review; Research Support, U.S. Gov't, P.H.S.","[MeSH] Humans; [MeSH] Los Angeles; [MeSH] Mpox, Monkeypox; [MeSH] Public Health; [MeSH] Contact Tracing; [MeSH] Ill-Housed Persons",unlikely_candidate,0,"The paper focuses on mpox among people experiencing homelessness in Los Angeles County, not on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,403,42,445,540.7,,,,,,,,,,,,
37212312,Presymptomatic viral shedding in high-risk mpox contacts: A prospective cohort study.,"Isabel Brosius, Christophe Van Dijck, Jasmine Coppens, Leen Vandenhove, Eugene Bangwen, Fien Vanroye, Jacob Verschueren, Sabine Zange, Joachim Bugert, Johan Michiels, Emmanuel Bottieau, Patrick Soentjens, Johan van Griensven, Chris Kenyon, Kevin K Ariën, Marjan Van Esbroeck, Koen Vercauteren, Laurens Liesenborghs",Journal of medical virology. 2023. doi: 10.1002/jmv.28769..,Brosius,Journal of medical virology,2023,2023/05/01,,,10.1002/jmv.28769,"The risk of infection after exposure to clade IIb mpox virus (MPXV) is unknown, and potential presymptomatic shedding of MPXV remains to be demonstrated. High-risk contacts of mpox patients were followed-up in a prospective longitudinal cohort study. Individuals reporting sexual contact, >15 min skin-to-skin contact, or living in the same household with an mpox patient were recruited in a sexual health clinic in Antwerp, Belgium. Participants kept a symptom diary, performed daily self-sampling (anorectal, genital, and saliva), and presented for weekly clinic visits for physical examination and sampling (blood and oropharyngeal). Samples were tested for MPXV by PCR. Between June 24 and July 31, 2022, 25 contacts were included, of which 12/18 (66.0%) sexual and 1/7 (14.0%) nonsexual contacts showed evidence of infection by MPXV-PCR. Six cases had typical mpox symptoms. Viral DNA was detected as early as 4 days before symptom onset in 5 of them. In 3 of these cases, replication-competent virus was demonstrated in the presymptomatic phase. These findings confirm the existence of presymptomatic shedding of replication-competent MPXV and emphasize the high risk of transmission during sexual contact. Sexual contacts of mpox cases should abstain from sex during the incubation period, irrespective of symptoms.",monkeypox virus; mpox; presymptomatic; transmission; viral shedding,"Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Humans; [MeSH] Longitudinal Studies; [MeSH] Mpox, Monkeypox; [MeSH] Prospective Studies; [MeSH] Virus Shedding; [MeSH] Ambulatory Care Facilities",possible_candidate,2,The study provides data on the serial intervals and R0/Rt of mpox.,true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,494,29,523,322.5,,,,,,,,,,,,
36271493,Evaluation and validation of an RT-PCR assay for specific detection of monkeypox virus (MPXV).,"Alberto Paniz-Mondolfi, Susana Guerra, Marina Muñoz, Nicolas Luna, Matthew M Hernandez, Luz H Patino, Jason Reidy, Radhika Banu, Paras Shrestha, Bernadette Liggayu, Audrey Umeaku, Feng Chen, Liyong Cao, Armi Patel, Ayman Hanna, Sunny Li, Andy Look, Nina Pagani, Randy Albrecht, Rebecca Pearl, Adolfo Garcia-Sastre, Dusan Bogunovic, Gustavo Palacios, Lucia Bonnier, Freddy Cera, Heidi Lopez, Yvette Calderon, Erick Eiting, Karr Mullen, Sangyoon Jason Shin, Luz Amarilis Lugo, Antonio E Urbina, Carlotta Starks, Tonny Koo, Patricia Uychiat, Avery Look, Harm van Bakel, Ana Gonzalez-Reiche, Adolfo Firpo Betancourt, David Reich, Carlos Cordon-Cardo, Viviana Simon, Emilia M Sordillo, Juan David Ramírez",Journal of medical virology. 2022. doi: 10.1002/jmv.28247..,Paniz-Mondolfi,Journal of medical virology,2023,2022/11/01,,,10.1002/jmv.28247,"Monkeypox virus (MPXV) is a zoonotic orthopoxvirus within the Poxviridae family. MPXV is endemic to Central and West Africa. However, the world is currently witnessing an international outbreak with no clear epidemiological links to travel or animal exposure and with ever-increasing numbers of reported cases worldwide. Here, we evaluated and validated a new, sensitive, and specific real-time PCR-assay for MPXV diagnosis in humans and compare the performance of this novel assay against a Food & Drug Administration-cleared pan-Orthopox RT-PCR assay. We determined specificity, sensitivity, and analytic performance of the PKamp™ Monkeypox Virus RT-PCR assay targeting the viral F3L-gene. In addition, we further evaluated MPXV-PCR-positive specimens by viral culture, electron microscopy, and viral inactivation assays. The limit of detection was established at 7.2 genome copies/reaction, and MPXV was successfully identified in 20 clinical specimens with 100% correlation against the reference method with 100% sensitivity and specificity. Our results demonstrated the validity of this rapid, robust, and reliable RT-PCR assay for specific and accurate diagnosis of MPXV infection in human specimens collected both as dry swabs and in viral transport media. This assay has been approved by NYS Department of Health for clinical use.",diagnosis; monkeypox virus; orthopoxvirus; real-time PCR,Journal Article,"[MeSH] Animals; [MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Reverse Transcriptase Polymerase Chain Reaction; [MeSH] Nucleic Acid Amplification Techniques; [MeSH] Real-Time Polymerase Chain Reaction",possible_candidate,2,"The study involves the development of an RT-PCR assay for MPXV detection, which is directly relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,476,38,514,439.2,,,,,,,,,,,,
36423129,Monkeypox and Pregnancy: Latest Updates.,"Alexandre Cuérel, Guillaume Favre, Manon Vouga, Léo Pomar",Viruses. 2022. doi: 10.3390/v14112520..,Cuérel,Viruses,2022,2022/11/14,,,10.3390/v14112520,"Monkeypox virus (MPXV) has emerged as a threatening zoonosis. Its spread around the world has been growing fast over the last 2 years, particularly in 2022. The reasons for this sudden spread are probably multifactorial. The R0 values of the two MPXV clades are rather low, and a massive pandemic is considered unlikely, although the increase in the number of single-nucleotide polymorphisms found in the 2022 MPXV strain could indicate an accelerated human adaptation. Very little is known about the risks of an infection during pregnancy for both the mother and the fetus. Further observations must be made to create clear, adapted, evidence-based guidelines. This article summarizes the current knowledge about MPXV infections and similar pregnancy virus infections.",delivery; miscarriage; monkeypox; orthopox; pregnancy; smallpox; vaccine; vertical transmission,Journal Article; Review,"[MeSH] Humans; [MeSH] Pregnancy; [MeSH] Female; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus",unlikely_candidate,0,"The paper focuses on monkeypox and pregnancy, not on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,308,37,345,424.7,,,,,,,,,,,,
36345492,Monkeypox Virus Infections.,Kurt D Reed,Perspectives in medical virology. 2006. doi: 10.1016/S0168-7069(06)16007-3..,Reed,Perspectives in medical virology,2006,2006/11/28,,,10.1016/S0168-7069(06)16007-3,"Monkeypox is an uncommon viral zoonosis caused by the monkeypox virus (MPV), a member of the genus Orthopoxvirus. MPV is a large, complex, double-stranded DNA virus of the chordopoxvirus family. MPV is endemic in central and western Africa and is a classic zoonosis acquired through contact with infected rodents and squirrels. Observational studies of human monkeypox in central and western Africa have revealed that MPV infection has an incubation period of 10-14 days and a period of infectivity during the first week of rash. MPV enters the body through skin abrasions, the upper respiratory tract mucosa, or by ingestion. During primary viremia, the virus migrates to regional lymph nodes and then disseminates throughout the body. Vaccination with vaccinia virus (smallpox vaccine) is highly protective (around 85%) against MPV infection. Post-exposure smallpox vaccination is indicated for persons who are at high risk of MPV infection, including those investigating animal or human monkeypox cases, health care workers caring for infected patients, and laboratory workers who handle specimens that may contain MPV.",,Journal Article; Review,,possible_candidate,2,"The abstract mentions the incubation period of MPV, which is relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,405,31,436,304.5,,,,,,,,,,,,
36245389,Applicability and benefits of telemedicine in the monitoring of monkeypox close contacts.,"Benjamin Zhi Qiang Seah, Eugene Thong Chuan Koh, Elaine Wei Ting Lim, Shawn Vasoo, Si Jack Chong",Journal of telemedicine and telecare. 2022. doi: 10.1177/1357633X221130290..,Seah,Journal of telemedicine and telecare,2024,2022/10/17,,,10.1177/1357633X221130290,"Monkeypox is a zoonotic disease caused by the monkeypox virus and classically presents as a vesicular rash accompanied by fever and lymphadenopathy. Singapore reported the first imported case of monkeypox infection on 21 June 2022, the first local unlinked case on 6 July 2022, and the first local linked case on 5 August 2022. Telemedicine was used in the management of monkeypox close contacts to (1) screen for the development of signs and symptoms consistent with monkeypox infection, (2) assess for successful post-exposure prophylaxis via direct visualisation of vaccination site morphological progression, (3) detect serious reactions arising from post-exposure prophylaxis administration, and (4) evaluate for deterioration in mental health status during the 21-day quarantine period. A case series of 13 close contacts who received post-exposure prophylaxis in the form of the ACAM2000 live Vaccinia virus preparation is presented, illustrating the safe and efficacious application of telemedicine in the clinical follow-up of quarantined close contacts throughout the 21-day incubation period, and post-exposure prophylaxis monitoring. Inherent limitations included difficulties in the assessment of sensitive areas such as the peri-genital and peri-anal regions and video quality-related issues.",home telecare; monkeypox; teledermatology; telehealth; telemedicine,Journal Article,"[MeSH] Humans; [MeSH] Telemedicine; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Adult; [MeSH] Female; [MeSH] Post-Exposure Prophylaxis; [MeSH] Middle Aged; [MeSH] Contact Tracing; [MeSH] Singapore; [MeSH] Young Adult; [MeSH] Quarantine",unlikely_candidate,0,"The paper focuses on telemedicine for monkeypox close contacts, not on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,465,42,507,479.3,,,,,,,,,,,,
37762664,"Oral Infection, Oral Pathology and Salivary Diagnostics of Mpox Disease: Relevance in Dentistry and OMICs Perspectives.","Marcelo Augusto Garcia-Junior, Bruno Silva Andrade, Marco Guevara-Vega, Igor Santana de Melo, Thúlio M Cunha, Ana Carolina Gomes Jardim, Robinson Sabino-Silva",International journal of molecular sciences. 2023. doi: 10.3390/ijms241814362..,Garcia-Junior,International journal of molecular sciences,2023,2023/09/21,,,10.3390/ijms241814362,"In this narrative review, we aim to point out the close relationship between mpox virus (MPXV) infection and the role of saliva as a diagnostic tool for mpox, considering the current molecular approach and in the perspective of OMICs application. The MPXV uses the host cell's rough endoplasmic reticulum, ribosomes, and cytoplasmic proteins to replicate its genome and synthesize virions for cellular exit. The presence of oral mucosa lesions associated with mpox infection is one of the first signs of infection; however, current diagnostic tools find it difficult to detect the virus before the rashes begin. MPXV transmission occurs through direct contact with an infected lesion and infected body fluids, including saliva, presenting a potential use of this fluid for diagnostic purposes. Currently available diagnostic tests for MPXV detection are performed either by real-time quantitative PCR (RT-qPCR) or ELISA, which presents several limitations since they are invasive tests. Despite current clinical trials with restricted sample size, MPXV DNA was detected in saliva with a sensitivity of 85%-100%. In this context, the application of transcriptomics, metabolomics, lipidomics, or proteomics analyses coupled with saliva can identify novel disease biomarkers. Thus, it is important to note that the identification and quantification of salivary DNA, RNA, lipid, protein, and metabolite can provide novel non-invasive biomarkers through the use of OMICs platforms aiding in the early detection and diagnosis of MPXV infection. Untargeted mass spectrometry (MS)-based proteomics reveals that some proteins also expressed in saliva were detected with greater expression differences in blood plasma when comparing mpox patients and healthy subjects, suggesting a promising alternative to be applied in screening or diagnostic platforms for mpox salivary diagnostics coupled to OMICs.",dentistry; monkeypox; multiomics; oral pathology; proteomics; saliva; virology,Journal Article; Review,"[MeSH] Humans; [MeSH] Pathology, Oral; [MeSH] Mpox, Monkeypox; [MeSH] Communicable Diseases; [MeSH] Body Fluids; [MeSH] Saliva",unlikely_candidate,0,"The paper focuses on salivary diagnostics of mpox and does not provide information on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,582,42,624,480.3,,,,,,,,,,,,
38249378,Cases of Monkeypox show highly-overlapping co-infection with HIV and syphilis.,"Lin Jia, Benyong Yan, Yuan Fang, Xiaodong Yang, Han Jia, Mei Zhang, Shuang Li, Yang Zhang, Wen Wang, Caiping Guo, Tong Zhang, Xiaojie Huang, Taiyi Jiang",Frontiers in public health. 2024. doi: 10.3389/fpubh.2023.1276821..,Jia,Frontiers in public health,2023,2024/01/05,,,10.3389/fpubh.2023.1276821,"PURPOSE: Ongoing Monkeypox (MPX) outbreaks in countries outside Africa have unique characteristics. However, data on cohorts of confirmed cases in China is limited. The study provides important epidemiological, diagnostic, and clinical information about this disease in China. METHODS: We report a series of Chinese individuals with confirmed MPX infections identified at Beijing Youan Hospital (China) from June 10 to July 15, 2023. Samples were taken from the skin, anus, throat, and blood. An epidemiological questionnaire was used to collect demographic and clinical data. Further, we compared the MPX viral (MPXV) loads across different anatomical sites. RESULTS: 66 samples were collected from 20 patients, all of whom were cisgender men. Median patient age was 29 years. Notably, 19 (95%) patients reported unprotected sexual encounters with men in the preceding month, and 13 (65%) were human immunodeficiency virus (HIV)-positive. Among those with HIV, 12 (92%) were receiving antiretroviral therapy, and 11 (85%) had well-controlled infections (HIV viral load <40/mL). The median CD4+ T cell count was 667 cells/mm3. In the HIV-negative group, three (43%) patients were taking preexposure prophylaxis. Fifteen patients (75%) had concurrent sexually transmitted infections (50% had syphilis and 65% had HIV) and eight (40%) had HIV and syphilis co-infection. MPXV loads were significantly higher in samples from the skin (cycle threshold value [Ct value]: 19·0) and anus (Ct value: 23.0) compared to samples from the throat (Ct value: 31.0) or blood (Ct value: 34.5). All patients had skin lesions (85% of whom presented with anogenital lesions). Common systemic symptoms included fever (85%) and lymphadenopathy (55%). The median incubation period was 8 d [interquartile range (IQR): 6-16 d]. The median time from the onset of skin lesions to scab removal was 14 d (IQR: 10-16 d). No deaths or severe cases were reported. CONCLUSION: MPXV primarily affects young homosexual men. The high MPXV viral loads in skin and anal lesions indicate that transmission most likely occurs through direct and close body contact. This study also reports high rates of HIV and syphilis co-infection. Therefore, preventive efforts should focus on homosexual men.",Monkeypox; clinical features; sexually transmitted infection; transmission routes; viral loads,"Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Adult; [MeSH] Humans; [MeSH] Male; [MeSH] Asian People; [MeSH] Coinfection; [MeSH] Mpox, Monkeypox; [MeSH] Syphilis; [MeSH] HIV Infections; [MeSH] China; [MeSH] Sexual and Gender Minorities",unlikely_candidate,0,"The paper does not provide information on serial intervals, generation time, or R0/Rt of mpox.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,774,34,808,428.3,,,,,,,,,,,,
36179973,Monkeypox virus: An emerging epidemic.,"Alaa Aa Aljabali, Mohammad A Obeid, Mohammad B Nusair, Ali Hmedat, Murtaza M Tambuwala",Microbial pathogenesis. 2022. doi: 10.1016/j.micpath.2022.105794..,Aljabali,Microbial pathogenesis,2022,2022/09/28,,,10.1016/j.micpath.2022.105794,"INTRODUCTION: A monkeypox outbreak is spreading in territories where the virus is not generally prevalent. The rapid and sudden emergence of monkeypox in numerous nations at the same time means that unreported transmission may have persisted. The number of reported cases is on a constant increase worldwide. At least 20 non-African countries, like Canada, Portugal, Spain, and the United Kingdom, have reported more than 57662 as of September 9th suspected or confirmed cases. This is the largest epidemic seen outside of Africa. Scientists are struggling to determine the responsible genes for the higher virulence and transmissibility of the virus. Because the viruses are related, several countries have begun acquiring smallpox vaccinations, which are believed to be very effective against monkeypox. METHODS: Bibliographic databases and web-search engines were used to retrieve studies that assessed monkeypox basic biology, life cycle, and transmission. Data were evaluated and used to explain the therapeutics that are under use or have potential. Finally, here is a comparison between how vaccines are being made now and how they were made in the past to stop the spread of new viruses. CONCLUSIONS: Available vaccines are believed to be effective if administered within four days of viral exposure, as the virus has a long incubation period. As the virus is zoonotic, there is still a great deal of concern about the viral genetic shift and the risk of spreading to humans. This review will discuss the virus's biology and how dangerous it is. It will also look at how it spreads, what vaccines and treatments are available, and what technologies could be used to make vaccines quickly using mRNA technologies.",Epidemic; Infectious pathogens; Monkeypox; Outbreak; Outbreak investigation; Transmission,Journal Article; Review,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Epidemics; [MeSH] Disease Outbreaks; [MeSH] Vaccination",unlikely_candidate,0,"The paper focuses on the biology and transmission of monkeypox, not on serial intervals, generation time, or R0/Rt.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,509,41,550,511.2,,,,,,,,,,,,
36342036,Early estimates of the incidence trend and the reproductive number of the monkeypox epidemic in Brazil.,"Isaac N Schrarstzhaupt, Mellanie Fontes-Dutra, Fredi Alexander Diaz-Quijano",Travel medicine and infectious disease. 2022. doi: 10.1016/j.tmaid.2022.102484..,Schrarstzhaupt,Travel medicine and infectious disease,2022,2022/10/29,,,10.1016/j.tmaid.2022.102484,"BACKGROUND: We aimed to calculate the weekly growth of the incidence and the effective reproductive number (Rt) of the 2022 Monkeypox epidemic during its introduction in Brazil. METHOD: We described the case distribution in the country and calculated the incidence trend and the Rt in the four geographical states with the highest case reports. By using two regression approaches, count model and the Prais-Winsten, we calculated the relative incidence increase. Moreover, we estimated the Rt for the period between the 24th and the 50th days after the first official report, using a serial interval reported in another population and two alternative values (± 3 days). RESULTS: Up to August 22, 3.896 Monkeypox cases were confirmed in Brazil. The weekly incidence increases were between 37.5% (95% CI: 20.7% - 56,6%) and 82.1% (95% CI: 59.5%-107.8%), and all estimates of Rt were significantly higher than 1 in the four states analyzed. CONCLUSIONS: The Monkeypox outbreak in Brazil is a significant public health emergency that requires coordinated public health strategies such as testing, contact tracing, and vaccination.",Brazil; Epidemic; Monkeypox; Outbreak; Reproductive number,Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Brazil; [MeSH] Incidence; [MeSH] Epidemics; [MeSH] Disease Outbreaks",possible_candidate,2,"The study focuses on the incidence trend and Rt of mpox, which are relevant to the question.",true,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,439,33,472,424.1,,,,,,,,,,,,
23658504,Inference of R(0) and transmission heterogeneity from the size distribution of stuttering chains.,"Seth Blumberg, James O Lloyd-Smith",PLoS computational biology. 2013. doi: 10.1371/journal.pcbi.1002993..,Blumberg,PLoS computational biology,2013,2013/05/02,,,10.1371/journal.pcbi.1002993,"For many infectious disease processes such as emerging zoonoses and vaccine-preventable diseases, [Formula: see text] and infections occur as self-limited stuttering transmission chains. A mechanistic understanding of transmission is essential for characterizing the risk of emerging diseases and monitoring spatio-temporal dynamics. Thus methods for inferring [Formula: see text] and the degree of heterogeneity in transmission from stuttering chain data have important applications in disease surveillance and management. Previous researchers have used chain size distributions to infer [Formula: see text], but estimation of the degree of individual-level variation in infectiousness (as quantified by the dispersion parameter, [Formula: see text]) has typically required contact tracing data. Utilizing branching process theory along with a negative binomial offspring distribution, we demonstrate how maximum likelihood estimation can be applied to chain size data to infer both [Formula: see text] and the dispersion parameter that characterizes heterogeneity. While the maximum likelihood value for [Formula: see text] is a simple function of the average chain size, the associated confidence intervals are dependent on the inferred degree of transmission heterogeneity. As demonstrated for monkeypox data from the Democratic Republic of Congo, this impacts when a statistically significant change in [Formula: see text] is detectable. In addition, by allowing for superspreading events, inference of [Formula: see text] shifts the threshold above which a transmission chain should be considered anomalously large for a given value of [Formula: see text] (thus reducing the probability of false alarms about pathogen adaptation). Our analysis of monkeypox also clarifies the various ways that imperfect observation can impact inference of transmission parameters, and highlights the need to quantitatively evaluate whether observation is likely to significantly bias results.","[MeSH] Animals; [MeSH] Cluster Analysis; [MeSH] Computer Simulation; [MeSH] Contact Tracing; [MeSH] Democratic Republic of the Congo; [MeSH] Disease Transmission, Infectious; [MeSH] Humans; [MeSH] Models, Biological; [MeSH] Models, Statistical; [MeSH] Mpox, Monkeypox; [MeSH] Zoonoses","Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.","[MeSH] Animals; [MeSH] Cluster Analysis; [MeSH] Computer Simulation; [MeSH] Contact Tracing; [MeSH] Democratic Republic of the Congo; [MeSH] Disease Transmission, Infectious; [MeSH] Humans; [MeSH] Models, Biological; [MeSH] Models, Statistical; [MeSH] Mpox, Monkeypox; [MeSH] Zoonoses",unlikely_candidate,0,"The paper focuses on inference of R0 and transmission heterogeneity, not on serial intervals, generation time, or R0/Rt of mpox.",false,0.5,title_abstract,simple_prompt,leads_mistral_simple,MP10,serial_interval,mpox,zifeng-ai/leads-mistral-7b-v1,531,44,575,611.3,,,,,,,,,,,,
