PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms
36146799,Evaluation of Virulence in Cynomolgus Macaques Using a Virus Preparation Enriched for the Extracellular Form of Monkeypox Virus.,"Eric M Mucker, Josh D Shamblin, Arthur J Goff, Todd M Bell, Christopher Reed, Nancy A Twenhafel, Jennifer Chapman, Marc Mattix, Derron Alves, Robert F Garry, Lisa E Hensley",Viruses. 2022. doi: 10.3390/v14091993..,Mucker,Viruses,2022,2022/09/09,,,10.3390/v14091993,"The 2022 global human monkeypox outbreak emphasizes the importance of maintaining poxvirus research, including enriching a basic understanding of animal models for developing and advancing therapeutics and vaccines. Intravenous administration of monkeypox virus in macaques is arguably one of the best animal models for evaluating the efficacy of medical countermeasures. Here we addressed one criticism of the model, a requirement for a high-titer administration of virus, as well as improving our understanding of monkeypox virus pathogenesis. To do so, we infected macaques with a challenge dose containing a characterized inoculum enriched for the extracellular form of monkeypox virus. Although there were some differences between diseases caused by the enriched preparation compared with a relatively similar unpurified preparation, we were unable to reduce the viral input with the enriched preparation and maintain severe disease. We found that inherent factors contained within the serum of nonhuman primate blood affect the stability of the monkeypox extracellular virions. As a first step to study a role of the extracellular form in transmission, we also showed the presence of this form in the oropharyngeal swabs from nonhuman primates exposed to monkeypox virus.",countermeasures; dissemination; extracellular virion; model; monkeypox; morphogenesis; nonhuman primates; orthopoxvirus; smallpox; transmission; viremia,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.","[MeSH] Animals; [MeSH] Humans; [MeSH] Macaca fascicularis; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Virulence"
36878011,Experimental Infection of North American Deer Mice with Clade I and II Monkeypox Virus Isolates.,"Yvon Deschambault, Levi Klassen, Geoff Soule, Kevin Tierney, Kimberly Azaransky, Angela Sloan, David Safronetz",Emerging infectious diseases. 2023. doi: 10.3201/eid2904.221594..,Deschambault,Emerging infectious diseases,2023,2023/03/06,,,10.3201/eid2904.221594,"The global spread of monkeypox virus has raised concerns over the establishment of novel enzootic reservoirs in expanded geographic regions. We demonstrate that although deer mice are permissive to experimental infection with clade I and II monkeypox viruses, the infection is short-lived and has limited capability for active transmission.",Canada; MPXV; deer mouse; experimental infection; monkeypox; mpox; viruses; zoonoses,"Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Animals; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Peromyscus; [MeSH] North America"
37071346,Analysis of google trends and search results for ophthalmic symptoms of monkeypox.,"Aretha Zhu, Jasmine Mahajan, Marko K Oydanich, Michael C Luo, Albert S Khouri",International ophthalmology. 2023. doi: 10.1007/s10792-023-02714-1..,Zhu,International ophthalmology,2023,2023/04/18,,,10.1007/s10792-023-02714-1,"PURPOSE: In July 2022, the World Health Organization (WHO) declared monkeypox virus's global spread a ""public health emergency of international concern."" About a quarter of monkeypox cases feature ophthalmic symptoms. We assessed trends in worldwide search interest in monkeypox ophthalmic involvement and inclusion in online search engine queries. METHODS: The following keywords were searched on Google Trends from April 1, 2022, to August 12, 2022: monkeypox + eye, pink eye, eye infection, eyelid, vision, blurry vision, vision loss, blindness, eye symptoms, eye problems, eye pain, eye redness, conjunctivitis, conjunctiva, cornea, keratitis, corneal ulcer, and blepharitis. We analyzed trends, correlated search interest with case count data, and compared popularity of search terms via nonparametric Mann-Whitney-U analysis. Inclusion of ophthalmic symptoms in Google search results for ""monkeypox symptoms"" was assessed. RESULTS: ""Monkeypox eye"" had the highest average search interest worldwide and in the United States. Search interest peaked between mid-May and late July 2022. When compared to interest in ""monkeypox rash,"" the most searched monkeypox symptom, the average interest in ""monkeypox eye"" was lower (p < 0.01). Of the first 50 results from the Google search of ""monkeypox symptoms,"" 10/50 (20%) mentioned ophthalmic symptoms. 6/50 (12%) mentioned the eye as a route of virus transmission. CONCLUSION: Search interest in monkeypox ophthalmic symptoms corresponds with geographic and temporal trends, i.e., timing and location of the first reported non-endemic cases and WHO announcement. Although ophthalmic symptoms are not as widely searched currently, inclusion in public health messaging is key for diagnosis, appropriate management, and reduction of further transmission.",Google Trends; Infodemiology; Monkeypox; Patient education; Public health,Journal Article,"[MeSH] Humans; [MeSH] United States; [MeSH] Search Engine; [MeSH] Mpox, Monkeypox; [MeSH] Eye Diseases; [MeSH] Eyelids; [MeSH] Blepharitis"
35940185,Why is there expanding community transmission of monkeypox in 2022?,Aileen M Marty,The Lancet. Microbe. 2022. doi: 10.1016/S2666-5247(22)00200-2..,Marty,The Lancet. Microbe,2022,2022/08/05,,,10.1016/S2666-5247(22)00200-2,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Disease Outbreaks",Letter,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Disease Outbreaks"
35656830,"Ongoing monkeypox virus outbreak, Portugal, 29 April to 23 May 2022.","Mariana Perez Duque, Sofia Ribeiro, João Vieira Martins, Pedro Casaca, Pedro Pinto Leite, Margarida Tavares, Kamal Mansinho, Luís Miguel Duque, Cândida Fernandes, Rita Cordeiro, Maria José Borrego, Ana Pelerito, Isabel Lopes de Carvalho, Sofia Núncio, Vera Manageiro, Corrado Minetti, Jorge Machado, Joana M Haussig, Roberto Croci, Gianfranco Spiteri, Ana Sofia Casal, Diana Mendes, Tiago Souto, Sara Pocinho, Teresa Fernandes, Ana Firme, Paula Vasconcelos, Graça Freitas",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin. 2022. doi: 10.2807/1560-7917.ES.2022.27.22.2200424..,Perez,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2022,2022/06/01,,,10.2807/1560-7917.ES.2022.27.22.2200424,"Up to 27 May 2022, Portugal has detected 96 confirmed cases of monkeypox. We describe 27 confirmed cases (median age: 33 years (range: 22-51); all males), with an earliest symptom onset date of 29 April. Almost all cases (n = 25) live in the Lisbon and Tagus Valley health region. Most cases were neither part of identified transmission chains, nor linked to travel or had contact with symptomatic persons or with animals, suggesting the possible previously undetected spread of monkeypox.",monkeypox; outbreak; surveillance,Journal Article,"[MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Portugal; [MeSH] Travel"
36228673,Monkeypox: the resurgence of forgotten things.,"Sun Bean Kim, Jaehun Jung, Kyong Ran Peck",Epidemiology and health. 2022. doi: 10.4178/epih.e2022082..,Kim,Epidemiology and health,2022,2022/09/26,,,10.4178/epih.e2022082,"Monkeypox, a rare zoonotic disease, is primarily prevalent in Central and Western Africa. However, monkeypox is emerging as a worldwide concern due to the 2022 monkeypox outbreak, which is the first instance of widespread community transmission outside Africa. Monkeypox is caused by the monkeypox virus, which belongs to the genus Orthopoxvirus and presents as a vesicular-pustular disease that may be preceded by fever, malaise, and other constitutional symptoms. If present, lymphadenopathy may distinguish it from chickenpox or smallpox. However, contrary to previous manifestations, most monkeypox patients presented with atypical features during the 2022 outbreak. Monkeypox is usually a self-limiting disease with symptoms lasting between 2 weeks and 4 weeks and is mainly transmitted when a person comes into contact with an infected animal, person, or fomites contaminated with the virus. Very few treatment options are available for this disease. Tecovirimat has been licensed in some countries for the treatment of smallpox and monkeypox infections. Two other medications, cidofovir and brincidofovir, have been found to be effective against poxviruses in in vitro and animal studies, but data on human cases of monkeypox are limited. Although Imvamune (JYNNEOS), a vaccine against monkeypox, is authorized in the United States, there are currently no established routine vaccination programs. Current preventive strategies focus on the detection of probable cases and containment of the outbreak through the implementation of selected ring vaccination programs. Fundamental principles to prevent the spread of monkeypox, including maintaining personal hygiene and avoiding close contact with symptomatic patients, are of paramount importance.",Clinical features; Monkeypox virus; Therapeutics; Vaccination,Journal Article; Review,"[MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox; [MeSH] Monkeypox virus; [MeSH] Cidofovir; [MeSH] Disease Outbreaks"
37390509,"Disulfide-incorporated lipid prodrugs of cidofovir: Synthesis, antiviral activity, and release mechanism.","Baogang Wang, Binwang Cao, Zhu-Chun Bei, Likun Xu, Dongna Zhang, Liangliang Zhao, Yabin Song, Hongquan Wang",European journal of medicinal chemistry. 2023. doi: 10.1016/j.ejmech.2023.115601..,Wang,European journal of medicinal chemistry,2023,2023/06/26,,,10.1016/j.ejmech.2023.115601,"The double-stranded DNA (dsDNA) viruses represented by adenovirus and monkeypox virus, have attracted widespread attention due to their high infectivity. In 2022, the global outbreak of mpox (or monkeypox) has led to the declaration of a Public Health Emergency of International Concern. However, to date therapeutics approved for dsDNA virus infections remain limited and there are still no available treatments for some of these diseases. The development of new therapies for treating dsDNA infection is in urgent need. In this study, we designed and synthesized a series of novel disulfide-incorporated lipid conjugates of cidofovir (CDV) as potential candidates against dsDNA viruses including vaccinia virus (VACV) and adenovirus (AdV) 5. The structure-activity relationship analyses revealed that the optimum linker moiety was C2H4 and the optimum aliphatic chain length was 18 or 20 atoms. Among the synthesized conjugates, 1c exhibited more potency against VACV (IC50 = 0.0960 μM in Vero cells; IC50 = 0.0790 μM in A549 cells) and AdV5 (IC50 = 0.1572 μM in A549 cells) than brincidofovir (BCV). The transmission electron microscopy (TEM) images revealed that the conjugates could form micelles in phosphate buffer. The stability studies in the GSH environment demonstrated that the formation of micelles in phosphate buffer might protect the disulfide bond from glutathione (GSH) reduction. The dominant means of the synthetic conjugates to liberate the parent drug CDV was by enzymatic hydrolysis. Furthermore, the synthetic conjugates remained sufficiently stable in simulated gastric fluid (SGF), simulated intestinal fluid (SIF), and pooled human plasma, which indicated the possibility for oral administration. These results indicated 1c may be a broad-spectrum antiviral candidate against dsDNA viruses with potential oral administration. Moreover, modification of the aliphatic chain attached to the nucleoside phosphonate group was involved as an efficient prodrug strategy for the development of potent antiviral candidates.",Antiviral; Cidofovir; Disulfide bond; Double-stranded DNA virus; Prodrug,Journal Article,"[MeSH] Animals; [MeSH] Chlorocebus aethiops; [MeSH] Humans; [MeSH] Cidofovir; [MeSH] Antiviral Agents; [MeSH] Prodrugs; [MeSH] Vero Cells; [MeSH] Micelles; [MeSH] Cytosine; [MeSH] Vaccinia virus; [MeSH] Lipids; [MeSH] Phosphates; [MeSH] Mpox, Monkeypox"
37842888,Recent Advances in the Prevention and Management of Monkeypox Viral Infection in Humans.,"Preeti Gujjar, Rishabh Chaudhay, Inderjeet Verma, Nitin Bansal, Sumeet Gupta, Seema Bansal",Current drug targets. 2023. doi: 10.2174/0113894501258154231008194028..,Gujjar,Current drug targets,2023,2023/01/01,,,10.2174/0113894501258154231008194028,"BACKGROUND: There have been several neglected infectious pathogens that have reemerged in the last few decades, including the monkeypox virus, a virus from the orthopoxviral genus that causes monkeypox and is transmitted between animals and humans. The human monkeypox outbreak has spread to several different countries. Because of the outbreak's unusually high case count and lack of connections to endemic nations, there are concerns that the monkeypox transmission pattern may have changed. OBJECTIVE: The current study aimed to provide recent advancements in the prevention and management of the monkeypox virus in humans. METHODOLOGY: We have highlighted recent advancements in the prevention and management of the monkeypox virus in humans in this work. RESULTS: For the treatment and prevention of monkeypox, new medications and vaccinations are being used, and more study is needed to understand the epidemiology, biology, and ecology of the virus in endemic regions and stop future global outbreaks. Vaccines available in the market for the treatment of viruses are JYNEOS and ACAM2000. Some of the antiviral drugs, such as tecovirimat, brincidofovir, cidofovir, trifluridine, and vaccinia immune globulin, are used for the treatment of the monkeypox virus. Some of the vaccines, such as NIOCH-14, Cidofovir, CMX-001, and ST-246, are currently in clinical trials. CONCLUSION: We have, herein, covered features of monkeypox viral biology that are important for risk assessment and getting ready for an outbreak of the monkeypox virus, with a focus on recent advances in knowledge of the virus's host range, evolutionary potential, and potential targets for neutralization.",Monkeypox virus; clinical trial compounds; infection.; pathophysiology; prevention; treatment,Journal Article,"[MeSH] Humans; [MeSH] Antiviral Agents; [MeSH] Benzamides; [MeSH] Cidofovir; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Vaccines; [MeSH] Cytosine; [MeSH] Organophosphonates"
30666937,"Epidemiologic and Ecologic Investigations of Monkeypox, Likouala Department, Republic of the Congo, 2017.","Reena H Doshi, Sarah Anne J Guagliardo, Jeffrey B Doty, Angelie Dzabatou Babeaux, Audrey Matheny, Jillybeth Burgado, Michael B Townsend, Clint N Morgan, Panayampalli Subbian Satheshkumar, Nestor Ndakala, Therese Kanjingankolo, Lambert Kitembo, Jean Malekani, Lem's Kalemba, Elisabeth Pukuta, Tobi N'kaya, Fabien Kangoula, Cynthia Moses, Andrea M McCollum, Mary G Reynolds, Jean-Vivien Mombouli, Yoshinori Nakazawa, Brett W Petersen",Emerging infectious diseases. 2019. doi: 10.3201/eid2502.181222..,Doshi,Emerging infectious diseases,2019,2019/02/01,,,10.3201/eid2502.181222,"Monkeypox, caused by a zoonotic orthopoxvirus, is endemic in Central and West Africa. Monkeypox has been sporadically reported in the Republic of the Congo. During March 22-April 5, 2017, we investigated 43 suspected human monkeypox cases. We interviewed suspected case-patients and collected dried blood strips and vesicular and crust specimens (active lesions), which we tested for orthopoxvirus antibodies by ELISA and monkeypox virus and varicella zoster virus DNA by PCR. An ecologic investigation was conducted around Manfouété, and specimens from 105 small mammals were tested for anti-orthopoxvirus antibodies or DNA. Among the suspected human cases, 22 met the confirmed, probable, and possible case definitions. Only 18 patients had available dried blood strips; 100% were IgG positive, and 88.9% (16/18) were IgM positive. Among animals, only specimens from Cricetomys giant pouched rats showed presence of orthopoxvirus antibodies, adding evidence to this species' involvement in the transmission and maintenance of monkeypox virus in nature.",Republic of the Congo; ecology; epidemiology; monkeypox; orthopoxvirus; viruses; zoonoses,Journal Article,"[MeSH] Adolescent; [MeSH] Adult; [MeSH] Animals; [MeSH] Child; [MeSH] Child, Preschool; [MeSH] Congo; [MeSH] Disease Outbreaks; [MeSH] Ecology; [MeSH] Enzyme-Linked Immunosorbent Assay; [MeSH] Female; [MeSH] Humans; [MeSH] Infant; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Polymerase Chain Reaction; [MeSH] Public Health Surveillance; [MeSH] Sentinel Surveillance; [MeSH] Young Adult"
35951009,"Environmental Persistence of Monkeypox Virus on Surfaces in Household of Person with Travel-Associated Infection, Dallas, Texas, USA, 2021.","Clint N Morgan, Florence Whitehill, Jeffrey B Doty, Joann Schulte, Audrey Matheny, Joey Stringer, Lisa J Delaney, Richard Esparza, Agam K Rao, Andrea M McCollum",Emerging infectious diseases. 2022. doi: 10.3201/eid2810.221047..,Morgan,Emerging infectious diseases,2022,2022/08/11,,,10.3201/eid2810.221047,"In July 2021, we conducted environmental sampling at the residence of a person in Dallas, Texas, USA, who had travel-associated human West African monkeypox virus (MPXV-WA). Targeted environmental swab sampling was conducted 15 days after the person who had monkeypox left the household. Results indicate extensive MPXV-WA DNA contamination, and viable virus from 7 samples was successfully isolated in cell culture. There was no statistical difference (p = 0.94) between MPXV-WA PCR positivity of porous (9/10, 90%) vs. nonporous (19/21, 90.5%) surfaces, but there was a significant difference (p<0.01) between viable virus detected in cultures of porous (6/10, 60%) vs. nonporous (1/21, 5%) surfaces. These findings indicate that porous surfaces (e.g., bedding, clothing) may pose more of a MPXV exposure risk than nonporous surfaces (e.g., metal, plastic). Viable MPXV was detected on household surfaces after at least 15 days. However, low titers (<102 PFU) indicate a limited potential for indirect transmission.",Dallas; MXPV; Texas; United States; disease transmission; environmental persistence; fomites; household; infection; monkeypox; monkeypox virus; orthopoxvirus; surfaces; travel-associated infection; virus diseases; virus shedding; viruses; zoonoses,"Journal Article; Research Support, U.S. Gov't, P.H.S.; Research Support, Non-U.S. Gov't","[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Plastics; [MeSH] Texas; [MeSH] Travel; [MeSH] Travel-Related Illness"
36169392,Identifying monkeypox: do dental professionals have adequate knowledge and awareness?,"Ambreen Kaur, Richa Goel, Ravinder Singh, Arvind Bhardwaj, Raj Kumari, Ramandeep Singh Gambhir",Roczniki Panstwowego Zakladu Higieny. 2022. doi: 10.32394/rpzh.2022.0226..,Kaur,Roczniki Panstwowego Zakladu Higieny,2022,2022/01/01,,,10.32394/rpzh.2022.0226,BACKGROUND: The emergence of monkeypox has presented a new challenge for health agencies around the globe. There is significant increase in the number of cases that too in non-endemic countries with more than 18000 cases reported worldwide. OBJECTIVE: The present study was conducted to assess knowledge and awareness regarding monkeypox among dental professionals. MATERIALS AND METHOD: The present cross-sectional study among 410 subjects who were residing in a northern state of the country. Informed consent was obtained from all the subjects. Study sample was selected on the basis of Systematic random sampling methodology. A self-designed close-ended questionnaire written in English and verified by experts was utilized for the study. The questionnaire was delivered personally to study subjects to collect the required information. Chi-square test and ANOVA were used for statistical analysis. RESULTS: One-fourth (24.8%) of the subjects never heard about monkeypox disease. Negative response was given by 44.8% of subjects regarding resemblance of monkeypox with small pox. Only 31.2% of subjects had knowledge regarding oral manifestations of the disease. High knowledge scores were reported by only 28% of subjects. Higher knowledge levels were significantly related to education level and working profile of study subjects. Online media (Internet) was preferred as the main source to obtain more information by 42.2 of subjects. CONCLUSION: There was low level of knowledge regarding monkeypox among study subjects. There is an urgent need for dental professionals to keep themselves updated with recent knowledge on new emerging infectious diseases.,India; dentists; infections; knowledge; monkeypox; transmission,Journal Article,"[MeSH] Cross-Sectional Studies; [MeSH] Dentists; [MeSH] Health Knowledge, Attitudes, Practice; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Surveys and Questionnaires"
37654859,"Poc (Pox), a term for various infectious diseases in the history of public health and epidemiology: the dreaded Smallpox, the almost unknown Alastrim and the Mpox.","Mariano Martini, Masoud Behzadifar, Nicola Luigi Bragazzi, Davide Orsini",Journal of preventive medicine and hygiene. 2023. doi: 10.15167/2421-4248/jpmh2023.64.2.3011..,Martini,Journal of preventive medicine and hygiene,2023,2023/08/01,,,10.15167/2421-4248/jpmh2023.64.2.3011,"INTRODUCTION: In 2022, the appearance of cases of Mpox outside the countries where the disease is endemic, and of some cases of human-to-human transmission, alerted the scientific community to a virus that is closely related to the smallpox virus. Mpox is a zoonosis and can be transmitted to humans. Following the eradication of smallpox in 1980 and the subsequent cessation of smallpox vaccination, it is emerging as the most important Orthopoxvirus in terms of public health impact. METHODS: In outlining the current situation of Mpox in the world, the authors frame the virus responsible within a broader reflection on the Orthopoxvirus family, focusing particular attention on the Variola virus, which formerly caused millions of deaths. DISCUSSION: Since Edward Jenner initiated the practice of vaccination, a progressive and careful vaccination campaign has led to the eradication not only of human smallpox but also of a minor form, called Alastrim, which was caused by the same virus. The mode of transmission of Mpox has been debated. At first, it seemed that the disease mainly, though not exclusively, affected men who had sex with other men. This conviction has been partially revised and the WHO recently changed the name of the disease from Monkeypox to Mpox, thereby alleviating the stigma involved. CONCLUSION: The recent human cases of Mpox have prompted greater surveillance and research into the biology of MPXV and other closely related poxviruses. Studies have focused on the natural history of the virus, its transmission, pathogenesis, host interactions and evolution, and on the development of drugs and vaccines to prevent its spread.",Alastrim; History of infectious diseases; Mpox; epidemics; epidemiology; ethics; smallpox,Journal Article,"[MeSH] Male; [MeSH] Humans; [MeSH] Smallpox; [MeSH] Variola virus; [MeSH] Public Health; [MeSH] Mpox, Monkeypox; [MeSH] Communicable Diseases"
36928418,Mpox (Monkeypox) Infection During Pregnancy.,"Mindy M Sampson, Gray Magee, Evan A Schrader, Keerti L Dantuluri, Areej Bukhari, Catherine Passaretti, Lorene Temming, Michael Leonard, Jennifer B Philips, David Weinrib",Obstetrics and gynecology. 2023. doi: 10.1097/AOG.0000000000005170..,Sampson,Obstetrics and gynecology,2023,2023/03/15,,,10.1097/AOG.0000000000005170,"BACKGROUND: An mpox (formerly ""monkeypox"") outbreak began in 2022, leading to infection in special populations, including pregnant individuals. CASE: We present a case of an individual who presented with a labial ulcer and subsequent papular rash at 31 weeks of gestation. She was diagnosed with mpox infection and was treated with tecovirimat. She had an uncomplicated induction of labor at 39 2/7 weeks of gestation and delivered a healthy neonate. The neonate had a positive immunoglobulin G test result for orthopoxvirus but did not have skin lesions or positive molecular test results suggestive of infection. CONCLUSION: Transplacental transmission of mpox is possible, but, in this case, the neonate did not have clinical findings suggestive of active or antenatal mpox infection. Treatment with tecovirimat in gestational cases of mpox may be beneficial.","[MeSH] Pregnancy; [MeSH] Infant, Newborn; [MeSH] Humans; [MeSH] Female; [MeSH] Mpox, Monkeypox; [MeSH] Benzamides; [MeSH] Disease Outbreaks; [MeSH] Immunoglobulin G",Case Reports; Journal Article,"[MeSH] Pregnancy; [MeSH] Infant, Newborn; [MeSH] Humans; [MeSH] Female; [MeSH] Mpox, Monkeypox; [MeSH] Benzamides; [MeSH] Disease Outbreaks; [MeSH] Immunoglobulin G"
35738529,New challenges in human monkeypox outside Africa: A review and case report from Italy.,"Davide Mileto, Agostino Riva, Miriam Cutrera, Davide Moschese, Alessandro Mancon, Luca Meroni, Andrea Giacomelli, Giovanna Bestetti, Giuliano Rizzardini, Maria Rita Gismondo, Spinello Antinori",Travel medicine and infectious disease. 2022. doi: 10.1016/j.tmaid.2022.102386..,Mileto,Travel medicine and infectious disease,2022,2022/06/20,,,10.1016/j.tmaid.2022.102386,"BACKGROUND: Human monkeypox (MPX) is a neglected zoonotic disease caused by the MPX virus a double-stranded DNA virus which belongs to the Poxviridae family genus Orthopoxvirus. It is endemic in the rural rainforests of Central and Western Africa where it is responsible of human sporadic cases and outbreaks since 1970. Outside Africa MPXV caused an outbreak in 2003 in the United States linked to importation of infected rodents from Ghana and a few travel-related cases in the USA, United Kingdom, Israel and Singapore. Actually, a worldwide outbreak with more than 1200 confirmed cases mainly concentrated among men who have sex with men is ongoing. CASE REPORT: We present the case of an Italian man living in Portugal that was diagnosed with MPX at our clinic in Milan, Italy. Monkeypox virus infection was confirmed by a specific homemade Real-Time PCR. Samples obtained from different sites (pharynx, skin lesions, anal ulcer, seminal fluid) turned all positive with different viral load. CONCLUSIONS: Our report illustrates the challenge of a disease that seems to present in a different way from classic description with possible human-to-human transmission through sexual contact.",Diagnosis; HIV; Italy; Monkeypox; Outbreak,Case Reports; Journal Article; Review,"[MeSH] Ghana; [MeSH] Homosexuality, Male; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Sexual and Gender Minorities; [MeSH] Travel; [MeSH] Travel-Related Illness; [MeSH] United States"
14736926,The detection of monkeypox in humans in the Western Hemisphere.,"Kurt D Reed, John W Melski, Mary Beth Graham, Russell L Regnery, Mark J Sotir, Mark V Wegner, James J Kazmierczak, Erik J Stratman, Yu Li, Janet A Fairley, Geoffrey R Swain, Victoria A Olson, Elizabeth K Sargent, Sue C Kehl, Michael A Frace, Richard Kline, Seth L Foldy, Jeffrey P Davis, Inger K Damon",The New England journal of medicine. 2004. doi: 10.1056/NEJMoa032299..,Reed,The New England journal of medicine,2004,2004/01/22,,,10.1056/NEJMoa032299,"BACKGROUND: During May and June 2003, an outbreak of febrile illness with vesiculopustular eruptions occurred among persons in the midwestern United States who had had contact with ill pet prairie dogs obtained through a common distributor. Zoonotic transmission of a bacterial or viral pathogen was suspected. METHODS: We reviewed medical records, conducted interviews and examinations, and collected blood and tissue samples for analysis from 11 patients and one prairie dog. Histopathological and electron-microscopical examinations, microbiologic cultures, and molecular assays were performed to identify the etiologic agent. RESULTS: The initial Wisconsin cases evaluated in this outbreak occurred in five males and six females ranging in age from 3 to 43 years. All patients reported having direct contact with ill prairie dogs before experiencing a febrile illness with skin eruptions. We found immunohistochemical or ultrastructural evidence of poxvirus infection in skin-lesion tissue from four patients. Monkeypox virus was recovered in cell cultures of seven samples from patients and from the prairie dog. The virus was identified by detection of monkeypox-specific DNA sequences in tissues or isolates from six patients and the prairie dog. Epidemiologic investigation suggested that the prairie dogs had been exposed to at least one species of rodent recently imported into the United States from West Africa. CONCLUSIONS: Our investigation documents the isolation and identification of monkeypox virus from humans in the Western Hemisphere. Infection of humans was associated with direct contact with ill prairie dogs that were being kept or sold as pets.","[MeSH] Adolescent; [MeSH] Adult; [MeSH] Animals; [MeSH] Child; [MeSH] Child, Preschool; [MeSH] DNA, Viral; [MeSH] Disease Outbreaks; [MeSH] Female; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Muridae; [MeSH] Polymerase Chain Reaction; [MeSH] Polymorphism, Restriction Fragment Length; [MeSH] Sciuridae; [MeSH] Skin; [MeSH] Wisconsin; [MeSH] Zoonoses",Journal Article,"[MeSH] Adolescent; [MeSH] Adult; [MeSH] Animals; [MeSH] Child; [MeSH] Child, Preschool; [MeSH] DNA, Viral; [MeSH] Disease Outbreaks; [MeSH] Female; [MeSH] Humans; [MeSH] Male; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Muridae; [MeSH] Polymerase Chain Reaction; [MeSH] Polymorphism, Restriction Fragment Length; [MeSH] Sciuridae; [MeSH] Skin; [MeSH] Wisconsin; [MeSH] Zoonoses"
36680124,Development of a Novel Loop-Mediated Isothermal Amplification Method for the Rapid Detection of Monkeypox Virus Infections.,"Chao Yu, Lulu Zuo, Jing Miao, Lingjing Mao, Benjamin Selekon, Ella Gonofio, Emmanuel Nakoune, Nicolas Berthet, Gary Wong",Viruses. 2022. doi: 10.3390/v15010084..,Yu,Viruses,2022,2022/12/28,,,10.3390/v15010084,"A recent outbreak of monkeypox virus (mpox) has prompted researchers to explore diagnostics as a means of impeding transmission and further spread. Rapid, sensitive, and specific methods are crucial for accurately diagnosing mpox infections. Here, we developed a loop-mediated isothermal amplification (LAMP) assay for the specific detection of mpox. The primer sets were designed to target regions in and around the N4R gene, and results showed a detection limit of 2 × 100 DNA copies, which is comparable to the gold-standard qPCR method currently used to detect mpox. Particularly, the assay provides results visible to the naked eye within 30 min. This test specifically detects mpox DNA with no cross-reactivity to related DNA viruses including Varicella Zoster Virus (VZV), Hepatitis B virus (HBV), Vaccinia virus (VACV), Herpes simplex virus-1 (HSV-1), Herpes simplex virus-2 (HSV-2), Human papillomavirus-16 (HPV-16) and Human papillomavirus-18 (HPV-18). Furthermore, the LAMP assay has been evaluated using clinical samples from laboratory-confirmed mpox patients and found to be consistent with the qPCR results. Our results show that this single-tube LAMP method can contribute to diagnosis of suspected mpox infections in the field and clinic, especially in regions with limited laboratory resources.",isothermal amplification; loop-mediated isothermal amplification; molecular diagnosis; monkeypox virus; visual detection,"Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Sensitivity and Specificity; [MeSH] Nucleic Acid Amplification Techniques; [MeSH] Herpesvirus 3, Human; [MeSH] DNA, Viral; [MeSH] Monkeypox virus; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Herpesvirus 2, Human; [MeSH] Molecular Diagnostic Techniques"
