PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Keywords,Abstract,screening_stage,screening_mode,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,fulltext_status,fulltext_path,fulltext_eligible
37769001,,Evaluation of a human mucosal tissue explant model for SARS-CoV-2 replication.,"Gordhan BG, Herrera C, Pillay AD, Seiphetlo T, Ealand CS, Machowski E, Singh N, Seatholo N, Otwombe K, Lebina L, Frise R, Scarlatti G, Chiodi F, Martinson N, Fox J, Kana BD.",PLoS One. 2023 Sep 28;18(9):e0291146. doi: 10.1371/journal.pone.0291146. eCollection 2023.,Gordhan,PloS one,2023,2023/9/28,PMC10538748,,10.1371/journal.pone.0291146,"[MeSH] Humans; [MeSH] SARS-CoV-2; [MeSH] COVID-19; [MeSH] Antibodies, Neutralizing; [MeSH] Mucous Membrane","With the onset of COVID-19, the development of ex vivo laboratory models became an urgent priority to study host-pathogen interactions in response to the pandemic. In this study, we aimed to establish an ex vivo mucosal tissue explant challenge model for studying SARS-CoV-2 infection and replication. Nasal or oral tissue samples were collected from eligible participants and explants generated from the tissue were infected with various SARS-CoV-2 strains, including IC19 (lineage B.1.13), Beta (lineage B.1.351) and Delta (lineage B.1.617.2). A qRT-PCR assay used to measure viral replication in the tissue explants over a 15-day period, demonstrated no replication for any viral strains tested. Based on this, the ex vivo challenge protocol was modified by reducing the viral infection time and duration of sampling. Despite these changes, viral infectivity of the nasal and oral mucosa was not improved. Since 67% of the enrolled participants were already vaccinated against SARS-CoV-2, it is possible that neutralizing antibodies in explant tissue may have prevented the establishment of infection. However, we were unable to optimize plaque assays aimed at titrating the virus in supernatants from both infected and uninfected tissue, due to limited volume of culture supernatant available at the various collection time points. Currently, the reasons for the inability of these mucosal tissue samples to support replication of SARS-CoV-2 ex vivo remains unclear and requires further investigation.",title_abstract,strict,unlikely_candidate,2,"The paper is an original SARS-CoV-2 study and mentions Beta and Delta lineages, but it is an ex vivo laboratory model of mucosal tissue infection rather than a human epidemiologic study. The abstract provides no evidence of serial interval or generation interval/time estimation, so relevance to the review question is very limited.",2,"The abstract explicitly studies SARS-CoV-2 and includes Beta and Delta strains, but the focus is viral replication in an ex vivo model rather than variant-specific epidemiologic parameters.",2,"Human nasal and oral tissue samples were collected from participants, but the study is conducted on ex vivo explants rather than human populations or transmission events.",1,"The work involves collected human tissue samples, but no real-world geographic or field transmission context is described in the title or abstract.",4,This is an original experimental study using collected tissue samples and qRT-PCR measurements of SARS-CoV-2 replication across tested strains.,0,"The title and abstract do not mention serial interval, generation interval, or generation time, nor any transmission-pair or household-contact analysis.",,,
36214224,,Vaccine breakthrough infection leads to distinct profiles of neutralizing antibody responses by SARS-CoV-2 variant.,"Seaman MS, Siedner MJ, Boucau J, Lavine CL, Ghantous F, Liew MY, Mathews JI, Singh A, Marino C, Regan J, Uddin R, Choudhary MC, Flynn JP, Chen G, Stuckwisch AM, Lipiner T, Kittilson A, Melberg M, Gilbert RF, Reynolds Z, Iyer SL, Chamberlin GC, Vyas TD, Vyas JM, Goldberg MB, Luban J, Li JZ, Barczak AK, Lemieux JE.",JCI Insight. 2022 Oct 10;7(19):e159944. doi: 10.1172/jci.insight.159944.,Seaman,JCI insight,2022,2022/10/10,PMC9675445,,10.1172/jci.insight.159944,Adaptive immunity; COVID-19; Immunoglobulins,"Protective immunity against SARS-CoV-2 infection after COVID-19 vaccination may differ by variant. We enrolled vaccinated (n = 39) and unvaccinated (n = 11) individuals with acute, symptomatic SARS-CoV-2 Delta or Omicron infection and performed SARS-CoV-2 viral load quantification, whole-genome sequencing, and variant-specific antibody characterization at the time of acute illness and convalescence. Viral load at the time of infection was inversely correlated with antibody binding and neutralizing antibody responses. Across all variants tested, convalescent neutralization titers in unvaccinated individuals were markedly lower than in vaccinated individuals. Increases in antibody titers and neutralizing activity occurred at convalescence in a variant-specific manner. For example, among individuals infected with the Delta variant, neutralizing antibody responses were weakest against BA.2, whereas infection with Omicron BA.1 variant generated a broader response against all tested variants, including BA.2.",title_abstract,strict,unlikely_candidate,3,"This is a primary human SARS-CoV-2 variant study with explicit Delta and Omicron relevance and original empirical data. However, the study focuses on immunologic and virologic outcomes rather than the target transmission timing parameters such as serial interval or generation interval/time.",4,The abstract explicitly studies SARS-CoV-2 and compares infections caused by Delta and Omicron/BA.1 variants. Variant-specific effects are central to the study.,4,"The study enrolled vaccinated and unvaccinated individuals with acute symptomatic infection, indicating a human population. The analysis is based on patient samples and outcomes.",2,"The study appears to use real-world human infections, but no specific geographic setting or field location is stated in the title or abstract. Thus geographic context is only indirectly supported.",4,"The abstract reports enrollment of participants, viral load quantification, whole-genome sequencing, and antibody measurements, indicating original empirical data and primary analysis. This is not a review or commentary.",0,"The title and abstract focus on neutralizing antibody responses, viral load, and variant-specific immunity. There is no mention of serial interval, generation interval, or generation time.",,,
34047686,,"Hospital mortality in COVID-19 patients in Belgium treated with statins, ACE inhibitors and/or ARBs.","Byttebier G, Belmans L, Alexander M, Saxberg BEH, De Spiegeleer B, De Spiegeleer A, Devreker N, Van Praet JT, Vanhove K, Reybrouck R, Wynendaele E, Fedson DS.",Hum Vaccin Immunother. 2021 Sep 2;17(9):2841-2850. doi: 10.1080/21645515.2021.1920271. Epub 2021 May 28.,Byttebier,Human vaccines & immunotherapeutics,2021,2021/5/28,PMC8171011,,10.1080/21645515.2021.1920271,ACE inhibitors; COVID-19; angiotensin receptor blockers; case-control; immunometabolism; mortality; propensity score; statins,"The COVID-19 pandemic has disrupted life throughout the world. Newly developed vaccines promise relief to people who live in high-income countries, although vaccines and expensive new treatments are unlikely to arrive in time to help people who live in low-and middle-income countries. The pathogenesis of COVID-19 is characterized by endothelial dysfunction. Several widely available drugs like statins, ACE inhibitors (ACEIs) and angiotensin receptor blockers (ARBs) have immunometabolic activities that (among other things) maintain or restore endothelial cell function. For this reason, we undertook an observational study in four Belgian hospitals to determine whether in-hospital treatment with these drugs could improve survival in 959 COVID-19 patients. We found that treatment with statins and ACEIs/ARBs reduced 28-day mortality in hospitalized COVID-19 patients. Moreover, combination treatment with these drugs resulted in a 3-fold reduction in the odds of hospital mortality (OR = 0.33; 95% CI 0.17-0.69). These findings were in general agreement with other published studies. Additional observational studies and clinical trials are needed to convincingly show that in-hospital treatment with statins, ACEIs/ARBs, and especially their combination saves lives.",title_abstract,strict,unlikely_candidate,2,"This paper is original human research in a real-world Belgian hospital setting, but it does not address the review’s core topic. The abstract lacks any variant-specific focus and does not report or imply serial interval or generation interval/time estimates.",1,"The study concerns COVID-19 patients, but there is no explicit mention of SARS-CoV-2 variants, lineages, or variant-specific analyses in the title or abstract.",4,"The abstract explicitly reports an observational study of 959 hospitalized COVID-19 patients in four Belgian hospitals, indicating a human population.",4,"The study was conducted in four hospitals in Belgium, providing a clear real-world geographic and clinical setting.",4,"This is an observational study reporting primary data on 959 patients and mortality outcomes, so it is original empirical research.",0,"The title and abstract focus on treatment with statins, ACE inhibitors, and ARBs and on 28-day hospital mortality, with no report of serial interval, generation interval, or generation time.",,,
37795842,,Natural course of acute COVID-19 among healthy children in a tertiary hospital.,"Kondo R, Iijima H, Funaki T, Ishiguro A, Ogimi C.",Pediatr Int. 2023 Jan-Dec;65(1):e15647. doi: 10.1111/ped.15647.,Kondo,Pediatrics international : official journal of the Japan Pediatric Society,2023,2023/10/5,,,10.1111/ped.15647,children; coronavirus disease 2019; delta variant of concern; omicron variant of concern,"BACKGROUND: Previous studies have reported the clinical and epidemiological characteristics of children with coronavirus disease 2019 (COVID-19) in a cross-sectional fashion; however, the natural course of each symptom based on a daily basis during the acute phase has not yet been clarified. This retrospective study aimed to describe the natural course of COVID-19 in children according to dominant variants. METHODS: We conducted our study on symptomatic children with COVID-19 who were hospitalized at the National Center for Child Health and Development, in Japan. We excluded patients who were observed for less than 9 days and those with underlying disease, COVID-19 vaccination, coinfection, complications, or therapeutic intervention. We collected the data on each participant's age at admission, sex, medical history, observation period, hospitalization period, SARS-CoV-2 test results, and 10 daily symptoms in the first 9 days from the illness onset. RESULTS: Eventually, 115 children were included in this study. The prevalence of fever during the omicron era declined more rapidly over time than that during the pre-omicron era. The prevalence of cough and rhinorrhea did not decline during the observation period, and these clinical manifestations were more common during the pre-omicron era at any point. The prevalence of dysgeusia and/or dysosmia steadily increased over time in the pre-omicron era. This study demonstrated that the prevalence of some symptoms differed not only at the onset but also over time during the acute phase. CONCLUSION: Details of the natural clinical course of children with COVID-19 help primary care physicians to manage these patients.",title_abstract,strict,unlikely_candidate,2,"This is an original human COVID-19 study in a real-world setting and includes variant-era comparisons, so it has some disease relevance. However, the abstract is centered on pediatric symptom progression and provides no explicit evidence on serial interval, generation interval, or generation time, which makes it poorly aligned with the target parameter.",3,"The abstract explicitly concerns COVID-19 and compares symptom patterns across the omicron era versus pre-omicron era; keywords also mention Delta and Omicron variants. However, the focus is clinical course rather than variant-specific transmission parameters.",4,This is a human study of symptomatic children hospitalized in Japan. The population is clearly defined and directly relevant to human epidemiology.,4,The study was conducted in a real-world hospital setting at the National Center for Child Health and Development in Japan. This provides clear geographic and field context.,4,The abstract describes a retrospective study including 115 children with collected participant-level clinical data. This is original empirical evidence rather than a review or commentary.,0,"The title and abstract focus on symptom trajectories and clinical course by variant era. There is no explicit reporting or estimation of serial interval, generation interval, or generation time.",,,
36796306,,Biomimetic nanoplasmonic sensor for rapid evaluation of neutralizing SARS-CoV-2 monoclonal antibodies as antiviral therapy.,"Batool R, Soler M, Colavita F, Fabeni L, Matusali G, Lechuga LM.",Biosens Bioelectron. 2023 Apr 15;226:115137. doi: 10.1016/j.bios.2023.115137. Epub 2023 Feb 8.,Batool,Biosensors & bioelectronics,2023,2023/2/16,PMC9904857,,10.1016/j.bios.2023.115137,COVID-19; Immunotherapy; Label-free analysis; Neutralization assay; Supported lipid bilayer; Surface plasmon resonance,"Monoclonal antibody (mAb) therapy is one of the most promising immunotherapies that have shown the potential to prevent or neutralize the effects of COVID-19 in patients at very early stages, with a few formulations recently approved by the European and American medicine agencies. However, a main bottleneck for their general implementation resides in the time-consuming, laborious, and highly-specialized techniques employed for the manufacturing and assessing of these therapies, excessively increasing their prices and delaying their administration to the patients. We propose a biomimetic nanoplasmonic biosensor as a novel analytical technique for the screening and evaluation of COVID-19 mAb therapies in a simpler, faster, and reliable manner. By creating an artificial cell membrane on the plasmonic sensor surface, our label-free sensing approach enables real-time monitoring of virus-cell interactions as well as direct analysis of antibody blocking effects in only 15 min assay time. We have achieved detection limits in the 102 TCID50/mL range for the study of SARS-CoV-2 viruses, which allows to perform neutralization assays by only employing a low-volume sample with common viral loads. We have demonstrated the accuracy of the biosensor for the evaluation of two different neutralizing antibodies targeting both Delta and Omicron variants of SARS-CoV-2, with half maximal inhibitory concentrations (IC50) determined in the ng/mL range. Our user-friendly and reliable technology could be employed in biomedical and pharmaceutical laboratories to accelerate, cheapen, and simplify the development of effective immunotherapies for COVID-19 and other serious infectious diseases or cancer.",title_abstract,strict,unlikely_candidate,2,"This is original SARS-CoV-2 variant-related research, explicitly involving Delta and Omicron, but it is a laboratory biosensor and antibody neutralization study rather than a human epidemiologic study. The abstract provides no evidence of serial interval, generation interval, or generation time estimates, which makes relevance to the review question very low.",3,"The abstract explicitly studies SARS-CoV-2 and mentions Delta and Omicron variants. However, the focus is antibody evaluation rather than variant-specific epidemiologic transmission parameters.",1,"The study appears to be a biosensor/neutralization assay platform and does not describe human participants or human population data. It is not a purely animal study, but the human population relevance is weak.",0,"No real-world geographic setting, field context, or population location is reported in the title or abstract. The work is presented as a laboratory-based analytical study.",4,"The abstract reports a newly proposed biosensor, assay performance, detection limits, and IC50 results for two antibodies against Delta and Omicron. This is clear original empirical primary research.",0,"The title and abstract do not mention serial interval, generation interval, or generation time. The reported outcomes are neutralization assay performance and antibody IC50, which are not the target epidemiologic parameters.",,,
35616119,,Early Introduction and Rise of the Omicron Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Variant in Highly Vaccinated University Populations.,"Petros BA, Turcinovic J, Welch NL, White LF, Kolaczyk ED, Bauer MR, Cleary M, Dobbins ST, Doucette-Stamm L, Gore M, Nair P, Nguyen TG, Rose S, Taylor BP, Tsang D, Wendlandt E, Hope M, Platt JT, Jacobson KR, Bouton T, Yune S, Auclair JR, Landaverde L, Klapperich CM, Hamer DH, Hanage WP, MacInnis BL, Sabeti PC, Connor JH, Springer M.",Clin Infect Dis. 2023 Feb 8;76(3):e400-e408. doi: 10.1093/cid/ciac413.,Petros,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2023,2022/5/26,PMC9213864,,10.1093/cid/ciac413,SARS-CoV-2; epidemiology; infectious disease surveillance,"BACKGROUND: The Omicron variant of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is highly transmissible in vaccinated and unvaccinated populations. The dynamics that govern its establishment and propensity toward fixation (reaching 100% frequency in the SARS-CoV-2 population) in communities remain unknown. Here, we describe the dynamics of Omicron at 3 institutions of higher education (IHEs) in the greater Boston area. METHODS: We use diagnostic and variant-specifying molecular assays and epidemiological analytical approaches to describe the rapid dominance of Omicron following its introduction into 3 IHEs with asymptomatic surveillance programs. RESULTS: We show that the establishment of Omicron at IHEs precedes that of the state and region and that the time to fixation is shorter at IHEs (9.5-12.5 days) than in the state (14.8 days) or region. We show that the trajectory of Omicron fixation among university employees resembles that of students, with a 2- to 3-day delay. Finally, we compare cycle threshold values in Omicron vs Delta variant cases on college campuses and identify lower viral loads among college affiliates who harbor Omicron infections. CONCLUSIONS: We document the rapid takeover of the Omicron variant at IHEs, reaching near-fixation within the span of 9.5-12.5 days despite lower viral loads, on average, than the previously dominant Delta variant. These findings highlight the transmissibility of Omicron, its propensity to rapidly dominate small populations, and the ability of robust asymptomatic surveillance programs to offer early insights into the dynamics of pathogen arrival and spread.",title_abstract,strict,unlikely_candidate,3,"This is a strong original human field study on SARS-CoV-2 variants, specifically Omicron versus Delta, in a defined geographic setting. However, the title and abstract do not explicitly report or estimate serial interval, generation interval, or generation time, so relevance to the target parameter is weak.",4,The title and abstract explicitly study SARS-CoV-2 Omicron and compare Omicron with Delta. Variant-specific dynamics are central to the paper.,4,The study concerns human university students and employees in higher education institutions. It is clearly a human population study.,4,The abstract specifies three institutions in the greater Boston area and compares them with the state and region. This is a real-world geographic surveillance context.,4,"The paper uses diagnostic testing, variant assays, and epidemiologic analyses from surveillance programs to report observed Omicron introduction and fixation patterns. This is original empirical analysis.",1,"The abstract focuses on variant introduction, fixation timing, and Ct value comparisons, not serial interval or generation interval/time. No explicit estimate of the target parameters is reported in the title or abstract.",,,
36069983,,Application of Statistical Learning to Identify Omicron Mutations in SARS-CoV-2 Viral Genome Sequence Data From Populations in Africa and the United States.,"Zhao LP, Lybrand TP, Gilbert P, Madeleine M, Payne TH, Cohen S, Geraghty DE, Jerome KR, Corey L.",JAMA Netw Open. 2022 Sep 1;5(9):e2230293. doi: 10.1001/jamanetworkopen.2022.30293.,Zhao,JAMA network open,2022,2022/9/7,PMC9453543,,10.1001/jamanetworkopen.2022.30293,"[MeSH] COVID-19; [MeSH] Genome, Viral; [MeSH] Humans; [MeSH] Mutation; [MeSH] SARS-CoV-2; [MeSH] South Africa; [MeSH] United States","IMPORTANCE: With timely collection of SARS-CoV-2 viral genome sequences, it is important to apply efficient data analytics to detect emerging variants at the earliest time. OBJECTIVE: To evaluate the application of a statistical learning strategy (SLS) to improve early detection of novel SARS-CoV-2 variants using viral sequence data from global surveillance. DESIGN, SETTING, AND PARTICIPANTS: This case series applied an SLS to viral genomic sequence data collected from 63 686 individuals in Africa and 531 827 individuals in the United States with SARS-CoV-2. Data were collected from January 1, 2020, to December 28, 2021. MAIN OUTCOMES AND MEASURES: The outcome was an indicator of Omicron variant derived from viral sequences. Centering on a temporally collected outcome, the SLS used the generalized additive model to estimate locally averaged Omicron caseload percentages (OCPs) over time to characterize Omicron expansion and to estimate when OCP exceeded 10%, 25%, 50%, and 75% of the caseload. Additionally, an unsupervised learning technique was applied to visualize Omicron expansions, and temporal and spatial distributions of Omicron cases were investigated. RESULTS: In total, there were 2698 cases of Omicron in Africa and 12 141 in the United States. The SLS found that Omicron was detectable in South Africa as early as December 31, 2020. With 10% OCP as a threshold, it may have been possible to declare Omicron a variant of concern as early as November 4, 2021, in South Africa. In the United States, the application of SLS suggested that the first case was detectable on November 21, 2021. CONCLUSIONS AND RELEVANCE: The application of SLS demonstrates how the Omicron variant may have emerged and expanded in Africa and the United States. Earlier detection could help the global effort in disease prevention and control. To optimize early detection, efficient data analytics, such as SLS, could assist in the rapid identification of new variants as soon as they emerge, with or without lineages designated, using viral sequence data from global surveillance.",title_abstract,strict,unlikely_candidate,3,"The study is highly relevant to SARS-CoV-2 variants, human populations, real-world settings, and original empirical evidence. However, the target epidemiologic parameters for this review—serial interval and generation interval/time—are not reported or explicitly estimated in the title or abstract, which substantially limits its relevance to the review question.",4,"The title and abstract explicitly study SARS-CoV-2 and the Omicron variant, including its emergence and expansion. Variant-specific analysis is central to the paper.",4,The abstract states the genomic data were collected from individuals with SARS-CoV-2 in Africa and the United States. This is clearly a human population study.,4,"The study uses real-world surveillance data from Africa, South Africa, and the United States. Geographic and temporal spread are explicitly analyzed.",4,This is a primary case series analyzing large viral genome sequence datasets and applying statistical learning methods. The abstract reports original empirical results on Omicron detection and expansion.,0,"The abstract focuses on variant detection, caseload percentages, and temporal/spatial expansion of Omicron. It does not mention serial interval, generation interval, or generation time.",,,
36863347,,Evolution of long-term vaccine-induced and hybrid immunity in healthcare workers after different COVID-19 vaccine regimens.,"Moore SC, Kronsteiner B, Longet S, Adele S, Deeks AS, Liu C, Dejnirattisai W, Reyes LS, Meardon N, Faustini S, Al-Taei S, Tipton T, Hering LM, Angyal A, Brown R, Nicols AR, Dobson SL, Supasa P, Tuekprakhon A, Cross A, Tyerman JK, Hornsby H, Grouneva I, Plowright M, Zhang P, Newman TAH, Nell JM, Abraham P, Ali M, Malone T, Neale I, Phillips E, Wilson JD, Murray SM, Zewdie M, Shields A, Horner EC, Booth LH, Stafford L, Bibi S, Wootton DG, Mentzer AJ, Conlon CP, Jeffery K, Matthews PC, Pollard AJ, Brown A, Rowland-Jones SL, Mongkolsapaya J, Payne RP, Dold C, Lambe T, Thaventhiran JED, Screaton G, Barnes E, Hopkins S, Hall V, Duncan CJA, Richter A, Carroll M, de Silva TI, Klenerman P, Dunachie S, Turtle L; PITCH Consortium.",Med. 2023 Mar 10;4(3):191-215.e9. doi: 10.1016/j.medj.2023.02.004. Epub 2023 Feb 16.,Moore,"Med (New York, N.Y.)",2023,2023/3/2,PMC9933851,,10.1016/j.medj.2023.02.004,COVID vaccine; COVID-19; SARS-CoV-2; T cells; Translation to population health; antibody; immunity,"BACKGROUND: Both infection and vaccination, alone or in combination, generate antibody and T cell responses against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). However, the maintenance of such responses-and hence protection from disease-requires careful characterization. In a large prospective study of UK healthcare workers (HCWs) (Protective Immunity from T Cells in Healthcare Workers [PITCH], within the larger SARS-CoV-2 Immunity and Reinfection Evaluation [SIREN] study), we previously observed that prior infection strongly affected subsequent cellular and humoral immunity induced after long and short dosing intervals of BNT162b2 (Pfizer/BioNTech) vaccination. METHODS: Here, we report longer follow-up of 684 HCWs in this cohort over 6-9 months following two doses of BNT162b2 or AZD1222 (Oxford/AstraZeneca) vaccination and up to 6 months following a subsequent mRNA booster vaccination. FINDINGS: We make three observations: first, the dynamics of humoral and cellular responses differ; binding and neutralizing antibodies declined, whereas T and memory B cell responses were maintained after the second vaccine dose. Second, vaccine boosting restored immunoglobulin (Ig) G levels; broadened neutralizing activity against variants of concern, including Omicron BA.1, BA.2, and BA.5; and boosted T cell responses above the 6-month level after dose 2. Third, prior infection maintained its impact driving larger and broader T cell responses compared with never-infected people, a feature maintained until 6 months after the third dose. CONCLUSIONS: Broadly cross-reactive T cell responses are well maintained over time-especially in those with combined vaccine and infection-induced immunity (""hybrid"" immunity)-and may contribute to continued protection against severe disease. FUNDING: Department for Health and Social Care, Medical Research Council.",title_abstract,strict,unlikely_candidate,2,"This is a human, real-world, original cohort study on SARS-CoV-2 immunity, but its relevance to the review question is very limited. Although variants such as Omicron are mentioned, the paper does not analyze variant-specific transmission intervals and instead focuses on vaccine and hybrid immunity outcomes.",1,"The abstract concerns SARS-CoV-2/COVID-19 and mentions variants of concern including Omicron BA.1, BA.2, and BA.5, but the focus is vaccine-induced immunity rather than variant-specific transmission epidemiology.",4,"The study is explicitly in human healthcare workers in the UK, with follow-up of 684 HCWs in prospective cohorts.",4,It is a real-world cohort study conducted in UK healthcare workers within the PITCH and SIREN studies.,4,"The abstract reports longer follow-up of a defined cohort and presents primary longitudinal immunologic findings, indicating original empirical data.",0,"The title and abstract do not report or estimate serial interval, generation interval, or generation time; the outcomes are antibody, neutralization, B-cell, and T-cell responses after vaccination/infection.",,,
35710484,,Kinetics of cellular and humoral responses to third BNT162B2 COVID-19 vaccine over six months in heart transplant recipients - implications for the omicron variant.,"Peled Y, Afek A, Kreiss Y, Rahav G, Nemet I, Kliker L, Indenbaum V, Ram E, Lavee J, Segev A, Matezki S, Sternik L, Raanani E, Lustig Y, Patel JK, Mandelboim M.",J Heart Lung Transplant. 2022 Oct;41(10):1417-1425. doi: 10.1016/j.healun.2022.05.014. Epub 2022 May 24.,Peled,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,2022,2022/6/16,PMC9128305,,10.1016/j.healun.2022.05.014,BNT162b2 vaccine; SARS-CoV-2-specificT-cell; heart transplantation; neutralization; omicron,"BACKGROUND: The durability of the immune response following the 3-dose BNT162b2 vaccination is unknown. The complexity of the situation is enhanced by the threat that highly transmissible variants may further accelerate the decline in the protection afforded by mRNA vaccines. METHODS: One hundred and three 3-dose-vaccinated heart transplant recipients were longitudinally assessed for the kinetics of variant-specific neutralization (Cohort 1, n = 60) and SARS-CoV-2-specific-T-cell response (Cohort 2, n = 54) over 6 months. Neutralization and T-cell responses were compared between paired samples at 2 time points, using the Kruskal-Wallis test followed by Dunn's multiple comparison test for continuous variables and McNemar's test for dichotomous variables. The Bonferroni method of p values adjustment for multiple comparison was applied. RESULTS: The third dose induced high neutralization of the wild-type virus and delta variant (geometric mean titer [GMT], 137.2 [95% CI, 84.8-221.9] and 80.6, [95% CI, 49.3-132.0], respectively), and to a lesser degree of the omicron variant (GMT, 10.3 [95% CI, 5.9-17.9]). At 6 months, serum neutralizing activity declined but was still high for the wild-type virus and for the delta variant (GMTs 38.1 [95% CI, 21.2-69.4], p = 0.011; and 28.9 [95% CI, 16.6-52.3], p = 0.022, respectively), but not for the omicron variant (GMT 5.9 [95% CI, 3.4-9.8], p = 0.463). The percentages of neutralizing sera against the wild-type virus, delta and omicron variants increased from 70%, 65%, and 38%, before the third dose, to 93% (p < 0.001), 88% (p < 0.001), and 48% (p = 0.021) at 3 weeks after, respectively; and remained high through the 6 months for the wild-type (80%, p = 0.06) and delta (77%, p = 0.102). The third dose induced the development of a sustained SARS-CoV-2-specific-T-cell population, which persisted through 6 months. CONCLUSIONS: The third BNT162b2 dose elicited a durable SARS-CoV-2-specific T-cell response and induced effective and durable neutralization of the wild-type virus and the delta variant, and to a lesser degree of the omicron variant.",title_abstract,strict,unlikely_candidate,2,"This is an original human SARS-CoV-2 variant study with explicit Delta and Omicron content, but its focus is vaccine-induced immune responses rather than transmission-pair epidemiology. The target parameters of interest—serial interval and generation interval/time—are absent from the title and abstract.",3,"The abstract explicitly studies SARS-CoV-2/COVID-19 and includes variant-specific analyses for Delta and Omicron. However, the focus is vaccine immunogenicity/neutralization rather than variant-specific epidemiologic transmission parameters.",4,"The study concerns human participants, specifically 3-dose-vaccinated heart transplant recipients. This is a clearly defined human population.",2,"The study is conducted in a real-world clinical cohort, but no explicit geographic setting is given in the title or abstract. Field context is likely but not well specified.",4,The abstract reports original longitudinal data from 103 vaccinated heart transplant recipients with measured neutralization and T-cell responses over 6 months. It is clearly a primary empirical study.,0,"The title and abstract do not report or estimate serial interval, generation interval, or generation time. The outcomes are immunologic durability and variant neutralization, which are not the target transmission parameters.",,,
35766514,,"A Method for Variant Agnostic Detection of SARS-CoV-2, Rapid Monitoring of Circulating Variants, and Early Detection of Emergent Variants Such as Omicron.","Lai E, Kennedy EB, Lozach J, Hayashibara K, Davis-Turak J, Becker D, Brzoska P, Cassens T, Diamond E, Gandhi M, Greninger AL, Hajian P, Leonetti NA, Nguyen JM, O'Donovan KMC, Peck T, Ramirez JM 3rd, Roychoudhury P, Sandoval E, Wesselman C, Wesselman T, White S, Williams S, Wong D, Yu Y, Creager RS.",J Clin Microbiol. 2022 Jul 20;60(7):e0034222. doi: 10.1128/jcm.00342-22. Epub 2022 Jun 29.,Lai,Journal of clinical microbiology,2022,2022/6/29,PMC9297815,,10.1128/jcm.00342-22,COVID-19; Delta; Omicron; RT-PCR; SARS-CoV-2; genotyping; in vitro diagnostics; mutations; next-generation sequencing; variants,"The rapid emergence of SARS-CoV-2 variants raised public health questions concerning the capability of diagnostic tests to detect new strains, the efficacy of vaccines, and how to map the geographical distribution of variants to understand transmission patterns and loads on healthcare resources. Next-generation sequencing (NGS) is the primary method for detecting and tracing new variants, but it is expensive, and it can take weeks before sequence data are available in public repositories. This article describes a customizable reverse transcription PCR (RT-PCR)-based genotyping approach which is significantly less expensive, accelerates reporting, and can be implemented in any lab that performs RT-PCR. Specific single-nucleotide polymorphisms (SNPs) and indels were identified which had high positive-percent agreement (PPA) and negative-percent agreement (NPA) compared to NGS for the major genotypes that circulated through September 11, 2021. Using a 48-marker panel, testing on 1,031 retrospective SARS-CoV-2 positive samples yielded a PPA and NPA ranging from 96.3 to 100% and 99.2 to 100%, respectively, for the top 10 most prevalent World Health Organization (WHO) lineages during that time. The effect of reducing the quantity of panel markers was explored, and a 16-marker panel was determined to be nearly as effective as the 48-marker panel at lineage assignment. Responding to the emergence of Omicron, a genotyping panel was developed which distinguishes Delta and Omicron using four highly specific SNPs. The results demonstrate the utility of the condensed panel to rapidly track the growing prevalence of Omicron across the US in December 2021 and January 2022.",title_abstract,strict,unlikely_candidate,2,"This is an original, real-world SARS-CoV-2 variant surveillance study with explicit relevance to Delta and Omicron. However, the abstract provides no evidence that it reports or estimates serial interval, generation interval, or generation time, which is the key parameter of interest for this review.",3,"The title and abstract explicitly concern SARS-CoV-2 variants, including Delta and Omicron, and variant monitoring/lineage assignment is a central focus. However, the study is about detection and tracking rather than variant-specific transmission interval estimates.",3,"The study uses 1,031 retrospective SARS-CoV-2 positive samples and tracks variant prevalence across the US, indicating a human/public health context. The abstract does not describe animal or in vitro-only experimental systems as the main study population.",4,The abstract explicitly states that the panel was used to track growing Omicron prevalence across the US in December 2021 and January 2022. This is a clear real-world geographic surveillance setting.,4,"The abstract reports original empirical testing of marker panels on 1,031 retrospective positive samples with performance metrics (PPA/NPA). This is primary analysis rather than a review or commentary.",0,"The title and abstract do not mention serial interval, generation interval, or generation time. The study focuses on variant detection, genotyping, and prevalence monitoring instead.",,,
