PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms
36117012,Diagnosis and Management of Monkeypox: A Review for the Emergency Clinician.,"Christiaan van Nispen, Taylor Reffett, Brit Long, Michael Gottlieb, Thomas C Frawley",Annals of emergency medicine. 2022. doi: 10.1016/j.annemergmed.2022.07.014..,van,Annals of emergency medicine,2023,2022/09/15,,,10.1016/j.annemergmed.2022.07.014,"The outbreak of monkeypox in May and June 2022 is the largest outside of central and western Africa since the 2003 outbreak in the United States. Monkeypox, like smallpox, is caused by an orthopoxvirus, though its clinical manifestations tend to be less severe. It is characterized by a prodromal flu-like illness with lymphadenopathy followed by a centrifugally spreading rash, sometimes involving the face, palms, soles, and oral mucosa. Although the vast majority of cases resolve with symptomatic management, a small number of patients can suffer severe outcomes including, but not limited to, secondary bacterial skin infections, pneumonitis, ocular sequelae, encephalitis, hypovolemia, and death. Local, state, and federal health authorities should be involved in the care of people under investigation for this illness. With confirmed cases worldwide and the possibility of community spread, emergency clinicians need to be aware of the manifestations and management of this disease, both to treat those with the disease as well as to provide education to those exposed and at risk of infection.","[MeSH] Humans; [MeSH] United States; [MeSH] Mpox, Monkeypox; [MeSH] Exanthema; [MeSH] Disease Outbreaks; [MeSH] Africa, Western; [MeSH] Eye",Journal Article; Review,"[MeSH] Humans; [MeSH] United States; [MeSH] Mpox, Monkeypox; [MeSH] Exanthema; [MeSH] Disease Outbreaks; [MeSH] Africa, Western; [MeSH] Eye"
35940428,Current efforts and challenges facing responses to Monkeypox in United Kingdom.,"Ibrahim Idris, Ridwan Olamilekan Adesola",Biomedical journal. 2022. doi: 10.1016/j.bj.2022.07.007..,Idris,Biomedical journal,2023,2022/08/05,,,10.1016/j.bj.2022.07.007,"Despite the extraordinary and exceptional advances in drugs and vaccine development, sophisticated diagnostic facilities in health care settings, strategies in disease prevention and control, emerging and re-emerging infections are still the leading cause of death and suffering amongst human and animal populations with great impact on the world economy. Monkeypox is a viral disease with the potential to spread across the globe through international travel and movements of animals from endemic areas to susceptible populations. Monkeypox virus is an uncommon but endemic viral disease in Africa, but recent outbreaks occurred in Europe, the US, UK, Spain, Portugal, Sweden, and Italy. There is a need to refurbish the healthcare settings and get prepared for future outbreaks, especially in developing countries with poor healthcare delivery services. Scientists and researchers should also focus on developing vaccines, treatment, and preventive measures before the virus spread further.",Endemic and surveillance; Monkeypox virus; United Kingdom,Letter,"[MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] United Kingdom; [MeSH] Europe; [MeSH] Disease Outbreaks; [MeSH] Movement"
36733281,"Sexual behaviors, cannabis, alcohol and monkeypox infection.",Alexandre Vallée,Frontiers in public health. 2023. doi: 10.3389/fpubh.2022.1054488..,Vallée,Frontiers in public health,2022,2023/01/17,,,10.3389/fpubh.2022.1054488,"The emergence of the monkeypox virus (MPXV) outbreak in 2022 is a worldwide health issue. The rapid increase of monkeypox cases caused the WHO to designate the escalating global monkeypox outbreak a Public Health Emergency of International Concern on July 23, 2022. The WHO has called on the group currently most affected by the virus, men who have sex with men (MSM), to limit their sexual partners. The diminution in number of sexual partners not only decreases the proportion of infected MSM but could also increases the number of days needed to reach a given infection level among the general population. Several behavioral factors could be associated with high levels of different sexual partners, such as cannabis use and alcohol consumption. Firstly, this review focuses on the association between cannabis and alcohol consumption and the number of sexual partners, and their possible impact on the current MPXV outbreak by impairing the immune responses. Secondly, this review investigated in the UK Biobank cohort the relationship between alcohol and cannabis use and the number of sexual partners. Among the 115,604 participants, 1.8% declared to be MSM, 1.9% to be WSW (women having sex with women), 43.3% men heterosexuals and 53.0% women heterosexuals. MSM and WSW showed higher lifetime sexual partners (N = 17.4 (SD:17.52) and N = 13.65 (SD: 13.21), respectively) compared to heterosexual men (N = 6.89 (SD: 9.47) and women (N = 5.19 (SD:6.56), p < 0.001. After adjustment for age, body mass index, lifetime sexual activity, educational and income levels, tobacco and cardiovascular diseases, cannabis use and alcohol consumption remained significantly associated with increase in the number of different sexual partners in all four subgroups. Thus, cannabis use and alcohol consumption may have two detrimental effects on the MPXV outbreak: by participating in the increase of the number of sexual partners which are mainly responsible for the augmentation of the number of new MPXV infected cases and by impairing the immune response to a viral infection. Health and safety policies should address the factors and practices, including chemsex, leading to an increase in risk of sexual behaviors responsible for MPXV dissemination in the worldwide population.",MSM; alcohol; cannabis; chemsex; epidemic; monkeypox; outbreak; sexual behavior,Journal Article; Review,"[MeSH] Male; [MeSH] Humans; [MeSH] Female; [MeSH] Homosexuality, Male; [MeSH] Cannabis; [MeSH] Mpox, Monkeypox; [MeSH] Sexual and Gender Minorities; [MeSH] Sexual Behavior"
38182667,Rational design of a 'two-in-one' immunogen DAM drives potent immune response against mpox virus.,"Han Wang, Peng Yin, Tingting Zheng, Lanju Qin, Shihua Li, Pu Han, Xiao Qu, Jun Wen, Haoyi Ding, Jiahao Wu, Tianxiang Kong, Zhengrong Gao, Songtao Hu, Xin Zhao, Xiangyu Cao, Min Fang, Jianxun Qi, Jianzhong Jeff Xi, Kai Duan, Xiaoming Yang, Zhuobing Zhang, Qihui Wang, Wenjie Tan, George Fu Gao",Nature immunology. 2024. doi: 10.1038/s41590-023-01715-7..,Wang,Nature immunology,2024,2024/01/05,,,10.1038/s41590-023-01715-7,"The global outbreak of the mpox virus (MPXV) in 2022 highlights the urgent need for safer and more accessible new-generation vaccines. Here, we used a structure-guided multi-antigen fusion strategy to design a 'two-in-one' immunogen based on the single-chain dimeric MPXV extracellular enveloped virus antigen A35 bivalently fused with the intracellular mature virus antigen M1, called DAM. DAM preserved the natural epitope configuration of both components and showed stronger A35-specific and M1-specific antibody responses and in vivo protective efficacy against vaccinia virus (VACV) compared to co-immunization strategies. The MPXV-specific neutralizing antibodies elicited by DAM were 28 times higher than those induced by live VACV vaccine. Aluminum-adjuvanted DAM vaccines protected mice from a lethal VACV challenge with a safety profile, and pilot-scale production confirmed the high yield and purity of DAM. Thus, our study provides innovative insights and an immunogen candidate for the development of alternative vaccines against MPXV and other orthopoxviruses.","[MeSH] Animals; [MeSH] Mice; [MeSH] Monkeypox virus; [MeSH] Viral Envelope Proteins; [MeSH] Antibodies, Viral; [MeSH] Vaccinia virus; [MeSH] Antigens, Viral; [MeSH] Immunity; [MeSH] Vaccines; [MeSH] Mpox, Monkeypox",Journal Article,"[MeSH] Animals; [MeSH] Mice; [MeSH] Monkeypox virus; [MeSH] Viral Envelope Proteins; [MeSH] Antibodies, Viral; [MeSH] Vaccinia virus; [MeSH] Antigens, Viral; [MeSH] Immunity; [MeSH] Vaccines; [MeSH] Mpox, Monkeypox"
39198414,"Evolutionary trajectory and characteristics of Mpox virus in 2023 based on a large-scale genomic surveillance in Shenzhen, China.","Shengjie Zhang, Fuxiang Wang, Yun Peng, Xiaohua Gong, Guohao Fan, Yuanlong Lin, Liuqing Yang, Liang Shen, Shiyu Niu, Jiexiang Liu, Yue Yin, Jing Yuan, Hongzhou Lu, Yingxia Liu, Yang Yang",Nature communications. 2024. doi: 10.1038/s41467-024-51737-4..,Zhang,Nature communications,2024,2024/08/28,,,10.1038/s41467-024-51737-4,"The global epidemic of Mpox virus (MPXV) continues, and a local outbreak has occurred in Shenzhen city since June 2023. Herein, the evolutionary trajectory and characteristics of MPXV in 2023 were analyzed using 92 MPXV sequences from the Shenzhen outbreak and the available genomes from GISAID and GenBank databases. Phylogenetic tracing of the 92 MPXVs suggests that MPXVs in Shenzhen may have multiple sources of importation, and two main transmission chains have been established. The combination of phylogenetic relationships, epidemiological features, and mutation characteristics supports the emergence of a new lineage C.1.1. Together with the B.1 lineage diverging from the A.1 lineage, C.1.1 lineage diverging from the C.1 lineage may serve as another significant evolutionary events of MPXV. Moreover, increasing apolipoprotein B mRNA-editing catalytic polypeptide-like 3 (APOBEC3) related mutations, higher rate of missense mutations, and less mutations in the non-coding regions have been shown during MPXV evolution. Host regulation proteins of MPXV have accumulated considerable amino acid mutations since the B.1 lineage, and a lineage-defining APOBEC3-related mutation that disrupts the N2L gene encoding a viral innate immune modulator has been identified in the C.1.1 lineage. In summary, our study provides compelling evidence for the ongoing evolution of MPXV with specific features.","[MeSH] Humans; [MeSH] APOBEC Deaminases; [MeSH] China; [MeSH] Cytidine Deaminase; [MeSH] Disease Outbreaks; [MeSH] Evolution, Molecular; [MeSH] Genome, Viral; [MeSH] Genomics; [MeSH] Mutation; [MeSH] Phylogeny; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox","Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Humans; [MeSH] APOBEC Deaminases; [MeSH] China; [MeSH] Cytidine Deaminase; [MeSH] Disease Outbreaks; [MeSH] Evolution, Molecular; [MeSH] Genome, Viral; [MeSH] Genomics; [MeSH] Mutation; [MeSH] Phylogeny; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox"
39178746,Clinical and laboratory predictors of mpox severity and duration: an Italian multicentre cohort study (mpox-Icona).,"Valentina Mazzotta, Silvia Nozza, Simone Lanini, Davide Moschese, Alessandro Tavelli, Roberto Rossotti, Francesco Maria Fusco, Lorenzo Biasioli, Giulia Matusali, Angelo Roberto Raccagni, Davide Mileto, Chiara Maci, Giuseppe Lapadula, Antonio Di Biagio, Luca Pipitò, Enrica Tamburrini, Antonella d'Arminio Monforte, Antonella Castagna, Andrea Antinori",EBioMedicine. 2024. doi: 10.1016/j.ebiom.2024.105289..,Mazzotta,EBioMedicine,2024,2024/08/22,,,10.1016/j.ebiom.2024.105289,"BACKGROUND: Severe and prolonged mpox courses have been described during the 2022-2023 outbreak. Identifying predictors of severe evolution is crucial for improving management and therapeutic strategies. We explored the predictors of mpox severity and tested the association between mpox severity and viral load in biological fluids. We also analysed the predictors of disease duration and kinetics of inflammatory markers and described the viral presence and duration of shedding in biological fluids. METHODS: This multicentre historical cohort study included adults diagnosed with laboratory-confirmed mpox diagnosis between May 2022 and September 2023 at 15 Italian centres. Patients were followed up from the day of diagnosis until clinical recovery. Biological fluids (blood, urine, saliva, and oropharyngeal and rectal swabs) were collected from each subgroup during the course of the disease and after healing. The primary outcomes were disease severity (presence of mucosal involvement, extended rash, or need for hospitalisation) and its association with the cycle threshold value (Ct-value, surrogate of viral load) in biological fluids, using standard linear and linear mixed-effect logistic regression models. Among the secondary outcomes, predictors of disease duration were assessed using a linear regression model. FINDINGS: A total of 541 patients were enrolled, including four (0.74%) women, with a median age of 38 years (IQR 33-44). Among the 235 people living with HIV (PLWH) (43.44%), 22 (4.07%) had a CD4 count lower than 350 cells/μL. Severe mpox was reported in 215 patients (39.74%). No patient died. Multivariable analysis showed that, severe mpox was more likely among Caucasians (OR 1.82; 95% CI 1.14-2.90, p = 0.012) and patients who had an onset of fever (1.95; 1.27-2.99, p = 0.002), lymphadenopathy (2.30; 1.52-3.48, p < 0.001), sore throat (2.14; 1.27-3.59, p = 0.004), and peri-anal lesions (2.91; 1.93-4.37, p < 0.001). There was a significant difference (p = 0.003) between the median Ct-value in the upper respiratory tract for patients presenting with either mild (35.15; IQR 28.77-42.01) or severe infection (31.00; 25.00-42.01). The risk of developing severe disease decreased by approximately 5% per Ct increase (0.95; 0.91-0.98; p = 0.005). The disease lasted longer in the case of proctitis (+4.78 days; 1.95-7.61, p = 0.001), sore throat (+3.12; 0.05-6.20, p = 0.046), extended rash (+3.42; 0.55-6.28, p = 0.020), as well as in PLWH with a low CD4 count (+12.51; 6.79-18.22, p < 0.001). INTERPRETATION: The identification of predictors of severe or prolonged disease and the direct association MPXV Ct-value in the upper respiratory tract and disease severity could be useful in establishing proper management and early treatment of new mpox cases. FUNDING: ICONA Foundation; Italian Ministry of Health ""Ricerca Corrente Linea 2"", INMI Lazzaro Spallanzani IRCCS.",Ct-value; Evolution; MPOXV; Recovery; Severity; mpox,Journal Article; Multicenter Study,"[MeSH] Adult; [MeSH] Female; [MeSH] Humans; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Biomarkers; [MeSH] Cohort Studies; [MeSH] HIV Infections; [MeSH] Italy; [MeSH] Mpox, Monkeypox; [MeSH] Severity of Illness Index; [MeSH] Viral Load; [MeSH] Virus Shedding"
36368592,[Translated article] Monkeypox Virus Infection: A Case Report.,"D Mateos Moreno, P Clavo Escribano",Actas dermo-sifiliograficas. 2022. doi: 10.1016/j.ad.2022.06.020..,Mateos,Actas dermo-sifiliograficas,2023,2022/11/08,,,10.1016/j.ad.2022.06.020,,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox",Case Reports,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox"
36680849,Clinical features and outcome of human Mpox (Monkeypox) in Saudi Arabia: An observational study of travel-related cases.,"Abdullah M Assiri, Jaffar A Al-Tawfiq, Hani A Jokhdar, Abdullah R Algwizani, Ahmed M Albarraq, Khalid H Alanazi, Ahlam H Alamri, Emad L Almohammadi, Musallam Y Abuhasan, Haleema A Alserehi, Fatimah Z Rebh, Amirah Alrossais, Eman Alawad, Salma AlBahrani",Journal of infection and public health. 2023. doi: 10.1016/j.jiph.2023.01.006..,Assiri,Journal of infection and public health,2023,2023/01/13,,,10.1016/j.jiph.2023.01.006,"BACKGROUND: The 2022 Monkeypox virus (Mpox) outbreak had involved multiple countries around the globe. Here, we report clinical features and outcome of human Mpox of the first cases in Saudi Arabia. METHODS: We obtained records of confirmed Mpox cases in Saudi Arabia from the public electronic health information system, Health Electronic Surveillance Network (HESN) and the healthcare providers completed a de-identified structured clinical data collection form. RESULTS: The reported seven cases were travel-related and all were males between 24 and 41 years of age (mean age + SD) was 30.14 (+ 6.69) years. Of the cases, three (43 %) had heterosexual contact and the others had other intimate encounters while traveling abroad. They presented with skin lesions (100 %), fever (86 %), and lymphadenopathy (71 %). The illness was mild to moderate, did not require antiviral medications, and lasted 7-15 days. The mean duration of skin rash (+ SD) was 10 (+ 2.68) days. Routine laboratory tests (CBC, BUN, serum electrolytes, and liver enzymes) were within normal limits, and initial screening for HIV was negative. Expanded contact tracing did not reveal secondary cases of Mpox in the community or the healthcare setting. CONCLUSION: The current study showed heterosexual transmission of Mpox and the clinical course was mild and non-complicated. Therefore, clinicians and public health professionals should consider Mpox among individuals presenting with skin rash especially in the context of the investigation of HIV and other sexually transmitted diseases.",Clinical features; Monkeypox; Mpox; Saudi Arabia,Observational Study; Journal Article,"[MeSH] Male; [MeSH] Humans; [MeSH] Young Adult; [MeSH] Adult; [MeSH] Female; [MeSH] Mpox, Monkeypox; [MeSH] Saudi Arabia; [MeSH] Travel; [MeSH] Travel-Related Illness; [MeSH] Exanthema; [MeSH] HIV Infections"
37507009,A contemporary review of clade-specific virological differences in monkeypox viruses.,"Tochi Okwor, Placide K Mbala, David H Evans, Jason Kindrachuk",Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases. 2023. doi: 10.1016/j.cmi.2023.07.011..,Okwor,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,2023,2023/07/27,,,10.1016/j.cmi.2023.07.011,"BACKGROUND: Monkeypox virus (MPXV) is an emerging zoonotic virus that has had on-going public health impacts in endemic regions of Central and West Africa for over a half-century. Historically, the MPXV clade endemic in regions of Central Africa is associated with higher morbidity and mortality as compared with the clade endemic in West Africa. OBJECTIVES: Here, we review the virological characteristics of MPXV and discuss potential relationships between virulence factors and clade- (and subclade-) specific differences in virulence and transmission patterns. SOURCES: Targeted search was conducted in PubMed using ((monkeypox virus) OR (Orthopoxvirus)) AND (zoonosis)) OR ((monkeypox) OR (human mpox). CONTENT: Forty-seven references were considered that included three publicly available data reports and/or press releases, one book chapter, and 44 published manuscripts. IMPLICATIONS: Although zoonosis has been historically linked to emergence events in humans, epidemiological analyses of more recent outbreaks have identified increasing frequencies of human-to-human transmission. Furthermore, viral transmission during the 2022 global human mpox outbreak, caused by a recently identified MPXV subclade, has relied exclusively on human-to-human contact with no known zoonotic link.",Clades; Monkeypox virus; Mpox; Pathogenesis; Virology; Virulence,Journal Article; Review,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Mpox, Monkeypox; [MeSH] Virulence; [MeSH] Virulence Factors; [MeSH] Africa, Western"
37632785,Characteristic skin lesions of monkeypox.,"L-W Zhang, J Wu, R-H Xu, T Chen",QJM : monthly journal of the Association of Physicians. 2024. doi: 10.1093/qjmed/hcad194..,Zhang,QJM : monthly journal of the Association of Physicians,2024,2024/02/07,,,10.1093/qjmed/hcad194,,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Skin",Case Reports; Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Skin"
37792954,An mpox virus mRNA-lipid nanoparticle vaccine confers protection against lethal orthopoxviral challenge.,"Alec W Freyn, Caroline Atyeo, Patricia L Earl, Jeffrey L Americo, Gwo-Yu Chuang, Harini Natarajan, Tiffany R Frey, Jason G Gall, Juan I Moliva, Ruth Hunegnaw, Guha Asthagiri Arunkumar, Clinton O Ogega, Arshan Nasir, Genesis Santos, Rafael H Levin, Anusha Meni, Patricia A Jorquera, Hamilton Bennett, Joshua A Johnson, Michael A Durney, Guillaume Stewart-Jones, Jay W Hooper, Tonya M Colpitts, Galit Alter, Nancy J Sullivan, Andrea Carfi, Bernard Moss",Science translational medicine. 2023. doi: 10.1126/scitranslmed.adg3540..,Freyn,Science translational medicine,2023,2023/10/04,,,10.1126/scitranslmed.adg3540,"Mpox virus (MPXV) caused a global outbreak in 2022. Although smallpox vaccines were rapidly deployed to curb spread and disease among those at highest risk, breakthrough disease was noted after complete immunization. Given the threat of additional zoonotic events and the virus's evolving ability to drive human-to-human transmission, there is an urgent need for an MPXV-specific vaccine that confers protection against evolving MPXV strains and related orthopoxviruses. Here, we demonstrate that an mRNA-lipid nanoparticle vaccine encoding a set of four highly conserved MPXV surface proteins involved in virus attachment, entry, and transmission can induce MPXV-specific immunity and heterologous protection against a lethal vaccinia virus (VACV) challenge. Compared with modified vaccinia virus Ankara (MVA), which forms the basis for the current MPXV vaccine, immunization with an mRNA-based MPXV vaccine generated superior neutralizing activity against MPXV and VACV and more efficiently inhibited spread between cells. We also observed greater Fc effector TH1-biased humoral immunity to the four MPXV antigens encoded by the vaccine, as well as to the four VACV homologs. Single MPXV antigen-encoding mRNA vaccines provided partial protection against VACV challenge, whereas multivalent vaccines combining mRNAs encoding two, three, or four MPXV antigens protected against disease-related weight loss and death equal or superior to MVA vaccination. These data demonstrate that an mRNA-based MPXV vaccine confers robust protection against VACV.","[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Vaccinia virus; [MeSH] Smallpox Vaccine; [MeSH] Viral Vaccines; [MeSH] Antigens, Viral; [MeSH] RNA, Messenger; [MeSH] Mpox, Monkeypox; [MeSH] Liposomes; [MeSH] Nanoparticles",Journal Article,"[MeSH] Humans; [MeSH] Monkeypox virus; [MeSH] Vaccinia virus; [MeSH] Smallpox Vaccine; [MeSH] Viral Vaccines; [MeSH] Antigens, Viral; [MeSH] RNA, Messenger; [MeSH] Mpox, Monkeypox; [MeSH] Liposomes; [MeSH] Nanoparticles"
39121048,Knowledge and attitude towards mpox: Systematic review and meta-analysis.,"Darwin A León-Figueroa, Joshuan J Barboza, Abdelmonem Siddiq, Ranjit Sah, Mario J Valladares-Garrido, Alfonso J Rodriguez-Morales",PloS one. 2024. doi: 10.1371/journal.pone.0308478..,León-Figueroa,PloS one,2024,2024/08/09,,,10.1371/journal.pone.0308478,"BACKGROUND: The increase in mpox incidence underscores the crucial need to understand and effectively address prevention, early detection, and agile response to this disease. Therefore, the present study aims to determine the knowledge and attitude towards mpox. METHODS: A systematic review and comprehensive literature meta-analysis were conducted using prominent databases such as PubMed, Scopus, Web of Science, Embase, and ScienceDirect, with an updated search until June 25, 2023. The quality of the included observational studies was assessed using the Joanna Briggs Institute's Statistical Meta-Analysis Review Instrument. The collected data were recorded in a Microsoft Excel spreadsheet, and analyses were conducted using R software version 4.2.3. Additionally, Cochran's Q statistics were applied to assess the heterogeneity of the included studies. RESULTS: A total of 299 articles were retrieved from 5 databases. This study included 27 cross-sectional articles with a total sample of 22,327 participants, of which 57.13% were women. The studies were conducted in 15 countries through an online survey. All studies had a moderate level of quality. The combined prevalence of a good level of knowledge about mpox was 33% (95% CI: 22%-45%; 22,327 participants; 27 studies; I2 = 100%), and the combined prevalence of a positive attitude towards mpox was 40% (95% CI: 19%-62%; 2,979 participants; 6 studies; I2 = 99%). Additionally, as a secondary outcome, the combined prevalence of the intention to vaccinate against mpox was 58% (95% CI: 37%-78%; 2,932 participants; 7 studies; I2 = 99%). CONCLUSION: Good knowledge and a positive attitude towards mpox were found to be low. The findings of this study highlight the need to identify gaps and focus on implementing educational programs on mpox. TERMS USED: Joanna Briggs Institute Meta-Analysis of Statistics Assessment and Review Instrument (JBI-MAStARI), Prospective International Registry of Systematic Reviews (PROSPERO), and Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA).","[MeSH] Humans; [MeSH] Health Knowledge, Attitudes, Practice; [MeSH] Mpox, Monkeypox",Journal Article; Meta-Analysis; Systematic Review,"[MeSH] Humans; [MeSH] Health Knowledge, Attitudes, Practice; [MeSH] Mpox, Monkeypox"
37394805,Isolation and characterization of emerging Mpox virus from India.,"Sushil Kumar Sharma, Paban Kumar Dash, Ram Govind Yadav, Ambuj Shrivastava, Rohit Menon, Jyoti S Kumar, Shashi Sharma, Suman Dhankher, Sunil Dhiman, Divya Kumari, Manisha Shukla, Vineet Relhan, Suresh Kumar, Manmohan Parida",Journal of medical virology. 2023. doi: 10.1002/jmv.28911..,Sharma,Journal of medical virology,2023,2023/07/01,,,10.1002/jmv.28911,"Mpox (previously known as Monkeypox) has recently re-emerged, primarily through human-to-human transmission in non-endemic countries including India. Virus isolation is still considered as the gold standard for diagnosis of viral infections. Here, the qPCR positive skin lesion sample from a patient was inoculated in Vero E6 cell monolayer. Characteristic cytopathic effect exhibiting typical cell rounding and detachment was observed at passage-02. The virus isolation was confirmed by qPCR. The replication kinetics of the isolate was determined that revealed maximum viral titre of log 6.3 PFU/mL at 72 h postinfection. Further, whole genome analysis through next generation sequencing revealed that the Mpox virus (MPXV) isolate is characterized by several unique SNPs and INDELs. Phylogenetically, it belonged to A.2 lineage of clade IIb, forming a close group with all other Indian MPXV along with few from USA, UK, Portugal, Thailand and Nigeria. This study reports the first successful isolation and phenotypic and genotypic characterization of MPXV from India.",Mpox; PCR; cytopathic effect; monkeypox virus; next gen sequencing; replication kinetics; virus isolation,"Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Humans; [MeSH] Asian People; [MeSH] Cytopathogenic Effect, Viral; [MeSH] Genotype; [MeSH] India; [MeSH] Monkeypox virus; [MeSH] South Asian People; [MeSH] Mpox, Monkeypox"
38490371,Dermatology Images: Monkeypox.,"Andrés Grau-Echevarría, Rodrigo Peñuelas-Leal, Carolina Labrandero-Hoyos, Javier Lorca-Spröhnle, Daniel Blaya-Imbernón, Malena Finello, Amparo Pérez-Ferriols, Pablo Hernández-Bel",Journal of the American Academy of Dermatology. 2024. doi: 10.1016/j.jaad.2024.02.048..,Grau-Echevarría,Journal of the American Academy of Dermatology,2024,2024/03/13,,,10.1016/j.jaad.2024.02.048,,STDs; monkeypox; mpox,Journal Article,"[MeSH] Humans; [MeSH] Mpox, Monkeypox"
36453797,The outbreak of monkeypox: A clinical overview.,"Ramprakash Kaswa, Arun Nair, Klaus B Von Pressentin",South African family practice : official journal of the South African Academy of Family Practice/Primary Care. 2022. doi: 10.4102/safp.v64i1.5613..,Kaswa,South African family practice : official journal of the South African Academy of Family Practice/Primary Care,2022,2022/11/03,,,10.4102/safp.v64i1.5613,"The development of new zoonotic diseases such as coronavirus disease 2019 (COVID-19) and monkeypox that can cause epidemics and high mortality rates have significantly threatened global health security. However, the increasing number of people with no immunity to poxvirus because of the end of the smallpox vaccination programme has created a vulnerable population for the monkeypox outbreak. On 23 July 2022, it was announced that the World Health Organization's director-general has determined that the multicountry outbreak of monkeypox constitutes a Public Health Emergency of International Concern. The monkeypox virus is an orthopoxvirus that causes a disease with symptoms similar to smallpox but less severe. Many unanswered questions remain regarding monkeypox's pathogenesis, transmission and host reservoir. There is currently no evidence that transmission by individuals can sustain zoonotic infections during human-to-human transmissions; the continued emergence of these pathogens highlights the interconnectedness of animals and humans. The increasing number of monkeypox cases outside the endemic region has highlighted the need for effective global capacity building to prevent the spread of the disease and its impact on global health security. The priority now is to stop the spread of the disease and protect frontline healthcare workers and the most vulnerable individuals. This article aims to comprehensively analyse the various aspects of the transmission and epidemiology of monkeypox. It also explores possible diagnostic techniques, therapeutics and prevention strategies. A key recommendation is that primary care and public health professionals are expected to increase their efforts to be vigilant and contain any potential outbreaks.",Monkeypox; global health; smallpox; vaccine; zoonotic,Journal Article,"[MeSH] Animals; [MeSH] Humans; [MeSH] Mpox, Monkeypox; [MeSH] Smallpox; [MeSH] COVID-19; [MeSH] Disease Outbreaks; [MeSH] Monkeypox virus; [MeSH] Zoonoses; [MeSH] Variola virus"
37499496,Molybdenum disulfide-loaded multilayer AuNPs with colorimetric-SERS dual-signal enhancement activities for flexible immunochromatographic diagnosis of monkeypox virus.,"Qing Yu, Jiaxuan Li, Shuai Zheng, Xuan Xia, Changyue Xu, Chaoguang Wang, Chongwen Wang, Bing Gu",Journal of hazardous materials. 2023. doi: 10.1016/j.jhazmat.2023.132136..,Yu,Journal of hazardous materials,2023,2023/07/23,,,10.1016/j.jhazmat.2023.132136,"The sudden outbreak of monkeypox in 2022 suggests the importance of developing a rapid but sensitive virus detection technology. Herein, we report a colorimetric/surface-enhanced Raman scattering (SERS) dual-signal co-enhanced immunochromatographic assay (ICA) for the flexible, ultrasensitive, and accurate detection of monkeypox virus (MPXV) in various complex samples. A thickness-controlled polyethyleneimine interlayer (1 nm) is coated onto two-dimensional molybdenum disulfide (MoS2) nanosheet to enable the electrostatic adsorption of two layers of dense 30 nm AuNPs, which not only improves colorimetric ability but also creates numerous efficient SERS hotspots. Moreover, the SERS activity of film-like dual-signal tag (MoS2@Au-Au) is drastically enhanced by combining the chemical enhancement effect of MoS2 sheets and the electromagnetic enhancement effect of Au-Au hotspots. The introduction of MoS2@Au-Au greatly broadens the application range of existing ICA methods, in which the colorimetric signal supports the quick identification of the target virus and the SERS signal allows the quantitative detection of MPXV with detection limits of as low as 0.2 and 0.002 ng/mL. Given its rapid detection ability (< 20 min), high accuracy in real samples (RSD < 9.89 %), and superior sensitivity than traditional AuNP-based colorimetric ICA (> 500 times), the proposed assay has great potential for field application.",Colorimetric-SERS dual-signal enhancement; Dual-signal nanosheet; Immunochromatography assay; Monkeypox virus; Surface-enhanced Raman scattering,"Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Metal Nanoparticles; [MeSH] Molybdenum; [MeSH] Monkeypox virus; [MeSH] Gold; [MeSH] Colorimetry; [MeSH] Spectrum Analysis, Raman; [MeSH] Mpox, Monkeypox; [MeSH] Disulfides"
