sr_id,sr_name,sr_pmid,gt_title,gt_pmid,gt_doi,gt_year,gt_authors,gt_journal,gt_country_region,review_status,note,raw_reference,created_at,exclude_flag
5,BLT.20.265892,33716331,"SARS-CoV-2 Antibody Seroprevalence in Industry Workers in Split-Dalmatia and Šibenik-Knin County, Croatia.",32925526,10.1097/JOM.0000000000002020,2021,"Jerković I, Ljubić T, Bašić Ž, Kružić I, Kunac N, Bezić J, Vuko A, Markotić A, Anđelinović Š",Journal of occupational and environmental medicine,,verified,,,2026-01-27T02:45:43.546483,
5,BLT.20.265892,33716331,Estimation of SARS-CoV-2 Infection Fatality Rate by Real-time Antibody Screening of Blood Donors.,33501969,10.1093/cid/ciaa849,2021,"Erikstrup C, Hother CE, Pedersen OBV, Mølbak K, Skov RL, Holm DK, Sækmose SG, Nilsson AC, Brooks PT, Boldsen JK, Mikkelsen C, Gybel-Brask M, Sørensen E, Dinh KM, Mikkelsen S, Møller BK, Haunstrup T, Harritshøj L, Jensen BA, Hjalgrim H, Lillevang ST, Ullum H",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,verified,,,2026-01-27T02:46:08.816420,
5,BLT.20.265892,33716331,"Seroprevalence of SARS-CoV-2-Specific Antibodies, Faroe Islands.",32726200,10.3201/eid2611.202736,2020,"Petersen MS, Strøm M, Christiansen DH, Fjallsbak JP, Eliasen EH, Johansen M, Veyhe AS, Kristiansen MF, Gaini S, Møller LF, Steig B, Weihe P",Emerging infectious diseases,,verified,,,2026-01-27T02:46:44.572200,
5,BLT.20.265892,33716331,"SARS-CoV-2 infection in schools in a northern French city: a retrospective serological cohort study in an area of high transmission, France, January to April 2020.",33860747,10.2807/1560-7917.ES.2021.26.15.2001695,2021,"Fontanet A, Tondeur L, Grant R, Temmam S, Madec Y, Bigot T, Grzelak L, Cailleau I, Besombes C, Ungeheuer MN, Renaudat C, Perlaza BL, Arowas L, Jolly N, Pellerin SF, Kuhmel L, Staropoli I, Huon C, Chen KY, Crescenzo-Chaigne B, Munier S, Charneau P, Demeret C, Bruel T, Eloit M, Schwartz O, Hoen B",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,,verified,,,2026-01-27T02:47:25.313336,
5,BLT.20.265892,33716331,Infection fatality rate of SARS-CoV2 in a super-spreading event in Germany.,33203887,10.1038/s41467-020-19509-y,2020,"Streeck H, Schulte B, Kümmerer BM, Richter E, Höller T, Fuhrmann C, Bartok E, Dolscheid-Pommerich R, Berger M, Wessendorf L, Eschbach-Bludau M, Kellings A, Schwaiger A, Coenen M, Hoffmann P, Stoffel-Wagner B, Nöthen MM, Eis-Hübinger AM, Exner M, Schmithausen RM, Schmid M, Hartmann G",Nature communications,,verified,,,2026-01-27T02:48:30.258590,
5,BLT.20.265892,33716331,"Repeated leftover serosurvey of SARS-CoV-2 IgG antibodies, Greece, March and April 2020.",32762796,10.2807/1560-7917.ES.2020.25.31.2001369,2020,"Bogogiannidou Z, Vontas A, Dadouli K, Kyritsi MA, Soteriades S, Nikoulis DJ, Mouchtouri VΑ, Koureas M, Kazakos EI, Spanos EG, Gioula G, Ntzani EE, Eleftheriou AA, Vatopoulos A, Petinaki E, Papaevangelou V, Speletas M, Tsiodras S, Hadjichristodoulou C",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,,verified,,,2026-01-27T02:49:29.289013,
5,BLT.20.265892,33716331,"Novel coronavirus epidemic in the Hungarian population, a cross-sectional nationwide survey to support the exit policy in Hungary.",32677025,10.1007/s11357-020-00226-9,2020,"Merkely B, Szabó AJ, Kosztin A, Berényi E, Sebestyén A, Lengyel C, Merkely G, Karády J, Várkonyi I, Papp C, Miseta A, Betlehem J, Burián K, Csóka I, Vásárhelyi B, Ludwig E, Prinz G, Sinkó J, Hankó B, Varga P, Fülöp GÁ, Mag K, Vokó Z, HUNgarian COronaVirus-19 Epidemiological Research (H-UNCOVER) investigators",GeroScience,,verified,,,2026-01-27T02:50:16.070817,
5,BLT.20.265892,33716331,Humoral Immune Response to SARS-CoV-2 in Iceland.,32871063,10.1056/NEJMoa2026116,2020,"Gudbjartsson DF, Norddahl GL, Melsted P, Gunnarsdottir K, Holm H, Eythorsson E, Arnthorsson AO, Helgason D, Bjarnadottir K, Ingvarsson RF, Thorsteinsdottir B, Kristjansdottir S, Birgisdottir K, Kristinsdottir AM, Sigurdsson MI, Arnadottir GA, Ivarsdottir EV, Andresdottir M, Jonsson F, Agustsdottir AB, Berglund J, Eiriksdottir B, Fridriksdottir R, Gardarsdottir EE, Gottfredsson M, Gretarsdottir OS, Gudmundsdottir S, Gudmundsson KR, Gunnarsdottir TR, Gylfason A, Helgason A, Jensson BO, Jonasdottir A, Jonsson H, Kristjansson T, Kristinsson KG, Magnusdottir DN, Magnusson OT, Olafsdottir LB, Rognvaldsson S, le Roux L, Sigmundsdottir G, Sigurdsson A, Sveinbjornsson G, Sveinsdottir KE, Sveinsdottir M, Thorarensen EA, Thorbjornsson B, Thordardottir M, Saemundsdottir J, Kristjansson SH, Josefsdottir KS, Masson G, Georgsson G, Kristjansson M, Moller A, Palsson R, Gudnason T, Thorsteinsdottir U, Jonsdottir I, Sulem P, Stefansson K",The New England journal of medicine,,verified,,,2026-01-27T02:51:05.112994,
5,BLT.20.265892,33716331,"Seroprevalence of SARS-CoV-2 in slums versus non-slums in Mumbai, India.",33197394,10.1016/S2214-109X(20)30467-8,2021,"Malani A, Shah D, Kang G, Lobo GN, Shastri J, Mohanan M, Jain R, Agrawal S, Juneja S, Imad S, Kolthur-Seetharam U",The Lancet. Global health,,verified,,,2026-01-27T02:51:23.767803,
5,BLT.20.265892,33716331,"Seroprevalence of SARS-CoV-2 specific IgG antibodies in District Srinagar, northern India - A cross-sectional study.",33175878,10.1371/journal.pone.0239303,2020,"Khan SMS, Qurieshi MA, Haq I, Majid S, Bhat AA, Nabi S, Ganai NA, Zahoor N, Nisar A, Chowdri IN, Qazi TB, Kousar R, Lone AA, Sabah I, Nabi S, Sumji IA, Kawoosa MF, Ayoub S",PloS one,,verified,,,2026-01-27T02:51:49.698601,
5,BLT.20.265892,33716331,"Seroprevalence of SARS-CoV-2 in Guilan Province, Iran, April 2020.",33349310,10.3201/eid2702.201960,2021,"Shakiba M, Nazemipour M, Salari A, Mehrabian F, Nazari SSH, Rezvani SM, Ghasempour Z, Heidarzadeh A, Mansournia MA",Emerging infectious diseases,,verified,,,2026-01-27T02:53:37.906938,
5,BLT.20.265892,33716331,Results from a survey in healthy blood donors in South Eastern Italy indicate that we are far away from herd immunity to SARS-CoV-2.,32790086,10.1002/jmv.26425,2021,"Fiore JR, Centra M, De Carlo A, Granato T, Rosa A, Sarno M, De Feo L, Di Stefano M, Errico M, Caputo SL, De Nittis R, Arena F, Corso G, Margaglione M, Santantonio TA",Journal of medical virology,,verified,,,2026-01-27T02:54:02.111444,
5,BLT.20.265892,33716331,"Estimation of seroprevalence of novel coronavirus disease (COVID-19) using preserved serum at an outpatient setting in Kobe, Japan: A cross-sectional study.",33898863,10.1016/j.cegh.2021.100747,2021,"Doi A, Iwata K, Kuroda H, Hasuike T, Nasu S, Kanda A, Nagao T, Nishioka H, Tomii K, Morimoto T, Kihara Y",Clinical epidemiology and global health,,verified,,,2026-01-27T02:54:36.078285,
5,BLT.20.265892,33716331,Geographical Profiles of COVID-19 Outbreak in Tokyo: An Analysis of the Primary Care Clinic-Based Point-of-Care Antibody Testing.,32674696,10.1177/2150132720942695,2020,"Takita M, Matsumura T, Yamamoto K, Yamashita E, Hosoda K, Hamaki T, Kusumi E",Journal of primary care & community health,,verified,,,2026-01-27T02:54:56.361074,
5,BLT.20.265892,33716331,"Seroprevalence of SARS-CoV-2 in Utsunomiya City, Greater Tokyo, after the first pandemic in 2020.",33977017,10.1002/jgf2.408,2021,"Nawa N, Kuramochi J, Sonoda S, Yamaoka Y, Nukui Y, Miyazaki Y, Fujiwara T",Journal of general and family medicine,,verified,,,2026-01-27T02:55:17.606419,
5,BLT.20.265892,33716331,Seroprevalence of anti-SARS-CoV-2 IgG antibodies in Kenyan blood donors.,33177105,10.1126/science.abe1916,2021,"Uyoga S, Adetifa IMO, Karanja HK, Nyagwange J, Tuju J, Wanjiku P, Aman R, Mwangangi M, Amoth P, Kasera K, Ng'ang'a W, Rombo C, Yegon C, Kithi K, Odhiambo E, Rotich T, Orgut I, Kihara S, Otiende M, Bottomley C, Mupe ZN, Kagucia EW, Gallagher KE, Etyang A, Voller S, Gitonga JN, Mugo D, Agoti CN, Otieno E, Ndwiga L, Lambe T, Wright D, Barasa E, Tsofa B, Bejon P, Ochola-Oyier LI, Agweyu A, Scott JAG, Warimwe GM","Science (New York, N.Y.)",,verified,,,2026-01-27T02:55:41.812298,
5,BLT.20.265892,33716331,Creation of a pandemic memory by tracing COVID-19 infections and immunity in Luxembourg (CON-VINCE).,38336649,10.1186/s12879-024-09055-z,2024,"Tsurkalenko O, Bulaev D, O'Sullivan MP, Snoeck C, Ghosh S, Kolodkin A, Rommes B, Gawron P, Rauschenberger A, Moreno CV, Gomes CPC, Kaysen A, Ohnmacht J, Schröder VE, Pavelka L, Meyers GR, Pauly L, Pauly C, Hanff AM, Meyrath M, Leist A, Sandt E, Aguayo GA, Perquin M, Gantenbein M, Abdelrahman T, Klucken J, Satagopam V, Hilger C, Turner J, Vaillant M, Fritz JV, Ollert M, Krüger R, CON-VINCE consortium and the ORCHESTRA working group",BMC infectious diseases,,verified,,,2026-01-27T02:56:23.348082,
5,BLT.20.265892,33716331,"Serial population-based serosurveys for COVID-19 in two neighbourhoods of Karachi, Pakistan.",33737137,10.1016/j.ijid.2021.03.040,2021,"Nisar MI, Ansari N, Khalid F, Amin M, Shahbaz H, Hotwani A, Rehman N, Pugh S, Mehmood U, Rizvi A, Memon A, Ahmed Z, Ahmed A, Iqbal J, Saleem AF, Aamir UB, Larremore DB, Fosdick B, Jehan F",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,,verified,,,2026-01-27T02:58:58.074442,
5,BLT.20.265892,33716331,Characterizing the Qatar advanced-phase SARS-CoV-2 epidemic.,33737535,10.1038/s41598-021-85428-7,2021,"Abu-Raddad LJ, Chemaitelly H, Ayoub HH, Al Kanaani Z, Al Khal A, Al Kuwari E, Butt AA, Coyle P, Jeremijenko A, Kaleeckal AH, Latif AN, Owen RC, Rahim HFA, Al Abdulla SA, Al Kuwari MG, Kandy MC, Saeb H, Ahmed SNN, Al Romaihi HE, Bansal D, Dalton L, Al-Thani MH, Bertollini R",Scientific reports,,verified,,,2026-01-27T02:59:55.409821,
5,BLT.20.265892,33716331,"Seroprevalence of Anti-SARS-CoV-2 Antibodies among Outpatients in Southwestern Seoul, Korea.",32830472,10.3346/jkms.2020.35.e311,2020,"Noh JY, Seo YB, Yoon JG, Seong H, Hyun H, Lee J, Lee N, Jung S, Park MJ, Song W, Yoon J, Lim CS, Ryou J, Lee JY, Kim SS, Cheong HJ, Kim WJ, Yoon SY, Song JY",Journal of Korean medical science,,verified,,,2026-01-27T03:00:16.346767,
5,BLT.20.265892,33716331,"Prevalence of SARS-CoV-2 in Spain (ENE-COVID): a nationwide, population-based seroepidemiological study.",32645347,10.1016/S0140-6736(20)31483-5,2020,"Pollán M, Pérez-Gómez B, Pastor-Barriuso R, Oteo J, Hernán MA, Pérez-Olmeda M, Sanmartín JL, Fernández-García A, Cruz I, Fernández de Larrea N, Molina M, Rodríguez-Cabrera F, Martín M, Merino-Amador P, León Paniagua J, Muñoz-Montalvo JF, Blanco F, Yotti R, ENE-COVID Study Group","Lancet (London, England)",,verified,,,2026-01-27T03:00:41.185779,
5,BLT.20.265892,33716331,"Seroprevalence of anti-SARS-CoV-2 IgG antibodies in Geneva, Switzerland (SEROCoV-POP): a population-based study.",32534626,10.1016/S0140-6736(20)31304-0,2020,"Stringhini S, Wisniak A, Piumatti G, Azman AS, Lauer SA, Baysson H, De Ridder D, Petrovic D, Schrempft S, Marcus K, Yerly S, Arm Vernez I, Keiser O, Hurst S, Posfay-Barbe KM, Trono D, Pittet D, Gétaz L, Chappuis F, Eckerle I, Vuilleumier N, Meyer B, Flahault A, Kaiser L, Guessous I","Lancet (London, England)",,verified,,,2026-01-27T03:01:42.614161,
5,BLT.20.265892,33716331,SARS-CoV-2 antibody prevalence in England following the first peak of the pandemic.,33568663,10.1038/s41467-021-21237-w,2021,"Ward H, Atchison C, Whitaker M, Ainslie KEC, Elliott J, Okell L, Redd R, Ashby D, Donnelly CA, Barclay W, Darzi A, Cooke G, Riley S, Elliott P",Nature communications,,verified,,,2026-01-27T03:03:31.457264,
5,BLT.20.265892,33716331,Detection of neutralising antibodies to SARS-CoV-2 to determine population exposure in Scottish blood donors between March and May 2020.,33094713,10.2807/1560-7917.ES.2020.25.42.2000685,2020,"Thompson CP, Grayson NE, Paton RS, Bolton JS, Lourenço J, Penman BS, Lee LN, Odon V, Mongkolsapaya J, Chinnakannan S, Dejnirattisai W, Edmans M, Fyfe A, Imlach C, Kooblall K, Lim N, Liu C, López-Camacho C, McInally C, McNaughton AL, Ramamurthy N, Ratcliff J, Supasa P, Sampson O, Wang B, Mentzer AJ, Turner M, Semple MG, Baillie K, ISARIC4C Investigators, Harvala H, Screaton GR, Temperton N, Klenerman P, Jarvis LM, Gupta S, Simmonds P",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,,verified,,,2026-01-27T03:03:53.695953,
5,BLT.20.265892,33716331,"Seroprevalence of Antibodies to SARS-CoV-2 in 10 Sites in the United States, March 23-May 12, 2020.",32692365,10.1001/jamainternmed.2020.4130,2020,"Havers FP, Reed C, Lim T, Montgomery JM, Klena JD, Hall AJ, Fry AM, Cannon DL, Chiang CF, Gibbons A, Krapiunaya I, Morales-Betoulle M, Roguski K, Rasheed MAU, Freeman B, Lester S, Mills L, Carroll DS, Owen SM, Johnson JA, Semenova V, Blackmore C, Blog D, Chai SJ, Dunn A, Hand J, Jain S, Lindquist S, Lynfield R, Pritchard S, Sokol T, Sosa L, Turabelidze G, Watkins SM, Wiesman J, Williams RW, Yendell S, Schiffer J, Thornburg NJ",JAMA internal medicine,,verified,,,2026-01-27T03:04:41.071709,
5,BLT.20.265892,33716331,SARS-CoV-2 seroprevalence and neutralizing activity in donor and patient blood from the San Francisco Bay Area.,32511477,10.1101/2020.05.19.20107482,2020,"Ng DL, Goldgof GM, Shy BR, Levine AG, Balcerek J, Bapat SP, Prostko J, Rodgers M, Coller K, Pearce S, Franz S, Du L, Stone M, Pillai SK, Sotomayor-Gonzalez A, Servellita V, Martin CSS, Granados A, Glasner DR, Han LM, Truong K, Akagi N, Nguyen DN, Neumann NM, Qazi D, Hsu E, Gu W, Santos YA, Custer B, Green V, Williamson P, Hills NK, Lu CM, Whitman JD, Stramer S, Wang C, Reyes K, Hakim JMC, Sujishi K, Alazzeh F, Pham L, Oon CY, Miller S, Kurtz T, Hackett J Jr, Simmons G, Busch MP, Chiu CY",medRxiv : the preprint server for health sciences,,verified,,,2026-01-27T03:05:02.947908,
5,BLT.20.265892,33716331,"Seroprevalence of SARS-CoV-2-Specific Antibodies Among Adults in Los Angeles County, California, on April 10-11, 2020.",32421144,10.1001/jama.2020.8279,2020,"Sood N, Simon P, Ebner P, Eichner D, Reynolds J, Bendavid E, Bhattacharya J",JAMA,,verified,,,2026-01-27T03:05:24.855916,
5,BLT.20.265892,33716331,Community Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 Disproportionately Affects the Latinx Population During Shelter-in-Place in San Francisco.,32821935,10.1093/cid/ciaa1234,2021,"Chamie G, Marquez C, Crawford E, Peng J, Petersen M, Schwab D, Schwab J, Martinez J, Jones D, Black D, Gandhi M, Kerkhoff AD, Jain V, Sergi F, Jacobo J, Rojas S, Tulier-Laiwa V, Gallardo-Brown T, Appa A, Chiu C, Rodgers M, Hackett J, CLIAhub Consortium, Kistler A, Hao S, Kamm J, Dynerman D, Batson J, Greenhouse B, DeRisi J, Havlir DV",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,verified,,,2026-01-27T03:05:52.970122,
5,BLT.20.265892,33716331,"COVID-19 antibody seroprevalence in Santa Clara County, California.",33615345,10.1093/ije/dyab010,2021,"Bendavid E, Mulaney B, Sood N, Shah S, Bromley-Dulfano R, Lai C, Weissberg Z, Saavedra-Walker R, Tedrow J, Bogan A, Kupiec T, Eichner D, Gupta R, Ioannidis JPA, Bhattacharya J",International journal of epidemiology,,verified,,,2026-01-27T03:06:10.440352,
5,BLT.20.265892,33716331,"Performance Characteristics of the Abbott Architect SARS-CoV-2 IgG Assay and Seroprevalence in Boise, Idaho.",32381641,10.1128/JCM.00941-20,2020,"Bryan A, Pepper G, Wener MH, Fink SL, Morishima C, Chaudhary A, Jerome KR, Mathias PC, Greninger AL",Journal of clinical microbiology,,verified,,,2026-01-27T03:06:35.290003,
5,BLT.20.265892,33716331,"Estimated Community Seroprevalence of SARS-CoV-2 Antibodies - Two Georgia Counties, April 28-May 3, 2020.",32701941,10.15585/mmwr.mm6929e2,2020,"Biggs HM, Harris JB, Breakwell L, Dahlgren FS, Abedi GR, Szablewski CM, Drobeniuc J, Bustamante ND, Almendares O, Schnall AH, Gilani Z, Smith T, Gieraltowski L, Johnson JA, Bajema KL, McDavid K, Schafer IJ, Sullivan V, Punkova L, Tejada-Strop A, Amiling R, Mattison CP, Cortese MM, Ford SE, Paxton LA, Drenzek C, Tate JE, CDC Field Surveyor Team",MMWR. Morbidity and mortality weekly report,,verified,,,2026-01-27T03:07:01.916431,
5,BLT.20.265892,33716331,"High Community SARS-CoV-2 Antibody Seroprevalence in a Ski Resort Community, Blaine County, Idaho, US. Preliminary Results.",32743610,10.1101/2020.07.19.20157198,2020,"McLaughlin CC, Doll MK, Morrison KT, McLaughlin WL, O'Connor T, Sholukh AM, Bossard EL, Phasouk K, Ford ES, Diem K, Klock AM, Jerome KR, Corey L",medRxiv : the preprint server for health sciences,,verified,,,2026-01-27T03:07:29.205344,
5,BLT.20.265892,33716331,"Population Point Prevalence of SARS-CoV-2 Infection Based on a Statewide Random Sample - Indiana, April 25-29, 2020.",32701938,10.15585/mmwr.mm6929e1,2020,"Menachemi N, Yiannoutsos CT, Dixon BE, Duszynski TJ, Fadel WF, Wools-Kaloustian KK, Unruh Needleman N, Box K, Caine V, Norwood C, Weaver L, Halverson PK",MMWR. Morbidity and mortality weekly report,,verified,,,2026-01-27T03:10:10.815106,
5,BLT.20.265892,33716331,"Racial and Workplace Disparities in Seroprevalence of SARS-CoV-2, Baton Rouge, Louisiana, USA.",33171096,10.3201/eid2701.203808,2021,"Feehan AK, Velasco C, Fort D, Burton JH, Price-Haywood EG, Katzmarzyk PT, Garcia-Diaz J, Seoane L",Emerging infectious diseases,,verified,,,2026-01-27T03:10:33.649720,
5,BLT.20.265892,33716331,"Seroprevalence of SARS-CoV-2 and Infection Fatality Ratio, Orleans and Jefferson Parishes, Louisiana, USA, May 2020.",32731911,10.3201/eid2611.203029,2020,"Feehan AK, Fort D, Garcia-Diaz J, Price-Haywood EG, Velasco C, Sapp E, Pevey D, Seoane L",Emerging infectious diseases,,verified,,,2026-01-27T03:11:07.044362,
5,BLT.20.265892,33716331,Cumulative incidence and diagnosis of SARS-CoV-2 infection in New York,32648546,10.1016/j.annepidem.2020.06.004,2020,"Eli S Rosenberg, James M Tesoriero, Elizabeth M Rosenthal, Rakkoo Chung, Meredith A Barranco, Linda M Styer, Monica M Parker, Shu-Yin John Leung, Johanne E Morne, Danielle Greene, David R Holtgrave, Dina Hoefer, Jessica Kumar, Tomoko Udo, Brad Hutton, Howard A Zucker",,,verified,,,2026-01-27T03:12:29.429055,
5,BLT.20.265892,33716331,SARS-CoV-2 IgG antibody responses in New York City.,32777699,10.1016/j.diagmicrobio.2020.115128,2020,"Reifer J, Hayum N, Heszkel B, Klagsbald I, Streva VA",Diagnostic microbiology and infectious disease,,verified,,,2026-01-27T03:13:54.317612,
5,BLT.20.265892,33716331,Low Seroprevalence of SARS-CoV-2 in Rhode Island blood donors during may 2020 as determined using multiple serological assay formats.,34433423,10.1186/s12879-021-06438-4,2021,"Nesbitt DJ, Jin DP, Hogan JW, Yang J, Chen H, Chan PA, Simon MJ, Vargas M, King E, Huard RC, Bandy U, Hillyer CD, Luchsinger LL",BMC infectious diseases,,verified,,,2026-01-27T03:14:18.366657,
