sr_id,sr_name,sr_pmid,gt_title,gt_pmid,gt_doi,gt_year,gt_authors,gt_journal,gt_country_region,review_status,note,raw_reference,created_at,exclude_flag
4,rccm.202006-2405OC,33119402,Extracorporeal Membrane Oxygenation for Coronavirus Disease 2019-Induced Acute Respiratory Distress Syndrome: A Multicenter Descriptive Study.,32427613,10.1097/CCM.0000000000004447,2020,"Yang X, Cai S, Luo Y, Zhu F, Hu M, Zhao Y, Zheng R, Li X, Hu B, Peng Z",Critical care medicine,,verified,,,2026-01-27T01:40:30.166332,
4,rccm.202006-2405OC,33119402,"Clinical course and outcomes of critically ill patients with SARS-CoV-2 pneumonia in Wuhan, China: a single-centered, retrospective, observational study.",32105632,10.1016/S2213-2600(20)30079-5,2020,"Yang X, Yu Y, Xu J, Shu H, Xia J, Liu H, Wu Y, Zhang L, Yu Z, Fang M, Yu T, Wang Y, Pan S, Zou X, Yuan S, Shang Y",The Lancet. Respiratory medicine,,verified,,,2026-01-27T01:41:18.298724,
4,rccm.202006-2405OC,33119402,"Impact of comorbidities on patients with COVID-19: A large retrospective study in Zhejiang, China.",32543710,10.1002/jmv.26183,2020,"Ye C, Zhang S, Zhang X, Cai H, Gu J, Lian J, Lu Y, Jia H, Hu J, Jin C, Yu G, Zhang Y, Sheng J, Yang Y",Journal of medical virology,,verified,,,2026-01-27T01:41:36.814273,
4,rccm.202006-2405OC,33119402,Epidemiologic Features and Clinical Course of Patients Infected With SARS-CoV-2 in Singapore.,32125362,10.1001/jama.2020.3204,2020,"Young BE, Ong SWX, Kalimuddin S, Low JG, Tan SY, Loh J, Ng OT, Marimuthu K, Ang LW, Mak TM, Lau SK, Anderson DE, Chan KS, Tan TY, Ng TY, Cui L, Said Z, Kurupatham L, Chen MI, Chan M, Vasoo S, Wang LF, Tan BH, Lin RTP, Lee VJM, Leo YS, Lye DC, Singapore 2019 Novel Coronavirus Outbreak Research Team",JAMA,,verified,,,2026-01-27T01:41:55.701115,
4,rccm.202006-2405OC,33119402,"Patients with COVID-19 in 19 ICUs in Wuhan, China: a cross-sectional study.",32410714,10.1186/s13054-020-02939-x,2020,"Yu Y, Xu D, Fu S, Zhang J, Yang X, Xu L, Xu J, Wu Y, Huang C, Ouyang Y, Yang L, Fang M, Xiao H, Ma J, Zhu W, Hu S, Hu Q, Ding D, Hu M, Zhu G, Xu W, Guo J, Xu J, Yuan H, Zhang B, Yu Z, Chen D, Yuan S, Shang Y","Critical care (London, England)",,verified,,,2026-01-27T01:42:09.750844,
4,rccm.202006-2405OC,33119402,"A Retrospective Analysis of the Clinical and Epidemiological Characteristics of COVID-19 Patients in Henan Provincial People's Hospital, Zhengzhou, China.",32582740,10.3389/fmed.2020.00286,2020,"Zhao J, Gao HY, Feng ZY, Wu QJ",Frontiers in medicine,,verified,,,2026-01-27T01:42:35.017999,
4,rccm.202006-2405OC,33119402,"Clinical characteristics of 34 COVID-19 patients admitted to intensive care unit in Hangzhou, China.",32425003,10.1631/jzus.B2000174,2020,"Zheng Y, Sun LJ, Xu M, Pan J, Zhang YT, Fang XL, Fang Q, Cai HL",Journal of Zhejiang University. Science. B,,verified,,,2026-01-27T01:43:35.683721,
4,rccm.202006-2405OC,33119402,Evaluation of organ function in patients with severe COVID-19 infections.,32984539,10.1016/j.medcle.2020.05.015,2020,"Zhu Y, Du Z, Zhu Y, Li W, Miao H, Li Z",Medicina clinica (English ed.),,verified,,,2026-01-27T01:44:00.537467,
4,rccm.202006-2405OC,33119402,"Characteristics, risk factors and outcomes among the first consecutive 1096 patients diagnosed with COVID-19 in Kuwait.",32766546,10.1016/j.eclinm.2020.100448,2020,"Almazeedi S, Al-Youha S, Jamal MH, Al-Haddad M, Al-Muhaini A, Al-Ghimlas F, Al-Sabah S",EClinicalMedicine,,verified,,,2026-01-27T01:44:19.365733,
4,rccm.202006-2405OC,33119402,Clinical characteristics and outcomes of the first 63 adult patients hospitalized with COVID-19: An experience from Oman.,32546437,10.1016/j.jiph.2020.06.002,2020,"Khamis F, Al-Zakwani I, Al Naamani H, Al Lawati S, Pandak N, Omar MB, Al Bahrani M, Bulushi ZA, Al Khalili H, Al Salmi I, Al Ismaili R, Al Awaidy ST",Journal of infection and public health,,verified,,,2026-01-27T01:47:48.271864,
4,rccm.202006-2405OC,33119402,Ibuprofen use and clinical outcomes in COVID-19 patients.,32535147,10.1016/j.cmi.2020.06.003,2020,"Rinott E, Kozer E, Shapira Y, Bar-Haim A, Youngster I",Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,verified,,,2026-01-27T01:48:21.070259,
4,rccm.202006-2405OC,33119402,Epidemiological and clinical features of 2019 novel coronavirus diseases (COVID-19) in the South of Iran.,32552751,10.1186/s12879-020-05128-x,2020,"Shahriarirad R, Khodamoradi Z, Erfani A, Hosseinpour H, Ranjbar K, Emami Y, Mirahmadizadeh A, Lotfi M, Shirazi Yeganeh B, Dorrani Nejad A, Hemmati A, Ebrahimi M, Moghadami M",BMC infectious diseases,,verified,,,2026-01-27T01:48:37.943758,
4,rccm.202006-2405OC,33119402,Obesity and COVID-19: An Italian Snapshot.,32463545,10.1002/oby.22918,2020,"Busetto L, Bettini S, Fabris R, Serra R, Dal Pra C, Maffei P, Rossato M, Fioretto P, Vettor R","Obesity (Silver Spring, Md.)",,verified,,,2026-01-27T01:49:18.303791,
4,rccm.202006-2405OC,33119402,30-day mortality in patients hospitalized with COVID-19 during the first wave of the Italian epidemic: A prospective cohort study.,32446978,10.1016/j.phrs.2020.104931,2020,"Giacomelli A, Ridolfo AL, Milazzo L, Oreni L, Bernacchia D, Siano M, Bonazzetti C, Covizzi A, Schiuma M, Passerini M, Piscaglia M, Coen M, Gubertini G, Rizzardini G, Cogliati C, Brambilla AM, Colombo R, Castelli A, Rech R, Riva A, Torre A, Meroni L, Rusconi S, Antinori S, Galli M",Pharmacological research,,verified,,,2026-01-27T01:52:24.488149,
4,rccm.202006-2405OC,33119402,"Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy.",32250385,10.1001/jama.2020.5394,2020,"Grasselli G, Zangrillo A, Zanella A, Antonelli M, Cabrini L, Castelli A, Cereda D, Coluccello A, Foti G, Fumagalli R, Iotti G, Latronico N, Lorini L, Merler S, Natalini G, Piatti A, Ranieri MV, Scandroglio AM, Storti E, Cecconi M, Pesenti A, COVID-19 Lombardy ICU Network",JAMA,,verified,,,2026-01-27T01:53:01.078451,
4,rccm.202006-2405OC,33119402,"Characteristics of patients with COVID-19 pneumonia at Hvidovre Hospital, March-April 2020.",32448405,,2020,"Israelsen SB, Kristiansen KT, Hindsberger B, Ulrik CS, Andersen O, Jensen M, Andersen S, Rasmussen C, Jørgensen HL, Østergaard C, Lindhardt BØ, Kronborg G, Benfield T",Danish medical journal,,verified,,,2026-01-27T01:54:41.153933,
4,rccm.202006-2405OC,33119402,Evaluation of coagulation function by rotation thromboelastometry in critically ill patients with severe COVID-19 pneumonia.,32394236,10.1007/s11239-020-02130-7,2020,"Pavoni V, Gianesello L, Pazzi M, Stera C, Meconi T, Frigieri FC",Journal of thrombosis and thrombolysis,,verified,,,2026-01-27T01:55:08.428585,
4,rccm.202006-2405OC,33119402,Initial experiences from patients with COVID-19 on ventilatory support in Denmark.,32351196,,2020,"Pedersen HP, Hildebrandt T, Poulsen A, Uslu B, Knudsen HH, Roed J, Poulsen TD, Nielsen HB",Danish medical journal,,verified,,,2026-01-27T01:55:30.684386,
4,rccm.202006-2405OC,33119402,Abnormal liver function tests predict transfer to intensive care unit and death in COVID-19.,32526083,10.1111/liv.14565,2020,"Piano S, Dalbeni A, Vettore E, Benfaremo D, Mattioli M, Gambino CG, Framba V, Cerruti L, Mantovani A, Martini A, Luchetti MM, Serra R, Cattelan A, Vettor R, Angeli P, COVID-LIVER study group",Liver international : official journal of the International Association for the Study of the Liver,,verified,,,2026-01-27T01:55:52.097586,
4,rccm.202006-2405OC,33119402,"Epidemiology, risk factors and clinical course of SARS-CoV-2 infected patients in a Swiss university hospital: An observational retrospective study.",33186355,10.1371/journal.pone.0240781,2020,"Regina J, Papadimitriou-Olivgeris M, Burger R, Le Pogam MA, Niemi T, Filippidis P, Tschopp J, Desgranges F, Viala B, Kampouri E, Rochat L, Haefliger D, Belkoniene M, Fidalgo C, Kritikos A, Jaton K, Senn L, Bart PA, Pagani JL, Manuel O, Lhopitallier L",PloS one,,verified,,,2026-01-27T01:56:14.790431,
4,rccm.202006-2405OC,33119402,"Characteristics, treatment, outcomes and cause of death of invasively ventilated patients with COVID-19 ARDS in Milan, Italy.",32900326,10.1016/S1441-2772(23)00387-3,2020,"Zangrillo A, Beretta L, Scandroglio AM, Monti G, Fominskiy E, Colombo S, Morselli F, Belletti A, Silvani P, Crivellari M, Monaco F, Azzolini ML, Reineke R, Nardelli P, Sartorelli M, Votta CD, Ruggeri A, Ciceri F, De Cobelli F, Tresoldi M, Dagna L, Rovere-Querini P, Serpa Neto A, Bellomo R, Landoni G, COVID-BioB Study Group",Critical care and resuscitation : journal of the Australasian Academy of Critical Care Medicine,,verified,,,2026-01-27T01:59:28.944561,
4,rccm.202006-2405OC,33119402,"Clinical features, laboratory characteristics, and outcomes of patients hospitalized with coronavirus disease 2019 (COVID-19): Early report from the United States.",32352401,10.1515/dx-2020-0046,2020,"Aggarwal S, Garcia-Telles N, Aggarwal G, Lavie C, Lippi G, Henry BM","Diagnosis (Berlin, Germany)",,verified,,,2026-01-27T02:00:00.866144,
4,rccm.202006-2405OC,33119402,Characteristics and Outcomes of 21 Critically Ill Patients With COVID-19 in Washington State.,32191259,10.1001/jama.2020.4326,2020,"Arentz M, Yim E, Klaff L, Lokhandwala S, Riedo FX, Chong M, Lee M",JAMA,,verified,,,2026-01-27T02:00:29.524703,
4,rccm.202006-2405OC,33119402,Characterization and clinical course of 1000 patients with coronavirus disease 2019 in New York: retrospective case series.,32471884,10.1136/bmj.m1996,2020,"Argenziano MG, Bruce SL, Slater CL, Tiao JR, Baldwin MR, Barr RG, Chang BP, Chau KH, Choi JJ, Gavin N, Goyal P, Mills AM, Patel AA, Romney MS, Safford MM, Schluger NW, Sengupta S, Sobieszczyk ME, Zucker JE, Asadourian PA, Bell FM, Boyd R, Cohen MF, Colquhoun MI, Colville LA, de Jonge JH, Dershowitz LB, Dey SA, Eiseman KA, Girvin ZP, Goni DT, Harb AA, Herzik N, Householder S, Karaaslan LE, Lee H, Lieberman E, Ling A, Lu R, Shou AY, Sisti AC, Snow ZE, Sperring CP, Xiong Y, Zhou HW, Natarajan K, Hripcsak G, Chen R",BMJ (Clinical research ed.),,verified,,,2026-01-27T02:00:51.504354,
4,rccm.202006-2405OC,33119402,ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019.,32452888,10.1097/CCM.0000000000004457,2020,"Auld SC, Caridi-Scheible M, Blum JM, Robichaux C, Kraft C, Jacob JT, Jabaley CS, Carpenter D, Kaplow R, Hernandez-Romieu AC, Adelman MW, Martin GS, Coopersmith CM, Murphy DJ, and the Emory COVID-19 Quality and Clinical Research Collaborative",Critical care medicine,,verified,,,2026-01-27T02:01:12.442338,
4,rccm.202006-2405OC,33119402,Covid-19 in Critically Ill Patients in the Seattle Region - Case Series.,32227758,10.1056/NEJMoa2004500,2020,"Bhatraju PK, Ghassemieh BJ, Nichols M, Kim R, Jerome KR, Nalla AK, Greninger AL, Pipavath S, Wurfel MM, Evans L, Kritek PA, West TE, Luks A, Gerbino A, Dale CR, Goldman JD, O'Mahony S, Mikacenic C",The New England journal of medicine,,verified,,,2026-01-27T02:01:29.515421,
4,rccm.202006-2405OC,33119402,"Clinical Features and Outcomes of 105 Hospitalized Patients With COVID-19 in Seattle, Washington.",32444880,10.1093/cid/ciaa632,2020,"Buckner FS, McCulloch DJ, Atluri V, Blain M, McGuffin SA, Nalla AK, Huang ML, Greninger AL, Jerome KR, Cohen SA, Neme S, Green ML, Chu HY, Kim HN",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,verified,,,2026-01-27T02:01:45.125901,
4,rccm.202006-2405OC,33119402,"Characteristics and Outcomes of Coronavirus Disease Patients under Nonsurge Conditions, Northern California, USA, March-April 2020.",32407284,10.3201/eid2608.201776,2020,"Ferguson J, Rosser JI, Quintero O, Scott J, Subramanian A, Gumma M, Rogers A, Kappagoda S",Emerging infectious diseases,,verified,,,2026-01-27T02:02:00.786285,
4,rccm.202006-2405OC,33119402,Patient Trajectories Among Persons Hospitalized for COVID-19 : A Cohort Study.,32960645,10.7326/M20-3905,2021,"Garibaldi BT, Fiksel J, Muschelli J, Robinson ML, Rouhizadeh M, Perin J, Schumock G, Nagy P, Gray JH, Malapati H, Ghobadi-Krueger M, Niessen TM, Kim BS, Hill PM, Ahmed MS, Dobkin ED, Blanding R, Abele J, Woods B, Harkness K, Thiemann DR, Bowring MG, Shah AB, Wang MC, Bandeen-Roche K, Rosen A, Zeger SL, Gupta A",Annals of internal medicine,,verified,,,2026-01-27T02:02:19.104800,
4,rccm.202006-2405OC,33119402,"Characteristics and Clinical Outcomes of Adult Patients Hospitalized with COVID-19 - Georgia, March 2020.",32379729,10.15585/mmwr.mm6918e1,2020,"Gold JAW, Wong KK, Szablewski CM, Patel PR, Rossow J, da Silva J, Natarajan P, Morris SB, Fanfair RN, Rogers-Brown J, Bruce BB, Browning SD, Hernandez-Romieu AC, Furukawa NW, Kang M, Evans ME, Oosmanally N, Tobin-D'Angelo M, Drenzek C, Murphy DJ, Hollberg J, Blum JM, Jansen R, Wright DW, Sewell WM 3rd, Owens JD, Lefkove B, Brown FW, Burton DC, Uyeki TM, Bialek SR, Jackson BR",MMWR. Morbidity and mortality weekly report,,verified,,,2026-01-27T02:02:58.277517,
4,rccm.202006-2405OC,33119402,Clinical Characteristics of Covid-19 in New York City,32302078,10.1056/NEJMc2010419,2020,"Parag Goya, Justin J Choi, Laura C Pinheiro, Edward J Schenck, Ruijun Chen, Assem Jabri, Michael J Satlin, Thomas R Campion Jr, Musarrat Nahid, Joanna B Ringel, Katherine L Hoffman, Mark N Alshak, Han A Li, Graham T Wehmeyer, Mangala Rajan, Evgeniya Reshetnyak, Nathaniel Hupert, Evelyn M Horn, Fernando J Martinez, Roy M Gulick, Monika M Safford",,,verified,,,2026-01-27T02:08:43.458841,
4,rccm.202006-2405OC,33119402,Severe Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.,32445512,10.1002/oby.22913,2020,"Klang E, Kassim G, Soffer S, Freeman R, Levin MA, Reich DL","Obesity (Silver Spring, Md.)",,verified,,,2026-01-27T02:09:45.656625,
4,rccm.202006-2405OC,33119402,New York Inner City Hospital COVID-19 Experience and Current Data: Retrospective Analysis at the Epicenter of the American Coronavirus Outbreak.,32540837,10.2196/20548,2020,"Mani VR, Kalabin A, Valdivieso SC, Murray-Ramcharan M, Donaldson B",Journal of medical Internet research,,verified,,,2026-01-27T02:10:07.174012,
4,rccm.202006-2405OC,33119402,"Baseline characteristics and outcomes of patients with COVID-19 admitted to intensive care units in Vancouver, Canada: a case series.",32461326,10.1503/cmaj.200794,2020,"Mitra AR, Fergusson NA, Lloyd-Smith E, Wormsbecker A, Foster D, Karpov A, Crowe S, Haljan G, Chittock DR, Kanji HD, Sekhon MS, Griesdale DEG",CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,,verified,,,2026-01-27T02:11:24.186886,
4,rccm.202006-2405OC,33119402,"Severe obesity, increasing age and male sex are independently associated with worse in-hospital outcomes, and higher in-hospital mortality, in a cohort of patients with COVID-19 in the Bronx, New York.",32422233,10.1016/j.metabol.2020.154262,2020,"Palaiodimos L, Kokkinidis DG, Li W, Karamanis D, Ognibene J, Arora S, Southern WN, Mantzoros CS",Metabolism: clinical and experimental,,verified,,,2026-01-27T02:11:48.509507,
4,rccm.202006-2405OC,33119402,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study.,32444366,10.1136/bmj.m1966,2020,"Petrilli CM, Jones SA, Yang J, Rajagopalan H, O'Donnell L, Chernyak Y, Tobin KA, Cerfolio RJ, Francois F, Horwitz LI",BMJ (Clinical research ed.),,verified,,,2026-01-27T02:12:10.489954,
4,rccm.202006-2405OC,33119402,Correlation of Coagulation Parameters With Clinical Outcomes During the Coronavirus-19 Surge in New York: Observational Cohort,33708136,10.3389/fphys.2021.618929,2021,"Morayma Reyes Gil, Jesus D Gonzalez-Lugo, Shafia Rahman, Mohammad Barouqa, James Szymanski, Kenji Ikemura, Yungtai Lo, Henny H Billett",,,verified,,,2026-01-27T02:13:52.687202,
4,rccm.202006-2405OC,33119402,"Presenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City Area.",32320003,10.1001/jama.2020.6775,2020,"Richardson S, Hirsch JS, Narasimhan M, Crawford JM, McGinn T, Davidson KW, the Northwell COVID-19 Research Consortium, Barnaby DP, Becker LB, Chelico JD, Cohen SL, Cookingham J, Coppa K, Diefenbach MA, Dominello AJ, Duer-Hefele J, Falzon L, Gitlin J, Hajizadeh N, Harvin TG, Hirschwerk DA, Kim EJ, Kozel ZM, Marrast LM, Mogavero JN, Osorio GA, Qiu M, Zanos TP",JAMA,,verified,,,2026-01-27T02:14:44.614868,
4,rccm.202006-2405OC,33119402,Characteristics and clinical outcomes of COVID-19 patients in an underserved-inner city population: A single tertiary center cohort.,32617986,10.1002/jmv.26252,2021,"Salacup G, Lo KB, Gul F, Peterson E, De Joy R, Bhargav R, Pelayo J, Albano J, Azmaiparashvili Z, Benzaquen S, Patarroyo-Aponte G, Rangaswami J",Journal of medical virology,,verified,,,2026-01-27T02:15:07.170741,
4,rccm.202006-2405OC,33119402,Neutrophil calprotectin identifies severe pulmonary disease in COVID-19.,32869342,10.1002/JLB.3COVCRA0720-359R,2021,"Shi H, Zuo Y, Yalavarthi S, Gockman K, Zuo M, Madison JA, Blair C, Woodward W, Lezak SP, Lugogo NL, Woods RJ, Lood C, Knight JS, Kanthi Y",Journal of leukocyte biology,,verified,,,2026-01-27T02:16:34.792084,
4,rccm.202006-2405OC,33119402,Clinical Characteristics and Morbidity Associated With Coronavirus Disease 2019 in a Series of Patients in Metropolitan Detroit.,32543702,10.1001/jamanetworkopen.2020.12270,2020,"Suleyman G, Fadel RA, Malette KM, Hammond C, Abdulla H, Entz A, Demertzis Z, Hanna Z, Failla A, Dagher C, Chaudhry Z, Vahia A, Abreu Lanfranco O, Ramesh M, Zervos MJ, Alangaden G, Miller J, Brar I",JAMA network open,,verified,,,2026-01-27T02:16:55.725489,
4,rccm.202006-2405OC,33119402,"Incidence, risk factors and outcome of acute kidney injury (AKI) in patients with COVID-19.",34196877,10.1007/s10157-021-02092-x,2021,"Alfano G, Ferrari A, Fontana F, Mori G, Magistroni R, Meschiari M, Franceschini E, Menozzi M, Cuomo G, Orlando G, Santoro A, Digaetano M, Puzzolante C, Carli F, Bedini A, Milic J, Coloretti I, Raggi P, Mussini C, Girardis M, Cappelli G, Guaraldi G, Modena Covid-19 Working Group (MoCo19)",Clinical and experimental nephrology,,verified,,,2026-01-28T03:24:44.678061,
