PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords
36223653,Monkeypox Virus Detection in Different Clinical Specimen Types.,"Maan Hasso, Stephen Perusini, Alireza Eshaghi, Elaine Tang, Romy Olsha, Hanyue Zhang, Evelyn Lau, Ashleigh Sullivan, Kirby Cronin, Seyeon Lee, Janet Obando, Cedric DeLima, Sandeep Nagra, Tom Braukmann, Venkata R Duvvuri, Melissa Richard-Greenblatt, Antoine Corbeil, Julianne V Kus, Anna Majury, Samir Patel, Jonathan B Gubbay",Emerging infectious diseases. 2022. doi: 10.3201/eid2812.221160..,Hasso,Emerging infectious diseases,2022,2022/10/12,,,10.3201/eid2812.221160,"A global monkeypox outbreak began in May 2022. Limited data exist on specimen type performance in associated molecular diagnostics. Consequently, a diverse range of specimen sources were collected in the initial weeks of the outbreak in Ontario, Canada. Our clinical evaluation identified skin lesions as the optimal diagnostic specimen source.",Canada; MPXV; clades; clinical diagnostics; clinical specimen types; monkeypox; monkeypox virus; preferred specimen source; viruses; zoonoses
37513794,"Human Monkeypox: A Comprehensive Overview of Epidemiology, Pathogenesis, Diagnosis, Treatment, and Prevention Strategies.","Diana Emilia Martínez-Fernández, David Fernández-Quezada, Fidel Antonio Guadalupe Casillas-Muñoz, Francisco Josué Carrillo-Ballesteros, Ana Maria Ortega-Prieto, Jose M Jimenez-Guardeño, Jose Angel Regla-Nava","Pathogens (Basel, Switzerland). 2023. doi: 10.3390/pathogens12070947..",Martínez-Fernández,"Pathogens (Basel, Switzerland)",2023,2023/07/18,,,10.3390/pathogens12070947,"Monkeypox virus (MPXV) is an emerging zoonotic virus that belongs to the Orthopoxvirus genus and presents clinical symptoms similar to those of smallpox, such as fever and vesicular-pustular skin lesions. However, the differential diagnosis between smallpox and monkeypox is that smallpox does not cause lymphadenopathy but monkeypox generates swelling in the lymph nodes. Since the eradication of smallpox, MPXV has been identified as the most common Orthopoxvirus to cause human disease. Despite MPXV being endemic to certain regions of Africa, the current MPXV outbreak, which began in early 2022, has spread to numerous countries worldwide, raising global concern. As of the end of May 2023, over 87,545 cases and 141 deaths have been reported, with most cases identified in non-endemic countries, primarily due to human-to-human transmission. To better understand this emerging threat, this review presents an overview of key aspects of MPXV infection, including its animal reservoirs, modes of transmission, animal models, epidemiology, clinical and immunological features, diagnosis, treatments, vaccines, and prevention strategies. The material presented here provides a comprehensive understanding of MPXV as a disease, while emphasizing the significance and unique characteristics of the 2022 outbreak. This offers valuable information that can inform future research and aid in the development of effective interventions.",Orthopoxvirus; monkeypox (MPX); public health emergency; smallpox; zoonotic disease
36084881,A review on insights and lessons from COVID-19 to the prevent of monkeypox pandemic.,"Sara Hemati, Marzieh Farhadkhani, Samira Sanami, Fazel Mohammadi-Moghadam",Travel medicine and infectious disease. 2022. doi: 10.1016/j.tmaid.2022.102441..,Hemati,Travel medicine and infectious disease,2022,2022/09/06,,,10.1016/j.tmaid.2022.102441,"Re-emerging of monkeypox virus (MPXV), a neglected viral zoonotic disease, is a potential global threat. In the current COVID-19 pandemic status, the increasing reporting of positive cases of human MPXV in most countries of the world is a major reason for concern. This paper aims to describe the insights and lessons from COVID-19 pandemic in preventing the impending danger MPXV. In order to prevent further outbreak of disease, identify and control of MPXV transmission routes is necessary. Public health authorities should be vigilant and applied of effective strategies to mitigate the potential spread of MPXV. To address research gaps related to MPX outbreaks, national, regional, and international collaborations are required in time. Finally, the lessons and insights put forward point to the fact that, like the COVID-19 pandemic, people's health by and large depends on the decisions of government officials and people must continue to adhere to health principles. Hence, governments and policymakers must take appropriate precautionary measures to prevent similar crises like COVID-19 in the world.",COVID-19; Infections transmission; Monkeypox virus; Pandemic
40232684,Development and validation of a new mpox virus sequencing and bioinformatic analysis pipeline.,"Missiani Ochwoto, Skyler Kuhn, Paul Schaughency, Ben Greene, Kailin Hawes, Felix Koukouikila-Koussounda, Reiche Golmard Elenga, Dachel Aymard Eyenet Boussam, Pembe Issamou Mayangue, Jonathan Schulz, Craig Martens, Fabien Roch Niama, Justin Lack, Ryan F Relich, Vincent J Munster, Claude Kwe Yinda",Emerging microbes & infections. 2025. doi: 10.1080/22221751.2025.2494733..,Ochwoto,Emerging microbes & infections,2025,2025/05/02,,,10.1080/22221751.2025.2494733,"Sequencing and bioinformatic analysis of mpox virus (MPXV) remain challenging in resource-limited settings. We developed and validated a PCR-based sequencing assay that targets a 12.5 kilobase (kb) region that is phylogenetically representative of the whole ∼ 200 kb MPXV genome. We combined this sequencing assay with a lightweight, downloadable, on-and-off-grid-bioinformatics pipeline for rapid phylogenetic analysis. Our findings demonstrate that this simplified sequencing method, and the associated bioinformatics pipeline accurately distinguished clades, subclades, and clusters of MPXV. Therefore, this assay will provide rapid sequence information for understanding transmission patterns and sources of outbreaks in resource-limited settings. In addition, this assay provides a unique opportunity to decentralize mpox molecular surveillance capacities that are needed to contain the ongoing outbreak.",MPXV; Mpox; PCR; bioinformatics pipeline; clades; phylogenetics; sequencing
36406058,"Biological characteristics, biosafety prevention and control strategies for the 2022 multi-country outbreak of monkeypox.","Chudan Liang, Jun Qian, Linna Liu",Biosafety and health. 2022. doi: 10.1016/j.bsheal.2022.11.001..,Liang,Biosafety and health,2022,2022/11/09,,,10.1016/j.bsheal.2022.11.001,"Monkeypox is a zoonotic disease caused by the monkeypox virus (MPXV), which is a potential biological warfare agent of bioterrorism and poses the greatest threat to the world's public biosafety and health after variola virus (VARV). While the coronavirus disease 2019 (COVID-19) pandemic has not ended yet, monkeypox is spreading menacingly. The first case of monkeypox in a nonendemic country was confirmed on May 6th, 2022, while the first imported case from Asia was found on June 21st. There were more than 16 thousand reported cases as of July 23rd, the day the World Health Organization (WHO) declared the global monkeypox outbreak a public health emergency of international concern (PHEIC) at the same level as smallpox and COVID-19; while there were more than 53 thousand cases as of September 1st. Therefore, we will propose relevant biosafety prevention and control strategies after analyzing the etiology of the 2022 multi-country monkeypox outbreak from the biological feature, transmissibility, epidemic, and variability of MPXV.",Biological characteristics; Biosafety strategy; Monkeypox virus; Re-emerging infectious disease
36708101,Ultrastructural analysis of monkeypox virus replication in Vero cells.,"Amanda Stéphanie Arantes Witt, Giliane de Souza Trindade, Fernanda Gil de Souza, Mateus Sá Magalhães Serafim, Alana Vitor Barbosa da Costa, Marcos Vinícius Ferreira Silva, Felipe Campos de Melo Iani, Rodrigo Araújo Lima Rodrigues, Erna Geessien Kroon, Jônatas Santos Abrahão",Journal of medical virology. 2023. doi: 10.1002/jmv.28536..,Witt,Journal of medical virology,2023,2023/02/01,,,10.1002/jmv.28536,"In early May 2022, the first worldwide monkeypox virus (MPXV) outbreak was reported, with different clinical aspects from previously studied human monkeypox infections. Despite monkeypox medical importance, much of its biological aspects remain to be further investigated. In the present work, we evaluated ultrastructural aspects of MPXV asynchronous infections in Vero cells by transmission electron microscopy (TEM). The viral strain was isolated from a male patient infected during the 2022 outbreak. TEM analysis showed: (i) adhered intracellular mature virus particles before entry of the host cell; (ii) a reorganization of the rough endoplasmic reticulum cisternae into the so-called ""mini-nuclei"" structure associated with genome replication; and (iii) noticeably different sites within the viral factory presenting granular or fibrillar aspects. We also observed viral crescents, different MPXV particle morphotypes, and cellular alterations induced by infection, such as changes in the cytoskeleton structure and multimembrane vesicles abundance. Taken together, to the best of our knowledge, these results revealed for the first-time ultrastructural aspects of different steps of the MPXV cycle.",microscopy; pathogenesis; poxvirus; research and analysis methods; skin; virus classification
36288008,Epidemiological Situation of Monkeypox Transmission by Possible Sexual Contact: A Systematic Review.,"Darwin A León-Figueroa, Joshuan J Barboza, Edwin A Garcia-Vasquez, D Katterine Bonilla-Aldana, Milagros Diaz-Torres, Hortencia M Saldaña-Cumpa, Melissa T Diaz-Murillo, Olga Campos-Santa Cruz, Alfonso J Rodriguez-Morales",Tropical medicine and infectious disease. 2022. doi: 10.3390/tropicalmed7100267..,León-Figueroa,Tropical medicine and infectious disease,2022,2022/09/27,,,10.3390/tropicalmed7100267,"Monkeypox (MPX), a zoonotic infection caused by the monkeypox virus (MPXV), has re-emerged worldwide with numerous confirmed cases with person-to-person transmission through close contacts, including in sexual networks. Therefore, this study aimed to determine the epidemiological situation of monkeypox transmission by possible sexual contact. A systematic literature review was conducted using PubMed, Scopus, Web of Science, and Embase databases until 18 August 2022. The key search terms used were ""monkeypox"", ""sexual contact"", ""sexual intercourse"" and ""sexual transmission"". A total of 1291 articles were retrieved using the search strategy. After eliminating duplicates (n = 738) and examining by title, abstract, and full text, 28 studies reporting case reports of monkeypox with a detailed description of clinical features, sexually transmitted diseases, method of diagnosis, location and course of skin lesions, and treatment were included. A total of 4222 confirmed cases of monkeypox have been reported, of which 3876 monkeypox cases are the result of transmission by sexual contact distributed in twelve countries: 4152 cases were male with a mean age of 36 years. All confirmed cases of monkeypox were diagnosed by reverse transcriptase-polymerase chain reaction (RT-PCR). The most frequent clinical manifestations were fever, lymphadenopathy, headache, malaise, and painful perianal and genital lesions. The most frequent locations of the lesions were perianal, genital, oral, trunk, upper and lower extremities. Patients were in good clinical condition, with treatment based on analgesics and antipyretics to relieve some symptoms of monkeypox. A high proportion of STIs and frequent anogenital symptoms were found, suggesting transmissibility through local inoculation during close skin-to-skin or mucosal contact during sexual activity. The highest risk of monkeypox transmission occurs in men who have sex with men, and MPXV DNA could be recovered in seminal fluid. It is essential to establish health policies for the early detection and management of patients with monkeypox.",Monkeypox; monkeypox virus; orthopoxvirus; sex with men; sexual contact
37374300,Monkeypox Outbreak in Peru.,Max Carlos Ramírez-Soto,"Medicina (Kaunas, Lithuania). 2023. doi: 10.3390/medicina59061096..",Ramírez-Soto,"Medicina (Kaunas, Lithuania)",2023,2023/06/06,,,10.3390/medicina59061096,"Monkeypox (Mpox) is a zoonotic disease caused by the Orthopoxvirus monkeypox virus (MPXV). Since 1970, outbreaks of MPXV have occurred in several Sub-Saharan African countries. However, from May 2022 to April 2023, recent outbreaks of Mpox occurred in several countries outside of Africa, and these cases quickly spread to over 100 non-endemic countries on all continents. Most of these cases were found in the region of the Americas and the Europe region. In Latin America, the highest all-age Mpox rates per million inhabitants were in Peru, Colombia, Chile, and Brazil. Given its global impact, Mpox was declared as an international Public Health Emergency by WHO in July 2022. MPXV infection disproportionately affects men who have sex with men and members of the HIV-infected population. Vaccination is the current strategy for controlling and preventing Mpox in high-risk groups. In this context, Peru has the fourth-highest number of Mpox cases in Latin America and faces significant challenges in disease control. Because of this, in this review, we discuss the epidemiology, public health indicators, and prevention of Mpox in the 2022 Peru outbreak so that health authorities can join forces to control MPXV transmission.",Peru; emergency; monkeypox outbreak; public health
36593124,A systematic review on environmental perspectives of monkeypox virus.,"Sara Hemati, Fazel Mohammadi-Moghadam",Reviews on environmental health. 2023. doi: 10.1515/reveh-2022-0221..,Hemati,Reviews on environmental health,2024,2023/01/02,,,10.1515/reveh-2022-0221,"Monkeypox (MPX) is one of the common infections between humans and animals that caused by a virus belonging to the Orthopoxvirus genus. The Monkeypox virus (MPXV) outbreak is a global crisis triggered by environmental factors (virus, wastewater, surface, air) and amplified by the decisions of government officials and communities. The aim of this systematic review is to describe the environmental perspectives of MPXV with emphasis on risk assessment to prevent and control a new pandemic. Five online databases including Web of Science, PubMed, Scopus, Science Direct and Google Scholar were searched from 1990 to October 2022. Among 120 records, after the screening, four studies were included in the systematic review. The systematic review revealed that the possibility of MPXV transmission through wastewater, air, and the contaminated surfaces is a significant concern and its detection and destroying will play a major role in controlling the spread of the virus. Poxviruses have a high environmental stability, but are sensitive to all common chemical disinfectants. In conclusion, this study revealed that the environmental surveillance can be used as a complementary tool for detecting pathogens circulation in communities. This implies that the monitoring of environmental perspectives of MPXV can provide new awareness into virus transmission routes as well as the role of stakeholders and public health policies in MPXV risk management.",disinfection; environmental perspective; monkeypox virus; systematic review
38179458,Environmental detection and spreading of mpox in healthcare settings: a narrative review.,"Amira Mohamed Taha, Basant E Katamesh, Abdul Rhman Hassan, Omar Ahmed Abdelwahab, Sarvesh Rustagi, Dang Nguyen, Kenneth Silva-Cajaleon, Alfonso J Rodriguez-Morales, Aroop Mohanty, D Katterine Bonilla-Aldana, Ranjit Sah",Frontiers in microbiology. 2023. doi: 10.3389/fmicb.2023.1272498..,Taha,Frontiers in microbiology,2023,2023/12/21,,,10.3389/fmicb.2023.1272498,"Monkeypox virus (MPXV), which causes Monkeypox (Mpox), has recently been found outside its usual geographic distribution and has spread to 117 different nations. The World Health Organization (WHO) designated the epidemic a Public Health Emergency of International Concern (PHEIC). Humans are at risk from MPXV's spread, which has raised concerns, particularly in the wake of the SARS-CoV-2 epidemic. The risk of virus transmission may rise due to the persistence of MPXV on surfaces or in wastewater. The risk of infection may also increase due to insufficient wastewater treatment allowing the virus to survive in the environment. To manage the infection cycle, it is essential to investigate the viral shedding from various lesions, the persistence of MPXV on multiple surfaces, and the length of surface contamination. Environmental contamination may contribute to virus persistence and future infection transmission. The best possible infection control and disinfection techniques depend on this knowledge. It is thought to spread mainly through intimate contact. However, the idea of virus transmission by environmental contamination creates great concern and discussion. There are more cases of environmental surfaces and wastewater contamination. We will talk about wastewater contamination, methods of disinfection, and the present wastewater treatment in this review as well as the persistence of MPXV on various environmental surfaces.",Mpox; contamination; epidemiology; hospital; surface
40775237,Efficacy of modified-vaccinia Ankara vaccine as pre- and post-exposure prophylaxis against monkeypox sexual transmission in non-human primate model.,"Cécile Herate, Audrey Ferrier-Rembert, Francis Relouzat, Anne-Sophie Gallouët, Quentin Pascal, Hélène Letscher, Mariangela Cavarelli, Nathalie Dereuddre-Bosquet, Wesley Gros, Benoit Delache, Sébastien Langlois, Hawa Timera, Fanny Jarjaval, Laetitia Bossevot, Camille Ludot, Catherine Brua, Maxence Lechemia, Olivier Ferraris, Nathalie Silvestre, Roger Le Grand, Jean-Nicolas Tournier",Nature communications. 2025. doi: 10.1038/s41467-025-62681-2..,Herate,Nature communications,2025,2025/08/07,,,10.1038/s41467-025-62681-2,"The monkeypox virus (MPXV) outbreak of 2022 caused a human disease with unusual epidemiological and clinical features, notably an increase in human-to-human transmission through sexual contact, predominantly among men who have sex with men (MSM). This evolution underscores the need to reassess prevention and control strategies in the context of a sexually transmitted disease. Here, we show that rectal challenge of male cynomolgus macaques with a 2022 clade IIb MPXV isolate mimics sexual transmission, leading to rectal infection, with systemic and male genital tract dissemination and seminal fluid shedding. Vaccination with modified-vaccinia Ankara (MVA) protected the macaques from subsequent rectal MPXV challenge. However, MVA failed to prevent the disease when administered four days post-exposure to MPXV. These findings have a critical impact on outbreak management and highlight the importance of reevaluating MVA post-exposure prophylaxis protocols.","[MeSH] Animals; [MeSH] Male; [MeSH] Macaca fascicularis; [MeSH] Post-Exposure Prophylaxis; [MeSH] Mpox, Monkeypox; [MeSH] Monkeypox virus; [MeSH] Pre-Exposure Prophylaxis; [MeSH] Disease Models, Animal; [MeSH] Vaccinia virus; [MeSH] Viral Vaccines; [MeSH] Humans; [MeSH] Vaccination; [MeSH] Virus Shedding"
