PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,transmission_score,transmission_justification,fulltext_status,fulltext_path
32359205,,2019 novel coronavirus disease (COVID-19) in patients with inflammatory bowel diseases.,"Taxonera C, Sagastagoitia I, Alba C, Mañas N, Olivares D, Rey E.",Aliment Pharmacol Ther. 2020 Jul;52(2):276-283. doi: 10.1111/apt.15804. Epub 2020 Jun 7.,Taxonera,Alimentary pharmacology & therapeutics,2020,2020/05/03,PMC7267496,,10.1111/apt.15804,"BACKGROUND: Data on patients with inflammatory bowel diseases (IBD) who have had 2019 novel coronavirus (SARS-CoV-2) disease (COVID-19) are needed. AIMS: To report the clinical characteristics, including gastrointestinal symptoms, of COVID-19 in IBD patients, and to assess the risk of COVID-19 in IBD. METHODS: This case series included consecutive IBD patients with laboratory-confirmed COVID-19. Age-adjusted cumulative incidences were compared with the general population in the Madrid region. RESULTS: Through April 8, 12 of 1918 IBD patients were diagnosed with COVID-19. The average age was 52 years, 75% of the patients were female and 58.3% had Crohn's disease. Seven patients (58%) were on maintenance treatment with immunomodulators/biologics, of these four with combined therapy (33%). Eight patients (66%) required hospitalisation (one intensive care unit admission, and two deaths), and four patients were isolated at home. Nine patients had diarrhoea ranging between 4 and 10 loose stools per day (mean 5.4, SD 1.6). In five patients (42%) diarrhoea was a presenting symptom. In two patients, diarrhoea was the only symptom at debut. Cumulative incidence of COVID-19 was 6.2 per 1000 IBD patients. IBD patients had a lower adjusted incidence ratio of COVID-19 (OR 0.74, 95% CI 0.70-0.77; P < 0.001), and a similar associated mortality ratio (OR 0.95, 95% CI: 0.84-1.06; P = 0.36), compared with the general population. CONCLUSIONS: IBD patients do not have an increased risk of COVID-19 and associated mortality compared with the general population. In many IBD patients, diarrhoea was a presenting symptom, and sometimes, was the only symptom at onset of COVID-19.","[MeSH] Adult; [MeSH] Betacoronavirus; [MeSH] Biological Products; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Crohn Disease; [MeSH] Female; [MeSH] Hospitalization; [MeSH] Humans; [MeSH] Immunologic Factors; [MeSH] Incidence; [MeSH] Inflammatory Bowel Diseases; [MeSH] Intensive Care Units; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2",title_abstract,strong_candidate,4,"This study is explicitly about COVID-19 in a human subgroup (IBD) and reports key severity/fatality endpoints including hospitalisation, ICU admission, and deaths, with an explicit mortality comparison. It provides original empirical data from a defined cohort and regional comparator, making it highly aligned with fatality/severity outcomes of SARS-CoV-2 infection.",4,"Title and abstract explicitly focus on SARS-CoV-2/COVID-19 in patients with inflammatory bowel disease, with laboratory-confirmed COVID-19 cases.",4,"Human clinical population (consecutive IBD patients) with demographic characteristics reported (age, sex) and comparison to the general population.",3,Geographic setting is clearly specified (Madrid region) and incidence is compared with the general population in that region.,4,Reports original empirical data from a consecutive case series (12 confirmed cases among 1918 IBD patients) plus an incidence and mortality comparison versus the regional general population.,4,"Directly reports severity/fatality outcomes (hospitalisation, ICU admission, deaths) and an associated mortality ratio compared with the general population.",,
32573882,,COVID-19 pneumonia in kidney transplant recipients: Focus on immunosuppression management.,"Chen TY, Farghaly S, Cham S, Tatem LL, Sin JH, Rauda R, Ribisi M, Sumrani N.",Transpl Infect Dis. 2020 Oct;22(5):e13378. doi: 10.1111/tid.13378. Epub 2020 Jul 6.,Chen,Transplant infectious disease : an official journal of the Transplantation Society,2020,2020/06/24,PMC7361217,,10.1111/tid.13378,"BACKGROUND: The coronavirus disease of 2019, also known as COVID-19, has been declared a global pandemic. Significant controversies exist regarding treatment modalities for this novel disease, especially in immunocompromised patients. Experience with management of COVID-19 in kidney transplant recipients is scarce; effects of this virus on immunosuppressed individuals are not well understood. METHODS: We identified 30 renal transplant recipients with confirmed COVID-19 pneumonia who were admitted to inpatient between March 2020 and April 2020. All patients received a 5-day course of hydroxychloroquine and azithromycin; half of the patients received methylprednisolone. During hospitalization, calcineurin inhibitors and antimetabolites were held; prednisone was continued. RESULTS: Clinical presentation of flu-like symptoms was similar to those in the general population. Hyponatremia, lymphopenia, acute kidney injury, and elevated inflammatory markers were common. Over the course of follow-up, 23 have been discharged home with a functioning allograft and in stable condition; 4 experienced acute kidney injury requiring renal replacement therapy; 7 patients were intubated, and 6 expired. The mortality rate in our cohort was 20%. CONCLUSION: Our findings described the characteristics and outcomes of this highly fatal illness in a multi-ethnic kidney transplant cohort, with insights on immunosuppression management that could further our understanding of this unique disease in immunocompromised populations.",COVID-19; immunosuppression; kidney transplantation; viral pneumonia,title_abstract,strong_candidate,4,"This is an original human cohort study of confirmed COVID-19 with explicit, quantified severity and fatality outcomes (intubation and mortality). It directly addresses the review question in an immunocompromised subgroup (kidney transplant recipients), despite limited geographic detail in the abstract.",4,Study explicitly investigates COVID-19 (confirmed COVID-19 pneumonia) in kidney transplant recipients throughout the abstract.,4,Human inpatient cohort of 30 renal transplant recipients with confirmed COVID-19 pneumonia.,3,"Real-world clinical setting (patients admitted to inpatient care during March–April 2020), though the specific country/region is not stated in the abstract.",4,Reports original empirical data from an identified cohort (n=30) with described treatments and observed outcomes including deaths and intubations.,4,"Directly reports severity/fatality outcomes: intubation (7 patients), deaths (6), and cohort mortality rate (20%).",,
32420608,,Patients with sickle cell disease and suspected COVID-19 in a paediatric intensive care unit.,"Heilbronner C, Berteloot L, Tremolieres P, Dupic L, de Saint Blanquat L, Lesage F, Odièvre MH, de Marcellus C, Fourgeaud J, de Montalembert M, Grimaud M, Moulin F, Renolleau S, Allali S, Oualha M.",Br J Haematol. 2020 Jul;190(1):e21-e24. doi: 10.1111/bjh.16802. Epub 2020 Jun 8.,Heilbronner,British journal of haematology,2020,2020/05/19,PMC7276717,,10.1111/bjh.16802,,COVID-19; acute chest syndrome; children; intensive care; sickle cell disease,pending_fulltext,needs_full_text,,,,,,,,,,,,,pending,
33169815,,Basics of mechanical ventilation for non-anaesthetists. Part 1: Theoretical aspects.,"Putowski Z, Czok M, Liberski PS, Krzych ŁJ.",Adv Respir Med. 2020;88(5):424-432. doi: 10.5603/ARM.a2020.0143.,Putowski,Advances in respiratory medicine,2020,2020/11/10,,,10.5603/ARM.a2020.0143,"The expanding number of chronic respiratory diseases and the new Covid-19 outbreak create an increasing demand for mechanical ventilation (MV). As MV is no longer limited to intensive care units (ICU) and operating rooms (OR), more clinicians should acquaint themselves with the principles of mechanical ventilation. To fully acknowledge contemporary concepts of MV, it is crucial to understand the elemental physiology and respiratory machine nuances. This paper addresses the latter issues and provides insight into ventilation modes and essential monitoring of MV.",acute respiratory distress syndrome; mechanical ventilation; respiratory physics; respiratory physiology,title_abstract,unlikely_candidate,1,"Although COVID-19 is mentioned in passing and the topic relates to ventilation, this paper is a theoretical educational overview without original human COVID-19 data and does not report mortality or severity outcome measures for SARS-CoV-2 infection.",1,Abstract briefly mentions the “new Covid-19 outbreak” only as context for increased ventilation demand; the paper is not an investigation of SARS-CoV-2 infection.,2,"Discusses mechanical ventilation principles for clinical care, implying human patients, but no study population or patient data are described.",0,No geographic setting or real-world study context is provided; it appears to be a general educational/theoretical paper.,0,Described as “Part 1: Theoretical aspects” and provides principles/modes/monitoring of mechanical ventilation without reporting original empirical data.,1,"Mechanical ventilation/ICU concepts are discussed, but there are no reported patient severity outcomes (e.g., ICU admission rates, IMV use rates) or mortality tied to COVID-19 cases.",,
32330343,,COVID-19 in solid organ transplant recipients: Initial report from the US epicenter.,"Pereira MR, Mohan S, Cohen DJ, Husain SA, Dube GK, Ratner LE, Arcasoy S, Aversa MM, Benvenuto LJ, Dadhania DM, Kapur S, Dove LM, Brown RS Jr, Rosenblatt RE, Samstein B, Uriel N, Farr MA, Satlin M, Small CB, Walsh TJ, Kodiyanplakkal RP, Miko BA, Aaron JG, Tsapepas DS, Emond JC, Verna EC.",Am J Transplant. 2020 Jul;20(7):1800-1808. doi: 10.1111/ajt.15941. Epub 2020 May 10.,Pereira,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,2020,2020/04/25,PMC7264777,,10.1111/ajt.15941,"Solid organ transplant recipients may be at a high risk for SARS-CoV-2 infection and poor associated outcomes. We herein report our initial experience with solid organ transplant recipients with SARS-CoV-2 infection at two centers during the first 3 weeks of the outbreak in New York City. Baseline characteristics, clinical presentation, antiviral and immunosuppressive management were compared between patients with mild/moderate and severe disease (defined as ICU admission, intubation or death). Ninety patients were analyzed with a median age of 57 years. Forty-six were kidney recipients, 17 lung, 13 liver, 9 heart, and 5 dual-organ transplants. The most common presenting symptoms were fever (70%), cough (59%), and dyspnea (43%). Twenty-two (24%) had mild, 41 (46%) moderate, and 27 (30%) severe disease. Among the 68 hospitalized patients, 12% required non-rebreather and 35% required intubation. 91% received hydroxychloroquine, 66% azithromycin, 3% remdesivir, 21% tocilizumab, and 24% bolus steroids. Sixteen patients died (18% overall, 24% of hospitalized, 52% of ICU) and 37 (54%) were discharged. In this initial cohort, transplant recipients with COVID-19 appear to have more severe outcomes, although testing limitations likely led to undercounting of mild/asymptomatic cases. As this outbreak unfolds, COVID-19 has the potential to severely impact solid organ transplant recipients.",antibiotic: antiviral; clinical research/practice; complication: infectious; immunosuppression/immune modulation; infection and infectious agents - viral; infectious disease; organ transplantation in general,title_abstract,strong_candidate,4,"Directly evaluates severe/fatal outcomes of SARS-CoV-2 infection in a defined human subgroup using an original clinical cohort. Reports multiple key endpoints (ICU, intubation, death) with quantified rates, aligning closely with fatality/severity outcomes of COVID-19.",4,Title and abstract explicitly study COVID-19/SARS-CoV-2 infection in solid organ transplant recipients.,4,Human clinical cohort of solid organ transplant recipients (n=90) treated at two medical centers.,4,Conducted at two centers in New York City during the early outbreak (real-world healthcare setting).,4,"Reports original empirical data from 90 patients including baseline characteristics, treatments, and outcomes.",4,"Explicitly reports severity and fatality outcomes: ICU admission, intubation/mechanical ventilation, and death (with mortality proportions overall/hospitalized/ICU).",,
32448770,,"Off-label use of tocilizumab for the treatment of SARS-CoV-2 pneumonia in Milan, Italy.","Morena V, Milazzo L, Oreni L, Bestetti G, Fossali T, Bassoli C, Torre A, Cossu MV, Minari C, Ballone E, Perotti A, Mileto D, Niero F, Merli S, Foschi A, Vimercati S, Rizzardini G, Sollima S, Bradanini L, Galimberti L, Colombo R, Micheli V, Negri C, Ridolfo AL, Meroni L, Galli M, Antinori S, Corbellino M.",Eur J Intern Med. 2020 Jun;76:36-42. doi: 10.1016/j.ejim.2020.05.011. Epub 2020 May 21.,Morena,European journal of internal medicine,2020,2020/05/26,PMC7241995,,10.1016/j.ejim.2020.05.011,"BACKGROUND: Tocilizumab, a humanized monoclonal antibody, targets IL-6 receptors blocking downstream pro-inflammatory effects of IL-6. In preliminary reports it was suggested to be beneficial in patients with severe COVID-19. METHODS: In this open-label prospective study we describe clinical characteristics and outcome of 51 patients hospitalized with confirmed and severe COVID-19 pneumonia treated with tocilizumab intravenously. All patients had elevated IL-6 plasma level (>40 pg/mL) and oxygen saturation <93% in ambient air. Clinical outcomes, oxygen support, laboratory data and adverse events were collected over a follow-up of 30 days. RESULTS: Forty-five patients (88%) were on high-flow oxygen supplementation, six of whom with invasive ventilation. From baseline to day 7 after tocilizumab we observed a dramatic drop of body temperature and CRP value with a significant increase in lymphocyte count (p<0.001). Over a median follow-up time of 34 days from tocilizumab, 34 patients (67%) showed an improvement in their clinical severity class; 31 were discharged; 17 (33%) showed a worsening of their clinical status, of these 14 died (27%). The mortality rate was significantly associated with mechanical ventilation at baseline (83.3% vs 20% of patients on non-invasive oxygen support; p=0.0001). The most frequent side effects were an increase of hepatic enzymes (29%), thrombocytopenia (14%), and serious bacterial and fungal infections (27%). CONCLUSION: Tocilizumab exerts a rapidly beneficial effect on fever and inflammatory markers, although no significant impact on the clinical outcome can be inferred by our results. Critically ill patients seem to have a high risk of serious infections with this drug.",COVID-19; IL-6 inhibitors; tocilizumab,title_abstract,strong_candidate,4,"Directly evaluates severity and fatality outcomes among confirmed severe COVID-19 (SARS-CoV-2) pneumonia patients, using original prospective clinical data. Mortality and respiratory support/ventilation outcomes are explicitly reported and central to the results.",4,"Study explicitly targets “SARS-CoV-2 pneumonia” and “confirmed and severe COVID-19 pneumonia,” with treatment in hospitalized COVID-19 patients as the central focus.",4,Includes 51 hospitalized human patients with confirmed severe COVID-19 pneumonia; no animal/in vitro component.,4,"Conducted in Milan, Italy, a real-world clinical hospital setting.",4,Open-label prospective study reporting original patient-level clinical characteristics and outcomes over ~30 days of follow-up.,4,"Reports key severity/fatality outcomes including deaths (14/51), need for invasive ventilation, oxygen support status, and clinical severity class changes; also analyzes mortality association with mechanical ventilation.",,
32458121,,Indications and timing for tracheostomy in patients with SARS CoV2-related.,"Ferri E, Boscolo Nata F, Pedruzzi B, Campolieti G, Scotto di Clemente F, Baratto F, Cristalli G.",Eur Arch Otorhinolaryngol. 2020 Aug;277(8):2403-2404. doi: 10.1007/s00405-020-06068-7. Epub 2020 May 26.,Ferri,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,2020,2020/05/28,PMC7250256,,10.1007/s00405-020-06068-7,"BACKGROUND: The indications and timing for tracheostomy in patients with SARS CoV2-related are controversial. PURPOSE: In a recent issue published in the European Archives of Otorhinolaryngology, Mattioli et al. published a short communication about tracheostomy timing in patients with COVID-19 (Coronavirus Disease 2019); they reported that the tracheostomy could allow early Intensive Care Units discharge and, in the context of prolonged Invasive Mechanical Ventilation, should be suggested within 7 and 14 days to avoid potential tracheal damages. In this Letter to the Editor we would like to present our experience with tracheostomy in a Hub Covid Hospital. METHODS: 8 patients underwent open tracheostomy in case of intubation prolonged over 14 days, bronchopulmonary overlap infections, and patients undergoing weaning. They were followed up and the number and timing of death were recorded. RESULTS: Two patients died after tracheostomy; the median time between tracheostomy and death was 3 days. A negative prognostic trend was observed for a shorter duration of intubation. CONCLUSION: In our experience, tracheostomy does not seem to influence the clinical course and prognosis of the disease, in the face of possible risks of contagion for healthcare workers. The indication for tracheostomy in COVID-19 patients should be carefully evaluated and reserved for selected patients. Although it is not possible to define an optimal timing, it is our opinion that tracheostomy in a stable or clinically improved COVID-19 patient should not be proposed before the 20th day after orotracheal intubation.",COVID-19; Indications; SARS CoV2; Timing; Tracheostomy,title_abstract,possible_candidate,3,"Clear SARS-CoV-2/COVID-19 focus with original human ICU data and explicit reporting of deaths (severity outcome). However, the study is primarily about tracheostomy timing/indications rather than directly estimating COVID-19 fatality/severity outcomes in a broader infected population, and location details are sparse.",4,Explicitly focuses on patients with COVID-19/SARS-CoV-2 infection and discusses tracheostomy management in this population.,4,Reports on 8 human ICU patients undergoing open tracheostomy after prolonged intubation.,2,"Conducted in a real-world hospital setting (“Hub Covid Hospital”), but the geographic location/country is not specified in the abstract.",3,"Although framed as a Letter to the Editor, it presents original case-series data (n=8) with follow-up and recorded deaths.",3,"Includes severity outcomes (invasive mechanical ventilation context and deaths after tracheostomy), but mortality/severity estimation is not the primary objective (focus is timing/indications for tracheostomy).",,
32965365,,Impact of oral hygiene in patients undergoing mechanical ventilation in the COVID-19 pandemic.,"Silva DHF, Camargos JH, Rodrigues JG, Nogueira LS, Azevedo DA, Carvalho MDG, Pinheiro MB.",Rev Assoc Med Bras (1992). 2020 Sep 21;66Suppl 2(Suppl 2):96-101. doi: 10.1590/1806-9282.66.S2.96. eCollection 2020.,Silva,Revista da Associacao Medica Brasileira (1992),2020,2020/09/23,,,10.1590/1806-9282.66.S2.96,"COVID-19, caused by SARS-CoV-2, can present respiratory complications that often lead patients to depend on mechanical ventilation (MV) for several days. It is known that Pneumonia Associated with Mechanical Ventilation (PAMV) is frequent in patients who use this equipment for a long time. As a consequence of COVID-19, its prolonged use can lead to a worse prognosis for the patients. For this reason, in addition to the insufficiency of devices for mechanical ventilation to meet the current demand, it is necessary to adopt measures aimed at preventing complications that may aggravate the patient's clinical condition and, consequently, increase the average hospital stay and the respective hospital care costs. Therefore, the objective of this study was to discuss, in a concise and practical way, and based on the available literature, the importance of adopting adequate oral hygiene protocols for patients on mechanical ventilation. Based on the data obtained, it was identified that the adoption of effective oral hygiene measures, especially under the supervision of dental professionals, can contribute to the reduction of morbidity and mortality associated with MV, resulting in greater availability of mechanical ventilation equipment. Since such equipment is in great demand during the COVID-19 pandemic, the knowledge and implementation of effective oral hygiene measures will undoubtedly have an impact on improving the quality of care offered to patients, therefore benefiting all those in critical health conditions and assisted in ICUs.","[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Intensive Care Units; [MeSH] Mouthwashes; [MeSH] Oral Hygiene; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Quality of Health Care; [MeSH] Respiration, Artificial; [MeSH] SARS-CoV-2; [MeSH] Toothbrushing",title_abstract,unlikely_candidate,3,"Although the paper is clearly about COVID-19 and ICU mechanical ventilation, it appears to be a literature-based discussion rather than original empirical evidence, and it does not clearly present quantified fatality/severity outcomes. This makes it unlikely to directly inform estimates of SARS-CoV-2 fatality or severity outcomes for the review.",4,Title/abstract explicitly focus on COVID-19 caused by SARS-CoV-2 and management of mechanically ventilated patients during the pandemic.,4,Targets human ICU patients on mechanical ventilation; keywords explicitly include Humans and Intensive Care Units.,2,No specific country/setting is described; appears broadly applicable during the COVID-19 pandemic but geographic context is unclear.,1,"Described as a discussion “based on the available literature,” suggesting a narrative review without original empirical data collection or new estimates.",2,"Mentions mechanical ventilation, morbidity, and mortality in general terms, but does not clearly report/estimate COVID-19 fatality or severity outcomes with empirical results.",,
33053075,,Functional development of swallowing in ICU patients with COVID-19.,"Lima MS, Sassi FC, Medeiros GC, Ritto AP, Andrade CRF.",Codas. 2020 Oct 7;32(4):e20200222. doi: 10.1590/2317-1782/20192020222. eCollection 2020.,Lima,CoDAS,2020,2020/10/14,,,10.1590/2317-1782/20192020222,"PURPOSE: to describe de functional development of swallowing in Intensive Care Unit (ICU) patients with COVID-19, who were submitted to a swallowing intervention. METHODS: participants of the study were 77 patients (both gender, mean age 53.4±15.9; score on the Glasgow Coma Scale ≥14 and stable respiratory condition). The functional scale of swallowing used for assessment was the American Speech-Language-Hearing Association National Outcome Measurement System (ASHA NOMS). RESULTS: the results indicate that there was a significant recovery of the functional swallowing patterns when comparing the measurements pre and post swallowing intervention. CONCLUSION: 83% of the patients needed up to 3 swallowing interventions to recover a safe swallowing pattern.","[MeSH] Adult; [MeSH] Aged; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus; [MeSH] Coronavirus Infections; [MeSH] Deglutition; [MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Intensive Care Units; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] United States",title_abstract,unlikely_candidate,3,"The paper is clearly about COVID-19 in a human ICU cohort and provides original clinical data, but it does not report the fatality or key severity outcomes (death/ICU/ventilation metrics) required for this review; the focus is swallowing rehabilitation.",4,Title/abstract explicitly focus on ICU patients with COVID-19 (SARS-CoV-2) and their swallowing function after intervention.,4,Includes 77 human ICU patients (adult/aged) with clinical inclusion criteria; not animal or in vitro.,2,Geographic setting is not stated in the abstract; keywords suggest United States but this is not fully confirmable from the provided abstract alone.,4,Reports original empirical pre/post intervention data on swallowing function in 77 COVID-19 ICU patients using ASHA NOMS.,2,"Although the study involves ICU patients, it does not report fatality/death, ICU admission rates, mechanical ventilation, or other core severity endpoints; the outcome is swallowing function recovery.",,
32434823,,Rheumatic diseases in intensive care unit patients with COVID-19.,"Moiseev S, Avdeev S, Brovko M, Yavorovskiy A, Novikov PI, Umbetova K, Akulkina L, Tsareva N, Fomin V.",Ann Rheum Dis. 2021 Feb;80(2):e16. doi: 10.1136/annrheumdis-2020-217676. Epub 2020 May 20.,Moiseev,Annals of the rheumatic diseases,2021,2020/05/22,,,10.1136/annrheumdis-2020-217676,,antirheumatic agents; autoimmune diseases; cytokines,pending_fulltext,needs_full_text,,,,,,,,,,,,,pending,
32293449,,Prognostic value of NT-proBNP in patients with severe COVID-19.,"Gao L, Jiang D, Wen XS, Cheng XC, Sun M, He B, You LN, Lei P, Tan XW, Qin S, Cai GQ, Zhang DY.",Respir Res. 2020 Apr 15;21(1):83. doi: 10.1186/s12931-020-01352-w.,Gao,Respiratory research,2020,2020/04/16,PMC7156898,,10.1186/s12931-020-01352-w,"BACKGROUND: The outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in China has been declared a public health emergency of international concern. The cardiac injury is a common condition among the hospitalized patients with COVID-19. However, whether N terminal pro B type natriuretic peptide (NT-proBNP) predicted outcome of severe COVID-19 patients was unknown. METHODS: The study initially enrolled 102 patients with severe COVID-19 from a continuous sample. After screening out the ineligible cases, 54 patients were analyzed in this study. The primary outcome was in-hospital death defined as the case fatality rate. Research information and following-up data were obtained from their medical records. RESULTS: The best cut-off value of NT-proBNP for predicting in-hospital death was 88.64 pg/mL with the sensitivity for 100% and the specificity for 66.67%. Patients with high NT-proBNP values (> 88.64 pg/mL) had a significantly increased risk of death during the days of following-up compared with those with low values (≤88.64 pg/mL). After adjustment for potential risk factors, NT-proBNP was independently correlated with in-hospital death. CONCLUSION: NT-proBNP might be an independent risk factor for in-hospital death in patients with severe COVID-19. TRIAL REGISTRATION: ClinicalTrials, NCT04292964. Registered 03 March 2020.",COVID-19; NT-proBNT; Outcome; SARS-CoV-2,title_abstract,strong_candidate,4,"This is an original clinical cohort study of severe SARS-CoV-2 infection with in-hospital death as the primary outcome (fatality). It directly addresses severity/fatality outcomes and evaluates a prognostic marker associated with mortality, making it highly relevant to the review question.",4,"The title and abstract explicitly focus on COVID-19 caused by SARS-CoV-2, specifically in patients with severe COVID-19.",4,"Human hospitalized patients were enrolled (initially 102 severe COVID-19 patients; 54 analyzed), indicating a clear clinical human population.",3,The study is conducted in a real-world clinical setting and explicitly situates the outbreak context in China (hospital medical records/follow-up).,4,Reports original empirical patient-level data with follow-up and risk-factor adjustment analyses for in-hospital mortality.,4,"Primary outcome is explicitly in-hospital death (case fatality), and the study evaluates prognostic association of NT-proBNP with mortality.",,
32642878,,COVID-19 scenario modelling for the mitigation of capacity-dependent deaths in intensive care.,"Wood RM, McWilliams CJ, Thomas MJ, Bourdeaux CP, Vasilakis C.",Health Care Manag Sci. 2020 Sep;23(3):315-324. doi: 10.1007/s10729-020-09511-7. Epub 2020 Jul 8.,Wood,Health care management science,2020,2020/07/10,PMC7341703,,10.1007/s10729-020-09511-7,"Managing healthcare demand and capacity is especially difficult in the context of the COVID-19 pandemic, where limited intensive care resources can be overwhelmed by a large number of cases requiring admission in a short space of time. If patients are unable to access this specialist resource, then death is a likely outcome. In appreciating these 'capacity-dependent' deaths, this paper reports on the clinically-led development of a stochastic discrete event simulation model designed to capture the key dynamics of the intensive care admissions process for COVID-19 patients. With application to a large public hospital in England during an early stage of the pandemic, the purpose of this study was to estimate the extent to which such capacity-dependent deaths can be mitigated through demand-side initiatives involving non-pharmaceutical interventions and supply-side measures to increase surge capacity. Based on information available at the time, results suggest that total capacity-dependent deaths can be reduced by 75% through a combination of increasing capacity from 45 to 100 beds, reducing length of stay by 25%, and flattening the peak demand to 26 admissions per day. Accounting for the additional 'capacity-independent' deaths, which occur even when appropriate care is available within the intensive care setting, yields an aggregate reduction in total deaths of 30%. The modelling tool, which is freely available and open source, has since been used to support COVID-19 response planning at a number of healthcare systems within the UK National Health Service.",COVID-19; Capacity management; Coronavirus; Intensive care; Operations research; Simulation,title_abstract,possible_candidate,3,"The study is clearly about COVID-19 and explicitly models ICU-related deaths (high relevance to severity/fatality outcomes). However, it appears primarily simulation-based with unclear reporting of original empirical outcome data, making it a moderate (not high-confidence) candidate.",4,"Title/abstract explicitly focus on COVID-19 patients and pandemic planning (""COVID-19"", ""coronavirus""). The simulation model is specifically designed for COVID-19 ICU admissions.",3,"The model concerns ICU admissions/deaths among COVID-19 patients in a hospital setting, implying a human patient population. No non-human or in vitro context is suggested.",3,"Applied to a large public hospital in England and used across UK NHS systems, indicating a real-world geographic healthcare setting.",2,"Reports a discrete-event simulation model and scenario results; the abstract does not clearly state use of newly collected empirical patient outcome data (appears primarily model-based using ""information available at the time"").",4,"Central focus is on ICU capacity and resulting deaths, explicitly estimating reductions in ""capacity-dependent"" and total deaths under different mitigation scenarios.",,
32302438,,Hypercoagulability of COVID-19 patients in intensive care unit: A report of thromboelastography findings and other parameters of hemostasis.,"Panigada M, Bottino N, Tagliabue P, Grasselli G, Novembrino C, Chantarangkul V, Pesenti A, Peyvandi F, Tripodi A.",J Thromb Haemost. 2020 Jul;18(7):1738-1742. doi: 10.1111/jth.14850. Epub 2020 Jun 24.,Panigada,Journal of thrombosis and haemostasis : JTH,2020,2020/04/18,PMC9906150,,10.1111/jth.14850,"BACKGROUND: The severe inflammatory state secondary to COVID-19 leads to a severe derangement of hemostasis that has been recently described as a state of disseminated intravascular coagulation (DIC) and consumption coagulopathy, defined as decreased platelet count, increased fibrin(ogen) degradation products such as D-dimer, as well as low fibrinogen. AIMS: Whole blood from 24 patients admitted at the intensive care unit because of COVID-19 was collected and evaluated with thromboelastography by the TEG point-of-care device on a single occasion and six underwent repeated measurements on two consecutive days for a total of 30 observations. Plasma was evaluated for the other parameters of hemostasis. RESULTS: TEG parameters are consistent with a state of hypercoagulability as shown by decreased values, and increased values of K angle and MA. Platelet count was normal or increased, prothrombin time and activated partial thromboplastin time were near(normal). Fibrinogen was increased and D-dimer was dramatically increased. C-reactive protein was increased. Factor VIII and von Willebrand factor (n = 11) were increased. Antithrombin (n = 11) was marginally decreased and protein C (n = 11) was increased. CONCLUSION: The results of this cohort of patients with COVID-19 are not consistent with acute DIC, rather they support hypercoagulability together with a severe inflammatory state. These findings may explain the events of venous thromboembolism observed in some of these patients and support antithrombotic prophylaxis/treatment. Clinical trials are urgently needed to establish the type of drug, dosage, and optimal duration of prophylaxis.",factor VIII; hypercoagulability; protein C; protein S; sepsis; von Willebrand factor,title_abstract,possible_candidate,4,"This is an original ICU-based COVID-19 cohort study with clear human data, making it relevant to severe disease context. However, it primarily reports hemostasis/TEG findings and does not explicitly quantify key severity outcomes (e.g., death, IMV) in the abstract, so relevance to fatality/severity outcomes is moderate rather than high.",4,Title and abstract explicitly study COVID-19 patients (“COVID-19 patients in intensive care unit”) and discuss COVID-19–related coagulopathy.,4,Human ICU cohort is clearly described (24 patients admitted to the ICU with COVID-19).,2,"A real clinical setting (ICU) is described, but no geographic location (country/region) is provided in the abstract.",4,"Reports original empirical measurements (TEG and plasma hemostasis parameters) from 24 ICU COVID-19 patients, including repeated measures for some.",3,"Severity context is explicit (ICU population is central in title/aims), but the study does not clearly report fatality/mortality, ICU admission risk, or mechanical ventilation outcomes—focus is on coagulation biomarkers.",,
