PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms,screening_stage,screening_mode,prompt_tokens,completion_tokens,total_tokens,wall_time_ms,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,confidence,fulltext_status,fulltext_path,fulltext_eligible
32835143,,Sensitivity of UK Covid-19 deaths to the timing of suppression measures and their relaxation.,Dagpunar JS.,Infect Dis Model. 2020;5:525-535. doi: 10.1016/j.idm.2020.07.002. Epub 2020 Jul 22.,Dagpunar,Infectious Disease Modelling,2020,2020/08/25,PMC7373688,,10.1016/j.idm.2020.07.002,"In this paper I examine the sensitivity of total UK Covid-19 deaths and the demand for intensive care and ward beds, to the timing and duration of suppression periods during a 500- day period. This is achieved via a SEIR model. Using an expected latent period of 4.5 days and infectious period of 3.8 days, R 0 was first estimated as 3.18 using observed death rates under unmitigated spread and then under the effects of the total lockdown ( R 0 =0.60) beginning 23 March. The case fatality rate given infection is taken as 1%. Parameter values for mean length of stay and conditional probability of death for ICU and non-ICU hospital admissions are guided by Ferguson et al. (2020). Under unmitigated spread the model predicts around 600,000 deaths in the UK. Starting with one exposed person at time zero and a suppression consistent with an R 0 of 0.60 on day 72, the model predicts around 39,000 deaths for a first wave, but this reduces to around 11,000 if the intervention takes place one week earlier. If the initial suppression were in place until day 200 and then relaxed to an R 0 of 1.5 between days 200 and 300, to be followed by a return to an R 0 of 0.60, the model predicts around 43,000 deaths. This would increase to around 64,000 if the release from the first suppression takes place 20 days earlier. The results indicate the extreme sensitivity to timing and the consequences of even small delays to suppression and premature relaxation of such measures.",Covid-19; Doubling time; Halving time; Lockdown; SEIR model; Suppression,Journal Article,,title_abstract,strict,1179,376,1555,2487.2,unlikely_candidate,3,"The study is highly relevant to COVID-19, human populations, and the UK context, and directly addresses R0. However, it is a modeling study and does not present original empirical data, which is a key criterion for this review stage.",4,"The title and abstract explicitly mention 'Covid-19' and 'UK Covid-19 deaths', indicating a direct focus on the disease.",4,"The study examines 'UK Covid-19 deaths' and 'demand for intensive care and ward beds', clearly focusing on human populations and health outcomes.",4,"The study is explicitly set in the 'UK', providing a real-world geographic context.",1,"The abstract describes a 'SEIR model' and 'predicts' outcomes based on estimated parameters, indicating a modeling-only study rather than original empirical data collection from human subjects.",4,"The abstract explicitly states 'R 0 was first estimated as 3.18' and discusses 'R 0 =0.60' and 'R 0 of 1.5', directly addressing the basic reproduction number.",0.9,,,
32446721,,"Inferring super-spreading from transmission clusters of COVID-19 in Hong Kong, Japan, and Singapore.","Kwok KO, Chan HHH, Huang Y, Hui DSC, Tambyah PA, Wei WI, Chau PYK, Wong SYS, Tang JWT.",J Hosp Infect. 2020 Aug;105(4):682-685. doi: 10.1016/j.jhin.2020.05.027. Epub 2020 May 22.,Kwok,The Journal of hospital infection,2020,2020/05/25,PMC7242928,,10.1016/j.jhin.2020.05.027,"Super-spreading events in an outbreak can change the nature of an epidemic. Therefore, it is useful for public health teams to determine whether an ongoing outbreak has any contribution from such events, which may be amenable to interventions. We estimated the basic reproductive number (R0) and the dispersion factor (k) from empirical data on clusters of epidemiologically linked coronavirus disease 2019 (COVID-19) cases in Hong Kong, Japan and Singapore. This allowed us to infer the presence or absence of super-spreading events during the early phase of these outbreaks. The relatively large values of k implied that large cluster sizes, compatible with super-spreading, were unlikely.",COVID-19; Hong Kong; Japan; Singapore; Super-spreading; Transmission clusters,Journal Article,"[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Disease Outbreaks; [MeSH] Disease Transmission, Infectious; [MeSH] Hong Kong; [MeSH] Humans; [MeSH] Japan; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Singapore",title_abstract,strict,1029,372,1401,3270.1,strong_candidate,4,"This study is highly relevant as it directly investigates COVID-19 in human populations in specific real-world locations, presents original empirical data, and explicitly estimates the basic reproduction number (R0).",4,"The title, keywords, and abstract explicitly mention 'COVID-19' and 'coronavirus disease 2019'.",4,"The abstract refers to 'clusters of epidemiologically linked coronavirus disease 2019 (COVID-19) cases' and 'public health teams', indicating a focus on human populations.",4,"The study explicitly focuses on 'Hong Kong, Japan, and Singapore', which are real-world geographic locations.",4,"The abstract states 'We estimated the basic reproductive number (R0) and the dispersion factor (k) from empirical data on clusters of epidemiologically linked coronavirus disease 2019 (COVID-19) cases', indicating original data collection and analysis from human subjects. The publication type is 'Journal Article'.",4,"The abstract explicitly states 'We estimated the basic reproductive number (R0)', directly addressing the target parameter.",1.0,,,
32748812,,Evidence-Based Considerations Exploring Relations between SARS-CoV-2 Pandemic and Air Pollution: Involvement of PM2.5-Mediated Up-Regulation of the Viral Receptor ACE-2.,"Borro M, Di Girolamo P, Gentile G, De Luca O, Preissner R, Marcolongo A, Ferracuti S, Simmaco M.",Int J Environ Res Public Health. 2020 Aug 2;17(15):5573. doi: 10.3390/ijerph17155573.,Borro,International journal of environmental research and public health,2020,2020/08/05,PMC7432777,,10.3390/ijerph17155573,"The COVID-19/SARS-CoV-2 pandemic struck health, social and economic systems worldwide, and represents an open challenge for scientists -coping with the high inter-individual variability of COVID-19, and for policy makers -coping with the responsibility to understand environmental factors affecting its severity across different geographical areas. Air pollution has been warned of as a modifiable factor contributing to differential SARS-CoV-2 spread but the biological mechanisms underlying the phenomenon are still unknown. Air quality and COVID-19 epidemiological data from 110 Italian provinces were studied by correlation analysis, to evaluate the association between particulate matter (PM)2.5 concentrations and incidence, mortality rate and case fatality risk of COVID-19 in the period 20 February-31 March 2020. Bioinformatic analysis of the DNA sequence encoding the SARS-CoV-2 cell receptor angiotensin-converting enzyme 2 (ACE-2) was performed to identify consensus motifs for transcription factors mediating cellular response to pollutant insult. Positive correlations between PM2.5 levels and the incidence (r = 0.67, p < 0.0001), the mortality rate (r = 0.65, p < 0.0001) and the case fatality rate (r = 0.7, p < 0.0001) of COVID-19 were found. The bioinformatic analysis of the ACE-2 gene identified nine putative consensus motifs for the aryl hydrocarbon receptor (AHR). Our results confirm the supposed link between air pollution and the rate and outcome of SARS-CoV-2 infection and support the hypothesis that pollution-induced over-expression of ACE-2 on human airways may favor SARS-CoV-2 infectivity.",COVID-19; PM2.5; SARS-CoV-2; angiotensin-converting enzyme 2; aryl hydrocarbon receptor; xenobiotic response element,Journal Article,"[MeSH] Air Pollution; [MeSH] Angiotensin-Converting Enzyme 2; [MeSH] Base Sequence; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Italy; [MeSH] Pandemics; [MeSH] Particulate Matter; [MeSH] Peptidyl-Dipeptidase A; [MeSH] Pneumonia, Viral; [MeSH] Promoter Regions, Genetic; [MeSH] Receptors, Virus; [MeSH] SARS-CoV-2; [MeSH] Up-Regulation",title_abstract,strict,1331,359,1690,3057.3,unlikely_candidate,3,"The study is highly relevant to COVID-19, human populations, and provides original empirical evidence from a real-world location. However, it does not address the specific target parameter of the basic reproduction number (R0), focusing instead on other epidemiological outcomes related to air pollution.",4,"The title, abstract, and keywords explicitly mention 'COVID-19' and 'SARS-CoV-2' as the central focus of the study.",4,"The study investigates the impact of air pollution on COVID-19 incidence and mortality in human populations, specifically in Italian provinces.",4,"The study uses real-world epidemiological data from 110 Italian provinces, providing a clear geographic context.",4,"The abstract describes correlation analysis of air quality and COVID-19 epidemiological data from Italian provinces, indicating original data analysis from human subjects.",0,"The study focuses on the association between air pollution and COVID-19 incidence, mortality, and case fatality rate, but does not mention or report the basic reproduction number (R0).",,,,
33180862,,"Clinical characteristics of 199 discharged patients with COVID-19 in Fujian Province: A multicenter retrospective study between January 22nd and February 27th, 2020.","Wang S, Chen Z, Lin Y, Lin L, Lin Q, Fang S, Shi Y, Zhuang X, Ye Y, Wang T, Zhang H, Shao C.",PLoS One. 2020 Nov 12;15(11):e0242307. doi: 10.1371/journal.pone.0242307. eCollection 2020.,Wang,PloS one,2020,2020/11/12,PMC7660474,,10.1371/journal.pone.0242307,"BACKGROUND: Coronavirus disease 2019 (COVID-19) has quickly spread throughout the country and the world since first broke out in Wuhan, China. The outbreak that started from January 22, 2020, in Fujian Province has been controlled as the number of indigenous cases has not increased since March. We aimed to describe the clinical characteristics of patients with COVID-19 in Fujian Province, China. METHODS: In this retrospective, multicenter study, we collected and analyzed the epidemiological, clinical, and laboratory data of all cases confirmed by nucleic acid tests in five designated hospitals in Fujian Province between January 22 and February 27, 2020. All patients were followed up until discharge. COVID-19 severity was classified as mild, moderate, severe, or critical. RESULTS: Of 199 discharged patients with COVID-19, 105 patients were male, with a median age of 46.3 years, and 17 patients were severe, and 5 patients were critical on admission. Hypertension and diabetes were the most common comorbidities. The symptoms at illness onset were mainly fever (76.4%), cough (60.8%), and myalgia or fatigue (27.6%). A total of 96.5% of patients had abnormal imaging findings on chest computed tomography. Lymphopenia (37.2%) and hypoxemia (13.6%) were observed. Acute respiratory distress syndrome and respiratory failure occurred in 9 patients (4.5%) and 8 patients (4.0%) respectively. One patient died and the others were cured and discharged with the median hospital stay of 19 days. Old age was negatively correlated with lymphocyte count (r = - 0.296, p < 0.001) and oxygenation index (r = - 0.263, p = 0.001). Bivariate regression analysis revealed that old age (≥ 75 years), hypertension, diabetes, and lymphopenia were correlated with the severity of COVID-19. CONCLUSIONS: Patients in Fujian Province were mostly nonsevere cases with mild or moderate symptoms, and had a lower mortality than patients in Wuhan (4.3%-15%). Older age, hypertension, diabetes, and lymphopenia were risk factors for severity of COVID-19.","[MeSH] Adolescent; [MeSH] Adult; [MeSH] Age Factors; [MeSH] Aged; [MeSH] Aged, 80 and over; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Coronavirus Infections; [MeSH] Diabetes Mellitus; [MeSH] Female; [MeSH] Humans; [MeSH] Hypertension; [MeSH] Lymphopenia; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Patient Discharge; [MeSH] Pneumonia, Viral; [MeSH] Retrospective Studies; [MeSH] Risk Factors; [MeSH] SARS-CoV-2; [MeSH] Young Adult","Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't","[MeSH] Adolescent; [MeSH] Adult; [MeSH] Age Factors; [MeSH] Aged; [MeSH] Aged, 80 and over; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Coronavirus Infections; [MeSH] Diabetes Mellitus; [MeSH] Female; [MeSH] Humans; [MeSH] Hypertension; [MeSH] Lymphopenia; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Patient Discharge; [MeSH] Pneumonia, Viral; [MeSH] Retrospective Studies; [MeSH] Risk Factors; [MeSH] SARS-CoV-2; [MeSH] Young Adult",title_abstract,strict,1651,372,2023,4592.7,unlikely_candidate,3,"While the study is highly relevant to COVID-19, human populations, and provides original empirical data from a real-world setting, it does not address the target parameter of the basic reproduction number (R0). The focus is on clinical characteristics and risk factors for disease severity.",4,"The title and abstract explicitly mention ""COVID-19"" and ""SARS-CoV-2"", indicating a direct focus on the disease.",4,"The study focuses on ""199 discharged patients with COVID-19 in Fujian Province"", clearly indicating a human population.",4,"The study is set in ""Fujian Province, China"", which is a real-world geographic location.",4,"The abstract describes a ""retrospective, multicenter study"" where ""epidemiological, clinical, and laboratory data of all cases confirmed by nucleic acid tests"" were collected and analyzed from human subjects, indicating original empirical data.",0,"The abstract and title do not mention ""basic reproduction number"", ""R0"", or any related terms. The study focuses on clinical characteristics and risk factors for severity.",1.0,,,
32702051,,Reproduction ratio and growth rates: Measures for an unfolding pandemic.,"Aguiar M, Van-Dierdonck JB, Stollenwerk N.",PLoS One. 2020 Jul 23;15(7):e0236620. doi: 10.1371/journal.pone.0236620. eCollection 2020.,Aguiar,PloS one,2020,2020/07/24,PMC7377402,,10.1371/journal.pone.0236620,"The initial exponential growth rate of an epidemic is an important measure that follows directly from data at hand, commonly used to infer the basic reproduction number. As the growth rates λ(t) of tested positive COVID-19 cases have crossed the threshold in many countries, with negative numbers as surrogate for disease transmission deceleration, lockdowns lifting are linked to the behavior of the momentary reproduction numbers r(t), often called R0. Important to note that this concept alone can be easily misinterpreted as it is bound to many internal assumptions of the underlying model and significantly affected by the assumed recovery period. Here we present our experience, as part of the Basque Country Modeling Task Force (BMTF), in monitoring the development of the COVID-19 epidemic, by considering not only the behaviour of r(t) estimated for the new tested positive cases-significantly affected by the increased testing capacities, but also the momentary growth rates for hospitalizations, ICU admissions, deceased and recovered cases, in assisting the Basque Health Managers and the Basque Government during the lockdown lifting measures. Two different data sets, collected and then refined during the COVID-19 responses, are used as an exercise to estimate the momentary growth rates and reproduction numbers over time in the Basque Country, and the implications of using those concepts to make decisions about easing lockdown and relaxing social distancing measures are discussed. These results are potentially helpful for task forces around the globe which are now struggling to provide real scientific advice for health managers and governments while the lockdown measures are relaxed.","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Hospitalization; [MeSH] Humans; [MeSH] Intensive Care Units; [MeSH] Models, Theoretical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Spain","Journal Article; Research Support, Non-U.S. Gov't","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Hospitalization; [MeSH] Humans; [MeSH] Intensive Care Units; [MeSH] Models, Theoretical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Spain",title_abstract,strict,1273,399,1672,3306.1,strong_candidate,4,"This study is highly relevant as it directly investigates the reproduction number of COVID-19 in a human population within a specific real-world geographic context, using original empirical data. All key dimensions are explicitly and centrally addressed.",4,"The title and abstract explicitly mention 'COVID-19' and 'SARS-CoV-2' multiple times, indicating a direct focus on the disease.",4,"The abstract discusses 'tested positive COVID-19 cases', 'hospitalizations, ICU admissions, deceased and recovered cases', and 'Basque Health Managers', all referring to human populations.",4,"The study explicitly states it presents experience 'as part of the Basque Country Modeling Task Force (BMTF)' and uses data from 'the Basque Country', indicating a real-world geographic context.",4,"The abstract describes using 'Two different data sets, collected and then refined during the COVID-19 responses' to estimate growth rates and reproduction numbers, indicating original empirical data collection and analysis from human subjects. The publication type is 'Journal Article'.",4,"The title explicitly mentions 'Reproduction ratio' and the abstract frequently discusses 'basic reproduction number', 'momentary reproduction numbers r(t)', and 'reproduction numbers over time'.",1.0,,,
32242115,,Special report: The simulations driving the world's response to COVID-19.,Adam D.,Nature. 2020 Apr;580(7803):316-318. doi: 10.1038/d41586-020-01003-6.,Adam,Nature,2020,2020/04/04,,,10.1038/d41586-020-01003-6,,Diseases; Epidemiology; SARS-CoV-2; Virology,News,"[MeSH] Age Distribution; [MeSH] Asymptomatic Diseases; [MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Communicable Disease Control; [MeSH] Computer Simulation; [MeSH] Contact Tracing; [MeSH] Coronavirus Infections; [MeSH] Female; [MeSH] Hospital Bed Capacity; [MeSH] Humans; [MeSH] Intensive Care Units; [MeSH] Internationality; [MeSH] Male; [MeSH] Mass Screening; [MeSH] Models, Theoretical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Population Density; [MeSH] Quarantine; [MeSH] Reproducibility of Results; [MeSH] Republic of Korea; [MeSH] SARS-CoV-2; [MeSH] Sex Characteristics; [MeSH] Social Networking; [MeSH] Stochastic Processes; [MeSH] Time Factors; [MeSH] Uncertainty; [MeSH] United Kingdom; [MeSH] United States",title_only,lenient,478,316,794,9464.2,unlikely_candidate,2,"The study is highly relevant for disease, but its relevance to the target parameter (R0) and whether it presents original empirical evidence is weak based on the title and keywords alone. The population and location relevance are plausible but not confirmed due to limited metadata.",4,"The title explicitly mentions 'COVID-19' and keywords include 'SARS-CoV-2', directly matching the disease of interest.",2,"The title mentions 'the world's response' which implies human populations, but this is not explicitly stated. Evidence is limited to title and keywords.",2,"The phrase 'the world's response' suggests a real-world setting, but this is not confirmed. Evidence is limited to title and keywords.",1,The title 'Special report: The simulations driving...' suggests a secondary analysis or commentary rather than original empirical data. Evidence is limited to title and keywords.,1,"The title mentions 'simulations' related to COVID-19 response, which could indirectly involve R0, but R0 or reproduction number is not explicitly mentioned. Evidence is limited to title and keywords.",0.7,,,yes
32621241,,COVID-19 impact assessment on the French radiological centers: a nationwide survey.,"Herpe G, Naudin M, Léderlin M, Enikeeva F, Boumendil O, Cassagnes L, Cavet M, Chaumoitre K, Feuerstein P, Fitton I, Flory V, Freitag CA, Gaubert JY, Gregory J, Nivet H, Ohana M, Petit I, Sans N, Wagner M, Guillevin R, Saulnier PJ, Bartoli JM, Tasu JP, Beregi JP.",Eur Radiol. 2020 Dec;30(12):6537-6544. doi: 10.1007/s00330-020-07035-w. Epub 2020 Jul 3.,Herpe,European radiology,2020,2020/07/05,PMC7333367,,10.1007/s00330-020-07035-w,"PURPOSE: To determine the impact of the COVID-19 on the CT activities in French radiological centers during the epidemic peak. MATERIALS AND METHODS: A cross-sectional prospective CT scan survey was conducted between March 16 and April 12, 2020, in accordance with the local IRB. Seven hundred nine radiology centers were invited to participate in a weekly online survey. Numbers of CT examinations related to COVID-19 including at least chest (CTcovid) and whole chest CT scan activities (CTchest) were recorded each week. A sub-analysis on French departments was performed during the 4 weeks of the study. The impact of the number of RT-PCRs (reverse transcriptase polymerase chain reactions) on the CT workflow was tested using two-sample t test and Pearson's test. RESULTS: Five hundred seventy-seven structures finally registered (78%) with mean response numbers of 336 ± 18.9 (323; 351). Mean CTchest activity per radiologic structure ranged from 75.8 ± 133 (0-1444) on week 12 to 99.3 ± 138.6 (0-1147) on week 13. Mean ratio of CTcovid on CTchest varied from 0.36 to 0.59 on week 12 and week 14 respectively. There was a significant relationship between the number of RT-PCR performed and the number of CTcovid (r = 0.73, p = 3.10-16) but no link with the number of positive RT-PCR results. CONCLUSION: In case of local high density COVID-19, CT workflow is strongly modified and redirected to the management of these specific patients. KEY POINTS: • Over the 4-week survey period, 117,686 chest CT (CTtotal) were performed among the responding centers, including 61,784 (52%) CT performed for COVID-19 (CTcovid). • Across the country, the ratio CTcovid/CTtotal varied from 0.36 to 0.59 and depended significantly on the local epidemic density (p = 0.003). • In clinical practice, in a context of growing epidemic, in France, chest CT was used as a surrogate to RT-PCR for patient triage.",COVID-19; Prospective; Radiology; Surveys and questionnaires; Tomography; X-Ray computed,Journal Article; Multicenter Study,"[MeSH] Adult; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Cross-Sectional Studies; [MeSH] Female; [MeSH] France; [MeSH] Humans; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Prospective Studies; [MeSH] SARS-CoV-2; [MeSH] Surveys and Questionnaires; [MeSH] Tomography, X-Ray Computed; [MeSH] Triage",title_abstract,strict,1442,384,1826,2637.3,unlikely_candidate,3,"While the study is highly relevant to COVID-19, human populations, and provides original empirical data from a real-world setting, it completely lacks any mention or investigation of the basic reproduction number (R0), which is the target parameter of the research question.",4,"The title, abstract, and keywords explicitly mention 'COVID-19' and 'SARS-CoV-2', indicating a direct focus on the disease.",4,"The study is a nationwide survey conducted in French radiological centers, involving human patients and their CT activities related to COVID-19.",4,"The study is explicitly set in 'French radiological centers' and discusses 'local high density COVID-19' in France, providing a clear real-world geographic context.",4,"The abstract describes a 'cross-sectional prospective CT scan survey' conducted with 'seven hundred nine radiology centers' and details data collection methods and results, indicating original empirical data from human subjects.",0,"The abstract does not mention 'basic reproduction number', 'R0', 'R naught', or 'reproduction number'. The study focuses on the impact of COVID-19 on CT activities.",1.0,,,
32516020,,"Early dinner or ""dinner like a pauper"": Evidence, the habitual time of the largest meal of the day - dinner - is predisposing to severe COVID-19 outcome - death.","Verd S, Beiro S, Fernandez-Bernabeu M, Ponce-Taylor J.",Chronobiol Int. 2020 Jun;37(6):804-808. doi: 10.1080/07420528.2020.1772810. Epub 2020 Jun 9.,Verd,Chronobiology international,2020,2020/06/10,,,10.1080/07420528.2020.1772810,"COVID-19 and metabolic syndrome are devastating pandemics. Effective control of metabolic parameters and their dysfunction may help prevent or minimize the acute and devastating effects of SARS-CoV-2 by reducing the local inflammatory response and blocking the entry of the virus into cells. With such consideration in mind, we gathered data from dietary surveys conducted in nine European countries to explore the relationship between actual clock hour of the large dinner meal and also interval in minutes between it and sunset in the respective countries and death rate above the median rate of per one million people as an index of mortality due to COVID-19 infection. Clock time of the dinner meal varied between 16:00 and 21:00 h across the European counties sampled, and the correlation between dinner mealtime and death rate was strongly correlated, R = 0.7991 (two-tailed p = 0.0098), with R2 explaining 63% of the variation within the data. This strong linear positive correlation indicates that the later the clock time of the dinner meal, the higher is the death rate (and vice versa). The relationship between meal timing in reference to sunset, utilized as a gross surrogate marker of the activity/rest synchronizer of circadian rhythms, and death rate was negative and even slightly stronger, R = -0.8025 (two-tailed p = 0.0092), with R2 explaining 64% of the variation within the data. This strong linear negative correlation indicates that the shorter the interval between the dinner meal and sunset, i.e., the closer the time of the largest meal of the day to bedtime, the greater is the death rate (and vice versa). Our preliminary approach to nighttime eating, in terms of the day's largest caloric intake, as a risk factor for the predisposing conditions of obesity, metabolic syndrome, type 2 diabetes, and other commonly associated comorbidities of being overweight, and death from COVID-19 infection reveals strong correlation with the time of the dinner meal, both in terms of its actual clock and circadian time.",COVID-19; chrononutrition; circadian clock; dinner meal timing; metabolic syndrome; obesity,Journal Article,"[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Circadian Rhythm; [MeSH] Coronavirus Infections; [MeSH] Diabetes Mellitus, Type 2; [MeSH] Eating; [MeSH] Energy Intake; [MeSH] Feeding Behavior; [MeSH] Humans; [MeSH] Meals; [MeSH] Obesity; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Time",title_abstract,strict,1360,369,1729,2949.2,unlikely_candidate,3,"While the study is highly relevant to COVID-19, human populations, and presents original empirical data from real-world locations, it completely lacks any mention or investigation of the basic reproduction number (R0), which is the core parameter of the research question.",4,"The title and abstract explicitly mention 'COVID-19' and 'SARS-CoV-2' as the focus of the study, investigating its outcome (death).",4,"The study gathered data from dietary surveys in European countries and investigates 'death rate ... due to COVID-19 infection', clearly focusing on human populations.",4,"The study explicitly states data was collected from 'nine European countries', indicating a real-world geographic context.",4,"The abstract describes gathering 'data from dietary surveys' and performing correlation analysis, indicating original empirical data collection and analysis from human subjects. The publication type is 'Journal Article'.",0,The study investigates the correlation between dinner meal timing and COVID-19 death rates. It does not mention or report the basic reproduction number (R0) or any related terms.,1.0,,,
32360941,,Effective Reproductive Number estimation for initial stage of COVID-19 pandemic in Latin American Countries.,"Caicedo-Ochoa Y, Rebellón-Sánchez DE, Peñaloza-Rallón M, Cortés-Motta HF, Méndez-Fandiño YR.",Int J Infect Dis. 2020 Jun;95:316-318. doi: 10.1016/j.ijid.2020.04.069. Epub 2020 Apr 30.,Caicedo-Ochoa,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2020,2020/05/04,PMC7192078,,10.1016/j.ijid.2020.04.069,"OBJECTIVES: The coronavirus disease 2019 (COVID-19) has become pandemic and turn in a challenge for Latin America. Understanding the dynamics of the epidemic is essential for decision making, and to reduce the health, economic, and social impacts of the pandemic. The present study aimed to estimate the effective reproductive number (Rt) of Severe Acute Respiratory Syndrome coronavirus 2 (SARS-Cov2) infection during the first 10 days of the outbreak in seven Latin American countries with the highest incidence of cases as of March 23, 2020. Furthermore, we chose to compare the seven countries with Spain and Italy given their history with the virus. METHODS: Incidence data retrieved from the COVID-19 data repository by Johns Hopkins University were analyzed. The Rt was calculated for the first 10 days of the epidemic in Brazil, Ecuador, Chile, Colombia, Panama, Mexico, and Peru. Rt estimations were compared with Spain and Italy values for the same interval. RESULTS: The median Rt for the first 10 days of the COVID-19 epidemic were 2.90 (2.67-3.14) for Spain and 2.83 (2.7-2.96) for Italy. Latin American Rt estimations were higher in Ecuador (3.95(3.7-4.21)), Panama (3.95(3.7-4.21)), and Brazil (3.95(3.7-4.21)). The smallest one was observed in Peru (2.36(2.11-2.63)). All Latin American countries had Rt greater than 2. CONCLUSIONS: The initial stages of the COVID-19 epidemic in Latin America suggested a high Rt. Interventions such as domestic and international travel restrictions, educational institutions closure, social distancing, and intensified case surveillance should be adopted to prevent the collapse of the health systems.","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Latin America; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2",Journal Article,"[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Latin America; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2",title_abstract,strict,1323,357,1680,2655.2,possible_candidate,4,"This study is highly relevant as it directly investigates the effective reproductive number (Rt) of COVID-19 in human populations within a real-world geographic context (Latin America). It presents original empirical data analysis, aligning well with the research question.",4,"The title, abstract, and keywords explicitly mention 'COVID-19' and 'SARS-CoV-2'.",4,"The abstract discusses 'human populations' and 'cases' in Latin American countries, indicating a focus on humans.",4,"The study explicitly focuses on 'Latin American Countries' and compares them with 'Spain and Italy', indicating a real-world geographic context.",4,"The abstract describes data collection from 'Incidence data retrieved from the COVID-19 data repository by Johns Hopkins University' and analysis of this data to estimate Rt, indicating original empirical data analysis.",3,"The study explicitly aims to estimate the 'effective reproductive number (Rt)', which is closely related to R0, and the keywords include 'Basic Reproduction Number'.",0.95,,,
32577693,,Meta-analysis of several epidemic characteristics of COVID-19.,"Zhang P, Wang T, Xie SX.",medRxiv [Preprint]. 2020 Jun 3:2020.05.31.20118448. doi: 10.1101/2020.05.31.20118448.,Zhang,medRxiv : the preprint server for health sciences,2020,2020/06/25,PMC7302302,,10.1101/2020.05.31.20118448,"As the COVID-19 pandemic has strongly disrupted people's daily work and life, a great amount of scientific research has been conducted to understand the key characteristics of this new epidemic. In this manuscript, we focus on four crucial epidemic metrics with regard to the COVID-19, namely the basic reproduction number, the incubation period, the serial interval and the epidemic doubling time. We collect relevant studies based on the COVID-19 data in China and conduct a meta-analysis to obtain pooled estimates on the four metrics. From the summary results, we conclude that the COVID-19 has stronger transmissibility than SARS, implying that stringent public health strategies are necessary.",basic reproduction number; epidemic doubling time; incubation period; meta-analysis; sensitivity analysis; serial interval,Preprint; Journal Article,,title_abstract,strict,936,332,1268,2701.9,unlikely_candidate,3,"This study is highly relevant to the research question regarding COVID-19 and its basic reproduction number. However, it is a meta-analysis, meaning it synthesizes existing data rather than presenting original empirical evidence.",4,"The title and abstract explicitly mention 'COVID-19' multiple times, indicating a central focus on the disease.",4,"The abstract discusses 'people's daily work and life' and 'public health strategies', implying a focus on human populations.",3,"The abstract mentions collecting studies based on 'COVID-19 data in China', indicating a real-world geographic context.",1,"The title and abstract explicitly state 'Meta-analysis', and 'Publication Types' include 'Meta-analysis', indicating it is not an original empirical study.",4,"The title, keywords, and abstract explicitly mention 'basic reproduction number' and 'R0' as a key metric of focus.",,,,
