PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,screening_mode,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,fulltext_status,fulltext_path,fulltext_eligible,fulltext_markdown
32658430,,The Detection of Novel Coronavirus Antibodies is an Important Supplementary Detection Method for Screening of High-Risk Population.,"Wang D, Jia X, Huang T, Wang H, Li S, Ren T, Nie H, Chen Z, Song C, Zhou Y, Ma W, Shen H.",Clin Lab. 2020 Jul 1;66(7). doi: 10.7754/Clin.Lab.2020.200504.,Wang,Clinical laboratory,2020,2020/07/14,,,10.7754/Clin.Lab.2020.200504,,"[MeSH] Antibodies, Viral; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] COVID-19 Testing; [MeSH] Clinical Laboratory Techniques; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Immunoglobulin G; [MeSH] Immunoglobulin M; [MeSH] Mass Screening; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] RNA, Viral; [MeSH] SARS-CoV-2",title_only,lenient,possible_candidate,3,"This paper is clearly about SARS-CoV-2/COVID-19 antibodies and likely involves human screening, but title-only metadata do not confirm that it reports population-level seroprevalence or antibody prevalence estimates. Because the title emphasizes antibody detection as a screening method rather than prevalence measurement, relevance to the review question is plausible but uncertain.",4,"The title explicitly refers to 'Novel Coronavirus antibodies' and the keywords include COVID-19 and SARS-CoV-2, so disease relevance is unmistakable even with limited metadata.",3,"The title mentions screening of a 'high-risk population' and the keywords include Humans and Mass Screening, suggesting a human population focus, though title-only evidence remains limited.",2,"The study appears to concern screening in a real-world population setting, but no specific geographic or field setting is stated in the sparse metadata.",2,"The title suggests a testing/screening study and may reflect empirical work, but without an abstract it is unclear whether this is original data versus a methodological or opinion piece.",2,"The title concerns detection of coronavirus antibodies in screening, which is plausibly related to serological evidence, but it does not explicitly indicate seroprevalence, serosurvey design, or antibody prevalence estimates.",pmc_unavailable,,pmc_unavailable,
32504745,,High SARS-CoV-2 antibody prevalence among healthcare workers exposed to COVID-19 patients.,"Chen Y, Tong X, Wang J, Huang W, Yin S, Huang R, Yang H, Chen Y, Huang A, Liu Y, Chen Y, Yuan L, Yan X, Shen H, Wu C.",J Infect. 2020 Sep;81(3):420-426. doi: 10.1016/j.jinf.2020.05.067. Epub 2020 Jun 4.,Chen,The Journal of infection,2020,2020/06/07,PMC7270786,,10.1016/j.jinf.2020.05.067,"The seroprevalence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was examined among 105 healthcare workers (HCWs) exposed to four patients who were laboratory confirmed with coronavirus disease 2019 (COVID-19), the disease caused by SARS-CoV-2 infection. These HCWs were immediately under quarantine for 14 days as soon as they were identified as close contacts. The nasopharyngeal swab samples were collected on the first and 14th day of the quarantine, while the serum samples were obtained on the 14th day of the quarantine. With the assay of enzyme immunoassay (EIA) and microneutralization assay, 17.14% (18/105) of HCWs were seropositive, while their swab samples were found to be SARS-CoV-2 RNA negative. Risk analysis revealed that wearing face mask could reduce the infection risk (odds ratio [OR], 0.127, 95% confidence interval [CI] 0.017, 0.968), while when exposed to COVID-19 patients, doctors might have higher risk of seroconversion (OR, 346.837, 95% CI 8.924, 13479.434), compared with HCWs exposed to colleagues as well as nurses and general service assistants who exposed to patients. Our study revealed that the serological testing is useful for the identification of asymptomatic or subclinical infection of SARS-CoV-2 among close contacts with COVID-19 patients.",COVID-19; Healthcare workers; Risk factors; SARS-CoV-2; Seroprevalence,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human field study of SARS-CoV-2 that reports a direct seroprevalence estimate in a defined exposed population of healthcare workers in China, using serological and neutralization assays. While the cohort is occupational and not general-population based, the reported antibody prevalence is explicit and usable as seroepidemiologic evidence.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, e.g., the title, summary, and methods describe 'healthcare workers exposed to COVID-19 patients' and testing for 'SARS-CoV-2 antibody prevalence.' Disease focus is central throughout the paper.",4,This is a human study of 105 healthcare workers in Nanjing Drum Tower Hospital who were quarantined and sampled after exposure to four COVID-19 patients. The population is clearly real human participants rather than animals or purely laboratory specimens.,4,"The study was conducted in a real-world hospital setting in Nanjing, Jiangsu, China, with field exposure context involving healthcare workers and identified COVID-19 patients. The paper reports actual exposure histories, quarantine, and hospital-based transmission context.",4,"The article reports original empirical data: questionnaires, nasopharyngeal swabs, serum collection, EIA serology, microneutralization assays, and statistical risk-factor analyses on 105 HCWs. Tables 1-2 and Fig. 2 present primary study results.",4,"The target parameter is explicit and central: the study 'aimed to evaluate the seroprevalence of SARS-CoV-2' and reports '17.14% (18/105) of HCWs were seropositive' based on EIA plus microneutralization confirmation. This is directly a seroprevalence/antibody prevalence estimate, not merely assay development or immunogenicity.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32504745\PMID_32504745.md,,
32434708,,SARS-CoV-2-specific antibody detection in healthcare workers in Germany with direct contact to COVID-19 patients.,"Korth J, Wilde B, Dolff S, Anastasiou OE, Krawczyk A, Jahn M, Cordes S, Ross B, Esser S, Lindemann M, Kribben A, Dittmer U, Witzke O, Herrmann A.",J Clin Virol. 2020 Jul;128:104437. doi: 10.1016/j.jcv.2020.104437. Epub 2020 May 13.,Korth,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,2020,2020/05/22,PMC7219425,,10.1016/j.jcv.2020.104437,"BACKGROUND: The novel coronavirus SARS-CoV-2 is associated with a severe respiratory manifestation, COVID-19, and presents a challenge for healthcare systems worldwide. Healthcare workers are a vulnerable cohort for SARS-CoV-2 infection due to frequent and close contact to patients with COVID-19. STUDY DESIGN: Serum samples from 316 healthcare workers of the University Hospital Essen, Germany were tested for SARS-CoV-2-IgG antibodies. A questionnaire was used to collect demographic and clinical data. Healthcare workers were grouped depending on the frequency of contact to COVID-19 patients in high-risk-group (n = 244) with daily contact to known or suspected SARS-CoV-2 positive patients, intermediated-risk-group (n = 37) with daily contact to patients without known or suspected SARS-CoV-2 infection at admission and low-risk-group (n = 35) without patient contact. RESULTS: In 5 of 316 (1.6 %) healthcare workers SARS-CoV-2-IgG antibodies could be detected. The seroprevalence was higher in the intermediate-risk-group vs. high-risk-group (2/37 (5.4 %) vs. 3/244 (1.2 %), p = 0.13). Four of the five subject were tested negative for SARS-CoV-2 via PCR. One (20 %) subject was not tested via PCR since he was asymptomatic. CONCLUSION: The overall seroprevalence of SARS-CoV-2 in healthcare workers of a tertiary hospital in Germany is low (1.6 %). The data indicate that the local hygiene standard might be effective.",Antibody detection; COVID-19; Healthcare workers; SARS-CoV-2; Seroprevalence,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human seroprevalence study of SARS-CoV-2 in a defined real-world population, reporting explicit anti-SARS-CoV-2 IgG prevalence estimates that could inform infection burden, although the population is healthcare workers rather than the general population.",4,"The full text is explicitly about SARS-CoV-2/COVID-19 throughout; the title states ""SARS-CoV-2-specific antibody detection"" and the study tests ""SARS-CoV-2-IgG antibodies"" in healthcare workers.",4,"This is a human study of 316 healthcare workers at the University Hospital Essen, with demographic and symptom data collected by questionnaire in a prospective cross-sectional design.",4,"The study is set in a real-world geographic healthcare setting: ""University Hospital Essen, Germany,"" with participants grouped by occupational exposure on designated COVID-19 wards, other wards, and no patient contact.",4,"The paper reports original primary data from a prospective cross-sectional monocentric study, including serum testing of 316 workers and empirical serology results by risk group.",4,"The target parameter is central and explicitly reported: the paper calls itself ""the first SARS-CoV-2 seroprevalence study"" in these workers and reports antibody prevalence estimates such as ""5 of 316 (1.6%)"" overall, with group-specific seroprevalence (1.2%, 5.4%, 0%).",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32434708\PMID_32434708.md,,
32700672,,"SARS-CoV-2 IgG seroprevalence in blood donors located in three different federal states, Germany, March to June 2020.","Fischer B, Knabbe C, Vollmer T.",Euro Surveill. 2020 Jul;25(28):2001285. doi: 10.2807/1560-7917.ES.2020.25.28.2001285.,Fischer,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2020,2020/07/24,PMC7376847,,10.2807/1560-7917.ES.2020.25.28.2001285,"Most cases of coronavirus disease 2019 are mild or asymptomatic. Therefore, many cases remain unrecorded. We determined seroprevalence of IgG antibodies against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in 3,186 regular blood donors in three German federal states between 9 March and 3 June 2020. The IgG seroprevalence was 0.91% (95% confidence interval (CI): 0.58-1.24) overall, ranging from 0.66% (95% CI: 0.13-1.19) in Hesse to 1.22% (95% CI: 0.33-2.10) in Lower-Saxony.","COVID-19, anti-SARS-CoV-2 IgG seroprevalence in Germany; SARS-CoV-2",full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human field study of SARS-CoV-2 antibody seroprevalence in a defined German population, with explicit overall and regional IgG seroprevalence estimates that could inform inference about cumulative infection burden.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, with the title and methods stating measurement of 'anti-SARS-CoV-2 IgG seroprevalence' in blood donors and discussing COVID-19 infection and unrecorded cases.",4,"This is a human study of 3,186 regular blood donors in Germany; the methods describe residual samples from male and female donors and discuss representativeness of this human cohort.",4,"The study is set in a real-world geographic context, sampling blood donors from three German federal states: North Rhine-Westphalia, Lower Saxony, and Hesse, between March and June 2020.",4,"The paper reports original empirical serology data from 3,186 donor samples, including assay methods, confirmatory testing, and observed seroprevalence estimates with 95% CIs by region.",4,"The target parameter is central and explicitly reported: 'Overall, we found an anti-SARS-CoV-2 IgG seroprevalence of 0.91% (29/3,186; 95% CI: 0.58–1.24),' with regional seroprevalence values also shown in the table.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32700672\PMID_32700672.md,,
32611913,,National sero-surveillance to monitor the trend of SARS-CoV-2 infection transmission in India: Protocol for community-based surveillance.,"Kumar MS, Bhatnagar T, Manickam P, Kumar VS, Rade K, Shah N, Kant S, Babu GR, Zodpey S, Girish Kumar CP, Vivian Thangaraj JW, Chatterjee P, Kanungo S, Pandey RM, Murhekar M, Singh SK, Sarkar S, Muliyi JP, Gangakhedkar RR, Reddy DCS.",Indian J Med Res. 2020 May;151(5):419-423. doi: 10.4103/ijmr.IJMR_1818_20.,Kumar,The Indian journal of medical research,2020,2020/07/03,PMC7530446,,10.4103/ijmr.IJMR_1818_20,"Conducting population-based serosurveillance for severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2) will estimate and monitor the trend of infection in the adult general population, determine the socio-demographic risk factors and delineate the geographical spread of the infection. For this purpose, a serial cross-sectional survey would be conducted with a sample size of 24,000 distributed equally across four strata of districts categorized on the basis of the incidence of reported cases of COVID-19. Sixty districts will be included in the survey. Simultaneously, the survey will be done in 10 high-burden hotspot cities. ELISA-based antibody tests would be used. Data collection will be done using a mobile-based application. Prevalence from the group of districts in each of the four strata will be pooled to estimate the population prevalence of COVID-19 infection, and similarly for the hotspot cities, after adjusting for demographic characteristics and antibody test performance. The total number of reported cases in the districts and hotspot cities will be adjusted using this seroprevalence to estimate the expected number of infected individuals in the area. Such serosurveys repeated at regular intervals can also guide containment measures in respective areas. State-specific context of disease burden, priorities and resources should guide the use of multifarious surveillance options for the current COVID-19 epidemic.",Antibody - COVID-19 - hotspot - SARS-CoV-2 - serial cross-sectional - seroprevalence - surveillance - trend,full_text,strict,possible_candidate,3,"The full text strongly confirms relevance to SARS-CoV-2, human populations, and real-world community serosurveillance in India. However, this article is a protocol rather than a completed empirical serosurvey, so while the target parameter is clearly intended and specified, the paper itself does not provide observed seroprevalence results or original empirical antibody prevalence data.",4,"The full text is explicitly about COVID-19/SARS-CoV-2 throughout, including the title, objectives, and protocol sections describing surveillance for 'SARS-CoV-2 infection' and 'COVID-19 infection'.",4,"This is a community-based human study protocol targeting the 'adult general population' in India, with household sampling of adults aged 18 years or more in districts and hotspot cities.",4,"The surveillance is set in real-world geographic contexts across India, including 60 districts stratified by reported case incidence and 10 high-burden hotspot cities.",2,"The article presents an original national serosurveillance protocol with sampling design, procedures, and planned analyses, but it does not report collected data or empirical results from implemented surveys in this paper.",2,"Seroprevalence is central to the planned study: the protocol aims 'to estimate and monitor the trend of seroprevalence,' and the analysis plan states seroprevalence and seropositivity will be estimated using ELISA-based IgG testing. However, the paper is only a protocol and does not actually report observed seroprevalence or antibody prevalence estimates.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32611913\PMID_32611913.md,,
32777699,✓,SARS-CoV-2 IgG antibody responses in New York City.,"Reifer J, Hayum N, Heszkel B, Klagsbald I, Streva VA.",Diagn Microbiol Infect Dis. 2020 Nov;98(3):115128. doi: 10.1016/j.diagmicrobio.2020.115128. Epub 2020 Jul 21.,Reifer,Diagnostic microbiology and infectious disease,2020,2020/08/11,PMC7372255,,10.1016/j.diagmicrobio.2020.115128,"Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) is a strain of coronavirus that causes coronavirus disease 2019 (Covid-19) and has been declared a global pandemic by the World Health Organization. Total cases of SARS-CoV-2 worldwide exceed 10.2 million, with over 503,000 deaths recorded. Little is known about the body's immune response to SARS-CoV-2 infection. In this paper, we describe SARS-CoV-2 IgG antibody responses in 28,523 patients from the New York City metropolitan area and report a SARS-CoV-2 IgG positivity rate of 44%, indicating the widespread nature of the pandemic in the city and state of New York. Additionally, for a subset of patients, we report on the correlation between SARS-CoV-2 patient symptom severity and level of SARS-CoV-2 IgG antibody found in the patient sample.","[MeSH] Antibodies, Viral; [MeSH] Antibody Formation; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Female; [MeSH] Humans; [MeSH] Immunoglobulin G; [MeSH] Male; [MeSH] New York City; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Severity of Illness Index",full_text,strict,strong_candidate,4,"The full text confirms strong relevance to the review question. It provides original human empirical data on SARS-CoV-2 antibody positivity/seropositivity in a large New York City patient population, including an overall 44% IgG positivity rate and age-stratified positivity estimates, which can inform infection fatality rate inference despite being based on a tested clinical population rather than a representative community sample.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, including SARS-CoV-2 IgG testing, symptom severity, and prior infection in New York City patients. The title, abstract, methods, and results all center on SARS-CoV-2 antibody responses.",4,"This is a human study of 28,523 patients from primary care providers and urgent care facilities, plus a 240-patient clinical subset. The participants are clearly real patients from the New York City metropolitan area.",4,"The study is set in a real-world geographic context: New York City and surrounding suburbs including Westchester, Rockland, Orange, Nassau, and Suffolk counties. Results are presented as a snapshot of SARS-CoV-2 IgG positivity in this field population.",4,"The paper reports original empirical laboratory and clinical data: 28,523 SARS-CoV-2 IgG tests and a 240-patient subset with symptom severity scores linked to semi-quantitative IgG levels. Methods describe patient sources, assay platform, and statistical analysis.",4,"The paper directly reports the target parameter in the full text: 'Of these, 12,424 were SARS-CoV-2 IgG positive indicating a 44% positivity rate in our patient population,' with age-specific positivity rates shown in Fig. 3. This is a concrete antibody prevalence/seropositivity estimate from a large tested population, not just immunogenicity or assay validation.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32777699\PMID_32777699.md,,
32797108,,High seroprevalence for SARS-CoV-2 among household members of essential workers detected using a dried blood spot assay.,"McDade TW, McNally EM, Zelikovich AS, D'Aquila R, Mustanski B, Miller A, Vaught LA, Reiser NL, Bogdanovic E, Fallon KS, Demonbreun AR.",PLoS One. 2020 Aug 14;15(8):e0237833. doi: 10.1371/journal.pone.0237833. eCollection 2020.,McDade,PloS one,2020,2020/08/16,PMC7428174,,10.1371/journal.pone.0237833,"OBJECTIVE: Serological testing is needed to investigate the extent of transmission of SARS-CoV-2 from front-line essential workers to their household members. However, the requirement for serum/plasma limits serological testing to clinical settings where it is feasible to collect and process venous blood. To address this problem we developed a serological test for SARS-CoV-2 IgG antibodies that requires only a single drop of finger stick capillary whole blood, collected in the home and dried on filter paper (dried blood spot, DBS). We describe assay performance and demonstrate its utility for remote sampling with results from a community-based study. METHODS: An ELISA to the receptor binding domain of the SARS-CoV-2 spike protein was optimized to quantify IgG antibodies in DBS. Samples were self-collected from a community sample of 232 participants enriched with health care workers, including 30 known COVID-19 cases and their household members. RESULTS: Among 30 individuals sharing a household with a virus-confirmed case of COVID-19, 80% were seropositive. Of 202 community individuals without prior confirmed acute COVID-19 diagnoses, 36% were seropositive. Of documented convalescent COVID-19 cases from the community, 29 of 30 (97%) were seropositive for IgG antibodies to the receptor binding domain. CONCLUSION: DBS ELISA provides a minimally-invasive alternative to venous blood collection. Early analysis suggests a high rate of transmission among household members. High rates of seroconversion were also noted following recovery from infection. Serological testing for SARS-CoV-2 IgG antibodies in DBS samples can facilitate seroprevalence assessment in community settings to address epidemiological questions, monitor duration of antibody responses, and assess if antibodies against the spike protein correlate with protection from reinfection.","[MeSH] Adolescent; [MeSH] Adult; [MeSH] Aged; [MeSH] Antibodies, Viral; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Dried Blood Spot Testing; [MeSH] Enzyme-Linked Immunosorbent Assay; [MeSH] Family Characteristics; [MeSH] Female; [MeSH] Health Personnel; [MeSH] Humans; [MeSH] Immunoglobulin G; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Seroepidemiologic Studies; [MeSH] Serologic Tests; [MeSH] Spike Glycoprotein, Coronavirus; [MeSH] Young Adult",full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human community-based SARS-CoV-2 antibody study conducted in real household/community settings and explicitly reports seroprevalence/seropositivity estimates, although the sample is enriched for essential-worker households rather than representing a general population.",4,"The full text is explicitly about SARS-CoV-2/COVID-19 throughout, including the title, abstract, and methods: 'High seroprevalence for SARS-CoV-2' and 'Serological testing for SARS-CoV-2 IgG antibodies.' Disease focus is central to the study.",4,"This is a human community study: 'A community-based sample of 232 adults was recruited' and includes known COVID-19 cases and their household members. Participants were adults, household members, healthcare workers, and first responders, not animals or purely in vitro samples.",4,"The study was conducted in a real-world community and household setting, with self-collected dried blood spots from participants between April 18 and May 20, 2020. It analyzes exposure in households of essential workers and healthcare workers in the community.",4,"The paper reports original empirical data, including assay validation, matched serum-DBS comparisons, and results from 232 participants with measured IgG values. Tables and figures provide primary data on seropositivity and follow-up seroconversion.",4,"The target parameter is explicit and central: the paper reports 'seroprevalence' and 'seropositive' proportions, e.g., 'Among 30 individuals sharing a household with a virus-confirmed case of COVID-19, 80% were seropositive,' and 'For the 202 unconfirmed/negative individuals... 33 (16%) seropositive, 40 (20%) low seropositive.' Fig 4A is labeled 'Seroprevalence in 202 samples collected from the community.'",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32797108\PMID_32797108.md,,
32524515,,Perceived versus proven SARS-CoV-2-specific immune responses in health-care professionals.,"Behrens GMN, Cossmann A, Stankov MV, Witte T, Ernst D, Happle C, Jablonka A.",Infection. 2020 Aug;48(4):631-634. doi: 10.1007/s15010-020-01461-0. Epub 2020 Jun 10.,Behrens,Infection,2020,2020/06/12,PMC7286418,,10.1007/s15010-020-01461-0,"There have been concerns about high rates of thus far undiagnosed SARS-CoV-2 infections in the health-care system. The COVID-19 Contact (CoCo) Study follows 217 frontline health-care professionals at a university hospital with weekly SARS-CoV-2-specific serology (IgA/IgG). Study participants estimated their personal likelihood of having had a SARS-CoV-2 infection with a mean of 21% [median 15%, interquartile range (IQR) 5-30%]. In contrast, anti-SARS-CoV-2 IgG prevalence was about 1-2% at baseline. Regular anti-SARS-CoV-2 IgG testing of health-care professionals may aid in directing resources for protective measures and care of COVID-19 patients in the long run.",COVID-19; Diagnostics; ELISA; Health-care professionals; Health-care worker; IgA; IgG; Immunoglobulin; SARS-CoV-2; Seroprevalence,full_text,strict,strong_candidate,4,"The full text strongly supports relevance: it is an original SARS-CoV-2 serology study in a defined human population and real-world setting, with explicit reporting of anti-SARS-CoV-2 IgG prevalence. Although focused on health-care professionals rather than the general population, it clearly provides antibody prevalence data that could inform infection burden estimation.",4,"The full text is explicitly centered on SARS-CoV-2/COVID-19, including the title, abstract, and methods: the CoCo study monitored 'SARS-CoV-2-specific serology (IgA/IgG)' in frontline health-care professionals.",4,"This is a human study of 217 frontline health-care professionals at a university hospital; participant demographics, occupations, exposures, and symptoms are reported in detail.",4,"The study was conducted in a real-world hospital setting in Northern Germany, with enrollment 'between March 23 and April 17' among staff from emergency rooms, ICUs, wards, and outpatient departments.",4,"The paper reports original empirical data from a prospective cohort/monitoring study, including ELISA test results, participant questionnaires, and observed IgG/IgA findings in 217 health-care professionals.",4,"The target parameter is directly reported: 'anti-SARS-CoV-2 IgG prevalence was in the range of 1-2%' at baseline, based on serologic testing of the cohort. This is a population-level antibody prevalence estimate rather than only assay validation or immunogenicity.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32524515\PMID_32524515.md,,
32762796,✓,"Repeated leftover serosurvey of SARS-CoV-2 IgG antibodies, Greece, March and April 2020.","Bogogiannidou Z, Vontas A, Dadouli K, Kyritsi MA, Soteriades S, Nikoulis DJ, Mouchtouri VΑ, Koureas M, Kazakos EI, Spanos EG, Gioula G, Ntzani EE, Eleftheriou AA, Vatopoulos A, Petinaki E, Papaevangelou V, Speletas M, Tsiodras S, Hadjichristodoulou C.",Euro Surveill. 2020 Aug;25(31):2001369. doi: 10.2807/1560-7917.ES.2020.25.31.2001369.,Bogogiannidou,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,2020,2020/08/09,PMC7459271,,10.2807/1560-7917.ES.2020.25.31.2001369,"A serosurvey of IgG antibodies against severe acute respiratory coronavirus 2 (SARS-CoV-2) was performed during March and April 2020. Among 6,586 leftover sera, 24 (0.36%) were positive, with higher prevalence in females, older individuals and residents of large urban areas. Seroprevalence was estimated at 0.02% and 0.25%, respectively, in March and April, infection fatality rate at 2.66% and 0.54%. Our findings confirm low COVID-19 incidence in Greece and possibly the effectiveness of early measures.",COVID-19; Greece; SARS-CoV-2 IgG antibodies; serosurvey,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is a nationwide human SARS-CoV-2 serosurvey in Greece reporting original anti-SARS-CoV-2 IgG seroprevalence estimates and using them to derive infection fatality rates, making it highly pertinent for IFR inference.",4,"The full text is explicitly about SARS-CoV-2/COVID-19 throughout, including the title and aim: 'Repeated leftover serosurvey of SARS-CoV-2 IgG antibodies' and 'to estimate the prevalence of... SARS-CoV-2 IgG antibodies' and assess COVID-19 IFR.",4,"This is a human population study using 'residual sera from the general population' collected from individuals visiting 27 public/private laboratories across Greece, with age, sex, residence, and sampling date recorded.",4,"The study is set in a real-world national geographic context in Greece, using a geographically stratified sampling plan across 13 regions/NUTS units and reporting urban vs rest-of-country results.",4,"The paper reports original empirical data from 6,586 leftover serum samples collected in March-April 2020, laboratory testing with Abbott SARS-CoV-2 IgG assay, and primary statistical analyses of seroprevalence and IFR.",4,"The target parameter is central and explicitly reported: 'seroprevalence was estimated at 0.02% and 0.25%, respectively, in March and April,' with tables showing crude and adjusted anti-SARS-CoV-2 IgG seroprevalence (S1-S4) by age, sex, and geography.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32762796\PMID_32762796.md,,
32780376,,[The prevalence rate of anti-SARS-CoV-2-IgG is 1.2% - Screening in asymptomatic outpatients in Germany (Northrhine-Westfalia)].,Herrmann BL.,MMW Fortschr Med. 2020 Aug;162(14):44-46. doi: 10.1007/s15006-020-0750-y.,Herrmann,MMW Fortschritte der Medizin,2020,2020/08/12,PMC7417847,,10.1007/s15006-020-0750-y,"Patients with newly diagnosed COVID-19 (coronavirus disease 2019) develop antibodies against SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2). To date, few data have been obtained of the prevalence of SARS-CoV-2-antibodies in general population and in asymptomatic outpatients in Germany.From March 26 to June 4 2020, 415 asymptomatic outpatients were tested prospectively in Northrhine-Westfalia (Germany), to detect SARS-CoV-2-IgG-antibodies. In case of a positive result, anti-SARS-CoV-2-IgA was determined additionally.5 of 415 asymptomatic outpatients had positive SARS-CoV-2-IgG-antibodies with a calculated prevalence of 1.2%. Reference range of anti-SARS-CoV-2-IgA and IgG was defined as ratio for negative < 0.8, borderline 0.8-1.1 and > 1.1 positive. The mean concentration of SARS-CoV-2-IgG-antibodies of the positive 5 outpatients was lower than in symptomatic patients with COVID-19 (n = 12) and positive PCR of SARS-CoV-2 (3.04 ± 2.58 versus 8.05 ± 6.70; p = 0.002). 4 of 5 patients had elevated SARS-CoV-2-IgA-antibodies (1.61 ± 0.82). In 408 screening-outpatients with negative anti-SARS-CoV-2-ELISA-IgG (< 0.8), the mean ratio was 0.25 ± 0.13. Two patients were in the borderline range (0.83 and 0.86).The prevalence of 1.2% of SARS-CoV-2-IgG-antibodies and consequently the rate of infection in asymptomatic outpatients in Northrhine-Westfalia (Germany) is low. The impact of virus neutralisation by antibodies and consequently immunization is the challenge of further investigations.",IgG-antibodies; SARS-CoV-2; prevalence; screening,full_text,strict,strong_candidate,4,"The full text strongly supports relevance to the review question. It is an original human field study in Germany that directly measures anti-SARS-CoV-2 IgG prevalence in an outpatient population and reports a population-level antibody prevalence estimate of 1.2%, which is the key target parameter for seroepidemiologic inference.",4,"The full text is explicitly about SARS-CoV-2/COVID-19, including the title 'The prevalence rate of anti-SARS-CoV-2-IgG is 1.2%' and repeated discussion of 'SARS-CoV-2-IgG-AK' and COVID-19.",4,This is a human study of '415 asymptomatic outpatients' in Germany; the patient cohort and clinical screening context are clearly described in the methods and results.,4,"The study was conducted in a real-world geographic setting: 'Einzugsgebiet Nordrhein-Westfalen [NRW], Deutschland' / 'Northrhine-Westfalia (Germany)', with sampling dates from 26.3.–4.6.2020.",4,"It reports original primary data from a 'monozentrischen prospektiven Erhebung' in which 415 patients were screened and 5 tested IgG-positive, with additional assay results and a comparison group of 12 PCR-positive COVID-19 patients.",4,"The target parameter is directly reported: 'Daraus errechnete sich eine Prävalenz von 1,2% in dieser Stichprobe' for anti-SARS-CoV-2 IgG among asymptomatic outpatients. The title, abstract, figure, and discussion all frame this as an antibody prevalence/seroprevalence study rather than only assay validation or immunogenicity work.",screened,D:\AILab\MAS\Meta-Analysis\MetaAgent-Epi\dev\paper_pool\markdown\PMID_32780376\PMID_32780376.md,,
