PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,transmission_score,transmission_justification,fulltext_status,fulltext_path
32538775,,"Combating sars-cov-2 through lipoxins, proteasome, caveolin and nuclear factor-κb pathways in non-pregnant and pregnant populations.","Celik O, Celik N, Aydin S, Baysal B, Aydin S, Saglam A, Gursu Y, Dalkilic S, Ulas M, Ozcil MD, Tayyar AT, Cengiz F, Ugur K, Akkoc RF, Ersahin AA.",Cell Mol Biol (Noisy-le-grand). 2020 Jun 5;66(3):221-229.,Celik,"Cellular and molecular biology (Noisy-le-Grand, France)",2020,2020/06/16,,,,"It can be misleading to think that the new severe acute respiratory syndrome coronavirus (SARS-CoV2) which has a very strong mutation and adaptation capabilities, uses only the angiotensin-converting enzyme II (ACE2) pathway to reach target cells. Despite all the precautions taken, the pandemic attack continues and the rapid increase in the number of deaths suggest that this virus has entered the cell through different pathways and caused damage through different mechanisms. The main reason why the ACE2 pathway comes to the fore in all scientific studies is that this receptor is located at the entry point of basic mechanisms that provide alveolo-capillary homeostasis. SARS-CoV-2 has to use nuclear factor-κB (NF-kB), caveloae, clathrin, lipoxin, serine protease and proteasome pathways in addition to ACE2 to enter the target cell and initiate damage. For this reason, while new drug development studies are continuing, in order to be beneficial to patients in their acute period, it is imperative that we are able to come up with drugs that activate or inhibit these pathways and are currently in clinical use. It is also critical that we adopt these new pathways to the treatment of pregnant women affected by SARS-CoV-2, based on the scientific data we use to treat the general population.","ACE2; Nuclear factor-κB; Off label drugs; Proteasome, Lipoxin; SARS-CoV-2; Serine protease.; Viral entry pathways",title_abstract,unlikely_candidate,1,"Although the paper is clearly about SARS-CoV-2, it focuses on mechanistic entry pathways and potential drug targets rather than transmission dynamics. It does not report or estimate R0 (or related metrics) and does not present original empirical evidence, making it unlikely to answer the review question.",4,"Explicitly focuses on SARS-CoV-2/COVID-19 and related host pathways (ACE2, NF-κB, etc.).",2,"Discusses non-pregnant and pregnant populations, implying humans, but does not describe a specific human study sample or data.",0,No geographic setting or study location is described.,0,Appears to be a narrative/pathway-focused discussion proposing therapeutic approaches; no original empirical data or estimation is described in the abstract.,0,"No mention of reproductive number, reproduction number, R0, or any quantified transmission metric; focus is on viral entry pathways and treatment targets.",,
32677705,,Data-driven inference of the reproduction number for COVID-19 before and after interventions for 51 European countries.,"Karnakov P, Arampatzis G, Kičić I, Wermelinger F, Wälchli D, Papadimitriou C, Koumoutsakos P.",Swiss Med Wkly. 2020 Jul 10;150:w20313. doi: 10.4414/smw.2020.20313. eCollection 2020 Jul 13.,Karnakov,Swiss medical weekly,2020,2020/07/18,,,10.4414/smw.2020.20313,"The reproduction number is broadly considered as a key indicator for the spreading of the COVID-19 pandemic. Its estimated value is a measure of the necessity and, eventually, effectiveness of interventions imposed in various countries. Here we present an online tool for the data-driven inference and quantification of uncertainties for the reproduction number, as well as the time points of interventions for 51 European countries. The study relied on the Bayesian calibration of the SIR model with data from reported daily infections from these countries. The model fitted the data, for most countries, without individual tuning of parameters. We also compared the results of SIR and SEIR models, which give different estimates of the reproduction number, and provided an analytical relationship between the respective numbers. We deployed a Bayesian inference framework with efficient sampling algorithms, to present a publicly available graphical user interface (https://cse-lab.ethz.ch/coronavirus) that allows the user to assess and compare predictions for pairs of European countries. The results quantified the rate of the disease&rsquo;s spread before and after interventions, and provided a metric for the effectiveness of non-pharmaceutical interventions in different countries. They also indicated how geographic proximity and the times of interventions affected the progression of the epidemic.","[MeSH] Basic Reproduction Number; [MeSH] Bayes Theorem; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Communicable Disease Control; [MeSH] Coronavirus Infections; [MeSH] Disease Transmission, Infectious; [MeSH] Epidemiologic Measurements; [MeSH] Epidemiological Monitoring; [MeSH] Europe; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Uncertainty",title_abstract,strong_candidate,4,"The study explicitly estimates the COVID-19 reproduction number (primary aim) using real-world reported infection data across 51 European countries, with Bayesian calibration and uncertainty quantification. It directly addresses R0/reproduction-number estimation before and after interventions, matching all core relevance dimensions.",4,"Explicitly focuses on COVID-19/SARS-CoV-2 (title, abstract, and MeSH terms).",4,"Uses reported daily infections from 51 European countries, implying human populations (also listed as MeSH: Humans).",4,Explicitly includes 51 European countries and compares country-level trajectories and interventions.,4,Performs Bayesian calibration of SIR/SEIR models using observed daily infection data to estimate reproduction numbers; this is original empirical modeling (not a review/commentary).,4,"Central focus is inference of the reproduction number for COVID-19, including estimates before/after interventions and uncertainty quantification.",,
32963585,,Controlling the Spread of COVID-19: Optimal Control Analysis.,"Madubueze CE, Dachollom S, Onwubuya IO.",Comput Math Methods Med. 2020 Sep 17;2020:6862516. doi: 10.1155/2020/6862516. eCollection 2020.,Madubueze,Computational and mathematical methods in medicine,2020,2020/09/23,PMC7499329,,10.1155/2020/6862516,"Coronavirus disease 2019 (COVID-19) is a disease caused by severe acute respiratory syndrome coronavirus 2 (SARS CoV-2). It was declared on March 11, 2020, by the World Health Organization as pandemic disease. The disease has neither approved medicine nor vaccine and has made governments and scholars search for drastic measures in combating the pandemic. Regrettably, the spread of the virus and mortality due to COVID-19 has continued to increase daily. Hence, it is imperative to control the spread of the disease particularly using nonpharmacological strategies such as quarantine, isolation, and public health education. This work studied the effect of these different control strategies as time-dependent interventions using mathematical modeling and optimal control approach to ascertain their contributions in the dynamic transmission of COVID-19. The model was proven to have an invariant region and was well-posed. The basic reproduction number and effective reproduction numbers were computed with and without interventions, respectively, and were used to carry out the sensitivity analysis that identified the critical parameters contributing to the spread of COVID-19. The optimal control analysis was carried out using the Pontryagin's maximum principle to figure out the optimal strategy necessary to curtail the disease. The findings of the optimal control analysis and numerical simulations revealed that time-dependent interventions reduced the number of exposed and infected individuals compared to time-independent interventions. These interventions were time-bound and best implemented within the first 100 days of the outbreak. Again, the combined implementation of only two of these interventions produced a good result in reducing infection in the population. While, the combined implementation of all three interventions performed better, even though zero infection was not achieved in the population. This implied that multiple interventions need to be deployed early in order to reduce the virus to the barest minimum.","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Computer Simulation; [MeSH] Coronavirus Infections; [MeSH] Health Education; [MeSH] Humans; [MeSH] Mathematical Concepts; [MeSH] Models, Biological; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Public Health; [MeSH] Quarantine; [MeSH] SARS-CoV-2",title_abstract,possible_candidate,3,"The study explicitly computes the basic reproduction number and effective reproduction numbers for COVID-19, making it directly relevant to R0. However, the abstract suggests a theoretical optimal-control model and does not clearly state use of original real-world data to estimate R0, so empirical evidence relevance is uncertain.",4,The title/abstract explicitly focus on COVID-19 caused by SARS-CoV-2 and on controlling its spread.,3,"Keywords include Humans and the abstract discusses infection dynamics in a human population (exposed/infected individuals), not animal/in vitro work.",2,No specific country/region or setting is stated in the abstract; appears to be a general modeling study not tied to a defined location.,2,Appears to be a mathematical/optimal control modeling study with numerical simulations; the abstract does not clearly indicate calibration to observed empirical data.,4,The abstract explicitly states that the basic reproduction number and effective reproduction numbers were computed (with and without interventions) and used for sensitivity analysis.,,
32831142,,Risk estimation and prediction of the transmission of coronavirus disease-2019 (COVID-19) in the mainland of China excluding Hubei province.,"Wan H, Cui JA, Yang GJ.",Infect Dis Poverty. 2020 Aug 24;9(1):116. doi: 10.1186/s40249-020-00683-6.,Wan,Infectious diseases of poverty,2020,2020/08/25,PMC7443853,,10.1186/s40249-020-00683-6,"BACKGROUND: In December 2019, an outbreak of coronavirus disease (later named as COVID-19) was identified in Wuhan, China and, later on, detected in other parts of China. Our aim is to evaluate the effectiveness of the evolution of interventions and self-protection measures, estimate the risk of partial lifting control measures and predict the epidemic trend of the virus in the mainland of China excluding Hubei province based on the published data and a novel mathematical model. METHODS: A novel COVID-19 transmission dynamic model incorporating the intervention measures implemented in China is proposed. COVID-19 daily data of the mainland of China excluding Hubei province, including the cumulative confirmed cases, the cumulative deaths, newly confirmed cases and the cumulative recovered cases between 20 January and 3 March 2020, were archived from the National Health Commission of China (NHCC). We parameterize the model by using the Markov Chain Monte Carlo (MCMC) method and estimate the control reproduction number (Rc), as well as the effective daily reproduction ratio- Re(t), of the disease transmission in the mainland of China excluding Hubei province. RESULTS: The estimation outcomes indicate that Rc is 3.36 (95% CI: 3.20-3.64) and Re(t) has dropped below 1 since 31 January 2020, which implies that the containment strategies implemented by the Chinese government in the mainland of China are indeed effective and magnificently suppressed COVID-19 transmission. Moreover, our results show that relieving personal protection too early may lead to a prolonged disease transmission period and more people would be infected, and may even cause a second wave of epidemic or outbreaks. By calculating the effective reproduction ratio, we prove that the contact rate should be kept at least less than 30% of the normal level by April, 2020. CONCLUSIONS: To ensure the pandemic ending rapidly, it is necessary to maintain the current integrated restrict interventions and self-protection measures, including travel restriction, quarantine of entry, contact tracing followed by quarantine and isolation and reduction of contact, like wearing masks, keeping social distance, etc. People should be fully aware of the real-time epidemic situation and keep sufficient personal protection until April. If all the above conditions are met, the outbreak is expected to be ended by April in the mainland of China apart from Hubei province.",COVID-19; Contact tracing; Control reproduction number; Effective daily reproduction ratio; Intervention measure; Mathematical model; Risk estimation and prediction,title_abstract,strong_candidate,4,"This study explicitly estimates COVID-19 transmission reproduction metrics (control reproduction number Rc and time-varying effective reproduction ratio Re(t)) using real-world human case data from mainland China (excluding Hubei). It directly addresses the review question on reproductive number, though it reports Rc/Re(t) rather than a baseline R0 in an entirely unmitigated setting.",4,Title/abstract explicitly focus on coronavirus disease-2019 (COVID-19) transmission in China and use COVID-19 surveillance data.,4,"Analyzes human population-level COVID-19 surveillance outcomes (confirmed cases, deaths, recoveries) rather than animal/in vitro data.",4,"Study setting is clearly specified as mainland China excluding Hubei province, using national data from NHCC.",4,Uses published daily epidemiologic time-series data (cases/deaths/recoveries) from 20 Jan–3 Mar 2020 and fits a transmission model via MCMC to estimate parameters.,4,"Explicitly estimates reproduction metrics: control reproduction number (Rc=3.36, 95% CI 3.20–3.64) and effective daily reproduction ratio Re(t), including the point when Re(t) dropped below 1.",,
32540727,,The effects of border control and quarantine measures on the spread of COVID-19.,"Hossain MP, Junus A, Zhu X, Jia P, Wen TH, Pfeiffer D, Yuan HY.",Epidemics. 2020 Sep;32:100397. doi: 10.1016/j.epidem.2020.100397. Epub 2020 Jun 6.,Hossain,Epidemics,2020,2020/06/17,PMC7274973,,10.1016/j.epidem.2020.100397,"The rapid expansion of coronavirus disease 2019 (COVID-19) has been observed in many parts of the world. Many newly reported cases of COVID-19 during early outbreak phases have been associated with travel history from an epidemic region (identified as imported cases). For those cases without travel history, the risk of wider spreads through community contact is even higher. However, most population models assume a homogeneous infected population without considering that the imported and secondary cases contracted by the imported cases can pose different risks to community spread. We have developed an ""easy-to-use"" mathematical framework extending from a meta-population model embedding city-to-city connections to stratify the dynamics of transmission waves caused by imported, secondary, and others from an outbreak source region when control measures are considered. Using the cumulative number of the secondary cases, we are able to determine the probability of community spread. Using the top 10 visiting cities from Wuhan in China as an example, we first demonstrated that the arrival time and the dynamics of the outbreaks at these cities can be successfully predicted under the reproduction number R0 = 2.92 and incubation period τ = 5.2 days. Next, we showed that although control measures can gain extra 32.5 and 44.0 days in arrival time through an intensive border control measure and a shorter time to quarantine under a low R0 (1.4), if the R0 is higher (2.92), only 10 extra days can be gained for each of the same measures. This suggests the importance of lowering the incidence at source regions together with infectious disease control measures in susceptible regions. The study allows us to assess the effects of border control and quarantine measures on the emergence and global spread of COVID-19 in a fully connected world using the dynamics of the secondary cases.","[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Communicable Disease Control; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Incidence; [MeSH] Models, Statistical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Time Factors; [MeSH] Travel",title_abstract,possible_candidate,3,"This paper is explicitly about COVID-19 spread and directly uses/assumes specific R0 values (e.g., 2.92; 1.4) to predict arrival times and evaluate border control/quarantine effects, making it transmission-metric relevant. However, it is primarily an intervention/modeling framework paper and the abstract is not fully clear on the extent of original empirical estimation of R0 versus scenario analysis using assumed/calibrated R0 values.",4,"Explicitly focuses on COVID-19/SARS-CoV-2 spread and control measures (title, abstract, and MeSH terms).",3,"Concerns human COVID-19 cases (imported, secondary, community spread) and includes MeSH term Humans.",3,Uses Wuhan and the top 10 visiting cities from Wuhan (China) as an applied example in a connected city-to-city meta-population framework.,2,Appears to be a modeling study using incidence/cumulative secondary cases and travel connections; abstract does not clearly state use of newly collected empirical datasets vs illustrative/calibrated inputs.,4,"Explicitly reports and varies the reproduction number R0 (e.g., R0=2.92; low R0=1.4) as a key model parameter affecting spread and intervention impact.",,
32970786,,Global convergence of COVID-19 basic reproduction number and estimation from early-time SIR dynamics.,"Katul GG, Mrad A, Bonetti S, Manoli G, Parolari AJ.",PLoS One. 2020 Sep 24;15(9):e0239800. doi: 10.1371/journal.pone.0239800. eCollection 2020.,Katul,PloS one,2020,2020/09/24,PMC7514051,,10.1371/journal.pone.0239800,"The SIR ('susceptible-infectious-recovered') formulation is used to uncover the generic spread mechanisms observed by COVID-19 dynamics globally, especially in the early phases of infectious spread. During this early period, potential controls were not effectively put in place or enforced in many countries. Hence, the early phases of COVID-19 spread in countries where controls were weak offer a unique perspective on the ensemble-behavior of COVID-19 basic reproduction number Ro inferred from SIR formulation. The work here shows that there is global convergence (i.e., across many nations) to an uncontrolled Ro = 4.5 that describes the early time spread of COVID-19. This value is in agreement with independent estimates from other sources reviewed here and adds to the growing consensus that the early estimate of Ro = 2.2 adopted by the World Health Organization is low. A reconciliation between power-law and exponential growth predictions is also featured within the confines of the SIR formulation. The effects of testing ramp-up and the role of 'super-spreaders' on the inference of Ro are analyzed using idealized scenarios. Implications for evaluating potential control strategies from this uncontrolled Ro are briefly discussed in the context of the maximum possible infected fraction of the population (needed to assess health care capacity) and mortality (especially in the USA given diverging projections). Model results indicate that if intervention measures still result in Ro > 2.7 within 44 days after first infection, intervention is unlikely to be effective in general for COVID-19.","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Communicable Disease Control; [MeSH] Coronavirus Infections; [MeSH] Forecasting; [MeSH] Humans; [MeSH] Models, Statistical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2",title_abstract,strong_candidate,4,"The study explicitly targets COVID-19 and centrally estimates the basic reproduction number (R0), reporting a specific value (R0 = 4.5) from early-time SIR dynamics across multiple countries. It appears to present original model-based inference using empirical early epidemic growth, though some content also discusses idealized scenarios and reviews other estimates.",4,Explicitly studies COVID-19/SARS-CoV-2 and its early global spread dynamics.,4,Focuses on spread of COVID-19 in human populations at country level (general population transmission).,4,Discusses COVID-19 dynamics globally across many nations; no geographic restriction is applied.,3,Uses SIR dynamics to infer an uncontrolled R0 (reported as 4.5) from early-phase spread patterns across countries; includes model-based estimation (calibrated to observed early epidemic growth) rather than being a pure commentary/review.,4,Central focus is estimating the basic reproduction number R0 (explicitly reports an uncontrolled R0 = 4.5 and discusses thresholds such as R0 > 2.7).,,
32233562,,"A mathematical model for the novel coronavirus epidemic in Wuhan, China.","Yang CY, Wang J.",Math Biosci Eng. 2020 Mar 11;17(3):2708-2724. doi: 10.3934/mbe.2020148.,Yang,Mathematical biosciences and engineering : MBE,2020,2020/04/03,PMC7376496,NIHMS1609854,10.3934/mbe.2020148,"We propose a mathematical model to investigate the current outbreak of the coronavirus disease 2019 (COVID-19) in Wuhan, China. Our model describes the multiple transmission pathways in the infection dynamics, and emphasizes the role of the environmental reservoir in the transmission and spread of this disease. Our model also employs non-constant transmission rates which change with the epidemiological status and environmental conditions and which reflect the impact of the on-going disease control measures. We conduct a detailed analysis of this model, and demonstrate its application using publicly reported data. Among other findings, our analytical and numerical results indicate that the coronavirus infection would remain endemic, which necessitates long-term disease prevention and intervention programs.",COVID-19; basic reproduction number; compartmental modeling,title_abstract,possible_candidate,3,"The study is clearly about COVID-19 transmission dynamics in Wuhan and uses publicly reported data in a compartmental model. It is likely to estimate transmission parameters, but the abstract does not explicitly report an R0 value (only keywords mention 'basic reproduction number'), so relevance to the R0 question is not fully confirmed from the abstract alone.",4,"Title/abstract explicitly study the novel coronavirus disease 2019 (COVID-19) outbreak in Wuhan, China.",3,"The Wuhan COVID-19 epidemic implies a human population focus, but the abstract does not explicitly describe the study population beyond the outbreak context.",4,"Explicitly focused on Wuhan, China, and models the epidemic there using publicly reported data.",3,Uses a mathematical model with an application/calibration using publicly reported epidemic data (original analysis rather than a narrative review).,2,"Keywords include 'basic reproduction number', and the abstract focuses on transmission pathways and rates; however, it does not explicitly state R0/reproduction number results in the abstract.",,
32706790,,Quantifying early COVID-19 outbreak transmission in South Africa and exploring vaccine efficacy scenarios.,"Mukandavire Z, Nyabadza F, Malunguza NJ, Cuadros DF, Shiri T, Musuka G.",PLoS One. 2020 Jul 24;15(7):e0236003. doi: 10.1371/journal.pone.0236003. eCollection 2020.,Mukandavire,PloS one,2020,2020/07/25,PMC7380646,,10.1371/journal.pone.0236003,"The emergence and fast global spread of COVID-19 has presented one of the greatest public health challenges in modern times with no proven cure or vaccine. Africa is still early in this epidemic, therefore the extent of disease severity is not yet clear. We used a mathematical model to fit to the observed cases of COVID-19 in South Africa to estimate the basic reproductive number and critical vaccination coverage to control the disease for different hypothetical vaccine efficacy scenarios. We also estimated the percentage reduction in effective contacts due to the social distancing measures implemented. Early model estimates show that COVID-19 outbreak in South Africa had a basic reproductive number of 2.95 (95% credible interval [CrI] 2.83-3.33). A vaccine with 70% efficacy had the capacity to contain COVID-19 outbreak but at very higher vaccination coverage 94.44% (95% Crl 92.44-99.92%) with a vaccine of 100% efficacy requiring 66.10% (95% Crl 64.72-69.95%) coverage. Social distancing measures put in place have so far reduced the number of social contacts by 80.31% (95% Crl 79.76-80.85%). These findings suggest that a highly efficacious vaccine would have been required to contain COVID-19 in South Africa. Therefore, the current social distancing measures to reduce contacts will remain key in controlling the infection in the absence of vaccines and other therapeutics.","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] COVID-19 Vaccines; [MeSH] Communicable Disease Control; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Models, Theoretical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Social Isolation; [MeSH] South Africa; [MeSH] Vaccination Coverage; [MeSH] Viral Vaccines",title_abstract,strong_candidate,4,"This paper centrally aims to quantify early COVID-19 transmission in South Africa by fitting a model to observed case data and explicitly reporting an R0 estimate with uncertainty bounds. It clearly meets disease, human population, location, and original evidence criteria, and R0 estimation is a primary outcome.",4,"The title/abstract explicitly focus on COVID-19/SARS-CoV-2 outbreak transmission, with relevant MeSH terms (COVID-19, SARS-CoV-2).",4,"The study explicitly analyzes observed COVID-19 cases in South Africa and MeSH terms include Humans, indicating a human population focus.",4,"Geographic setting is explicitly South Africa (title, abstract, and MeSH term South Africa).",4,Uses a mathematical model fit to observed COVID-19 case data in South Africa to estimate R0 and related quantities; this is original empirical modeling/calibration rather than a review.,4,"The abstract explicitly estimates the basic reproductive number (R0) and reports a point estimate with 95% credible interval (R0=2.95, 95% CrI 2.83–3.33).",,
32460229,,Estimation of the time-varying reproduction number of COVID-19 outbreak in China.,"You C, Deng Y, Hu W, Sun J, Lin Q, Zhou F, Pang CH, Zhang Y, Chen Z, Zhou XH.",Int J Hyg Environ Health. 2020 Jul;228:113555. doi: 10.1016/j.ijheh.2020.113555. Epub 2020 May 11.,You,International journal of hygiene and environmental health,2020,2020/05/28,PMC7211652,,10.1016/j.ijheh.2020.113555,"BACKGROUND: The 2019 novel coronavirus (COVID-19) outbreak in Wuhan, China has attracted world-wide attention. As of March 31, 2020, a total of 82,631 cases of COVID-19 in China were confirmed by the National Health Commission (NHC) of China. METHODS: Three approaches, namely Poisson likelihood-based method (ML), exponential growth rate-based method (EGR) and stochastic Susceptible-Infected-Removed dynamic model-based method (SIR), were implemented to estimate the basic and controlled reproduction numbers. RESULTS: A total of 198 chains of transmission together with dates of symptoms onset and 139 dates of infections were identified among 14,829 confirmed cases outside Hubei Province as reported as of March 31, 2020. Based on this information, we found that the serial interval had an average of 4.60 days with a standard deviation of 5.55 days, the incubation period had an average of 8.00 days with a standard deviation of 4.75 days and the infectious period had an average of 13.96 days with a standard deviation of 5.20 days. The estimated controlled reproduction numbers, Rc, produced by all three methods in all analyzed regions of China are significantly smaller compared with the basic reproduction numbers R0. CONCLUSIONS: The controlled reproduction number in China is much lower than one in all regions of China by now. It fell below one within 30 days from the implementations of unprecedent containment measures, which indicates that the strong measures taken by China government was effective to contain the epidemic. Nonetheless, efforts are still needed in order to end the current epidemic as imported cases from overseas pose a high risk of a second outbreak.","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Coronavirus Infections; [MeSH] Disease Outbreaks; [MeSH] Humans; [MeSH] Models, Statistical; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2",title_abstract,strong_candidate,4,The paper explicitly estimates COVID-19 basic and controlled reproduction numbers (R0 and Rc) using multiple methods applied to real human case/transmission-chain data in China. This directly addresses the review question on COVID-19 reproduction number and provides original quantitative estimates.,4,Explicitly investigates COVID-19/SARS-CoV-2 outbreak (stated in title/abstract and keywords).,4,Focuses on human COVID-19 cases and transmission chains (explicitly indexed with MeSH 'Humans' and uses confirmed cases).,4,Study explicitly focuses on the COVID-19 outbreak in China (outside Hubei) with region-specific estimates.,4,"Uses empirical line-list/transmission chain data (198 transmission chains; 14,829 confirmed cases) and applies statistical/SIR methods to estimate parameters including R0/Rc.",4,"Central aim is to estimate time-varying reproduction numbers, explicitly including 'basic reproduction number (R0)' and 'controlled reproduction number (Rc)'.",,
32829260,,Correlation of ambient temperature and COVID-19 incidence in Canada.,"To T, Zhang K, Maguire B, Terebessy E, Fong I, Parikh S, Zhu J.",Sci Total Environ. 2021 Jan 1;750:141484. doi: 10.1016/j.scitotenv.2020.141484. Epub 2020 Aug 4.,To,The Science of the total environment,2021,2020/08/24,PMC7402211,,10.1016/j.scitotenv.2020.141484,"The SARS-CoV-2 is a novel coronavirus identified as the cause of COVID-19 and, as the pandemic evolves, many have made parallels to previous epidemics such as SARS-CoV (the cause of an outbreak of severe acute respiratory syndrome [SARS]) in 2003. Many have speculated that, like SARS, the activity of SARS-CoV-2 will subside when the climate becomes warmer. We sought to determine the relationship between ambient temperature and COVID-19 incidence in Canada. We analyzed over 77,700 COVID-19 cases from four Canadian provinces (Alberta, British Columbia, Ontario, and Quebec) from January to May 2020. After adjusting for precipitation, wind gust speed, and province in multiple linear regression models, we found a positive, but not statistically significant, association between cumulative incidence and ambient temperature (14.2 per 100,000 people; 95%CI: -0.60-29.0). We also did not find a statistically significant association between total cases or effective reproductive number of COVID-19 and ambient temperature. Our findings do not support the hypothesis that higher temperatures will reduce transmission of COVID-19 and warns the public not to lose vigilance and to continue practicing safety measures such as hand washing, social distancing, and use of facial masks despite the warming climates.",COVID-19; Canada; Reproductive number; SARS-CoV-2; Temperature,title_abstract,possible_candidate,4,"This is an original, human, Canada-based COVID-19 study that explicitly includes an analysis of the effective reproductive number, which is closely related to transmission intensity. However, the central aim appears to be correlation of temperature with incidence (and potentially Rt), and it is not clearly an R0 estimation study, so it is better treated as a possible rather than strong candidate for an R0-focused review.",4,Focuses explicitly on SARS-CoV-2/COVID-19 and analyzes COVID-19 cases in Canada.,4,"Analyzes COVID-19 cases in humans (77,700 cases) across Canadian provinces; clearly human population data.",4,"Study setting is Canada, with analyses across Alberta, British Columbia, Ontario, and Quebec.",4,Reports original analysis of observed COVID-19 case data (Jan–May 2020) with regression models relating weather variables to incidence and effective reproductive number.,3,"Explicitly mentions assessing the (effective) reproductive number of COVID-19 in relation to temperature, but R0 specifically is not clearly the primary outcome and appears secondary to incidence.",,
32816135,,Effects of Latency on Estimates of the COVID-19 Replication Number.,Sadun L.,Bull Math Biol. 2020 Aug 20;82(9):114. doi: 10.1007/s11538-020-00791-2.,Sadun,Bulletin of mathematical biology,2020,2020/08/21,PMC7439250,,10.1007/s11538-020-00791-2,"There is continued uncertainty in how long it takes a person infected by the COVID-19 virus to become infectious. In this paper, we quantify how this uncertainty affects estimates of the basic replication number [Formula: see text], and thus estimates of the fraction of the population that would become infected in the absence of effective interventions. The analysis is general, and applies to all SEIR-based models, not only those associated with COVID-19. We find that when modeling a rapidly spreading epidemic, seemingly minor differences in how latency is treated can lead to vastly different estimates of [Formula: see text]. We also derive a simple formula relating the replication number to the fraction of the population that is eventually infected. This formula is robust and applies to all compartmental models whose parameters do not depend on time.",Coronavirus; Estimation; Latency; Replication number; SEIR,title_abstract,unlikely_candidate,3,"The paper is explicitly about COVID-19 and explicitly targets the basic reproduction/replication number and how it is estimated under latency uncertainty. However, the abstract suggests a general, model-based derivation rather than an empirical R0 estimate from observed human transmission data, and no specific location/population dataset is described.",4,Explicitly references COVID-19 and 'COVID-19 virus' throughout the abstract and title.,2,"Discusses COVID-19 infection/infectiousness and population infected fraction in the context of epidemic spread, implying human populations, but does not specify a particular human cohort or dataset.",2,No specific country/setting is described in the title/abstract; the analysis is presented as general to SEIR-based models.,1,"Appears to be a methodological/theoretical paper about how latency assumptions affect R0 estimates, without clear indication of being calibrated to or estimating from an empirical COVID-19 dataset.",4,Central focus is the basic replication/reproduction number (R0) and how latency assumptions change its estimation; R0 is explicitly mentioned multiple times.,,
