PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords
37056203,Clinical manifestations of human Mpox infection: A systematic review and meta-analysis.,"Hyunju Yon, Hyoin Shin, Jae Il Shin, Jung U Shin, Youn Ho Shin, Jinseok Lee, Sang Youl Rhee, Ai Koyanagi, Louis Jacob, Lee Smith, Seung Won Lee, Masoud Rahmati, Suhana Ahmad, Wonyoung Cho, Dong Keon Yon",Reviews in medical virology. 2023. doi: 10.1002/rmv.2446..,Yon,Reviews in medical virology,2023,2023/04/13,,,10.1002/rmv.2446,"Little is known about the ongoing monkeypox (mpox) outbreak, and the clinical features of mpox in patients worldwide have not been rigorously analysed. Thus, we aimed to investigate the clinical features associated with mpox infection and understand the pathophysiology and characteristics of the disease. For this systematic review and meta-analysis, we searched PubMed/MEDLINE, Embase, CINAHL, Google Scholar, and the Cochrane Database of Systematic Reviews for articles published till 16 September 2022. We used a random effects model to calculate the pooled prevalence and 95% confidence interval (CI). We used the I2 statistic to assess heterogeneity, Egger's test to assess publication bias, 95% prediction interval to determine the level of uncertainty, and the Newcastle-Ottawa Scale and Joanna Briggs Institute quality assessment tool to assess the risk of bias. Twenty-six relevant articles from 19 countries across 5 continents were included, and data on 5472 mpox patients with 18 unique features were analysed. The pooled prevalence of clinical features of mpox were rash (85.7%, 95% CI: 68.3-94.3; k = 21), chills (77.8%, 95% CI: 70.5-83.7; k = 3), and fever (62.3%, 95% CI: 51.3-71.6; k = 25), lymphadenopathy (58.6%, 95% CI: 47.2-69.2; k = 21), lethargy or exhaustion (46.8%, 95% CI: 30.7-63.5; k = 14), pruritus (40.6%, 95% CI: 28.5-54.0; k = 5), myalgia (36.0%, 95% CI: 24.3-49.7; k = 16), headache (34.6%, 95% CI: 23.4-47.8; k = 17), skin ulcer (31.1%, 95% CI: 18.6-47.1; k = 7), abdomen symptom (24.2%, 95% CI: 17.9-31.9; k = 11), pharyngitis (23.0%, 95% CI: 12.7-37.9; k = 14), respiratory symptom (19.5%, 95% CI: 6.8-44.6; k = 6), nausea or vomiting (13.0%, 95% CI: 4.6-31.9; k = 3), scrotal or penile oedema (10.7%, 95% CI: 6.3-17.7; k = 4), conjunctivitis (7.1%, 95% CI: 2.4-18.9; k = 6), and death (0.9%, 95% CI: 0.4-2.0; k = 26). This is the first international and comprehensive study to examine all clinical presentations of human mpox infection. Our systematic review proposes a comprehensive understanding of the current mpox outbreak and may serve as key data for future studies on the pathological mechanisms and epidemiology of mpox infections.",clinical feature; monkeypox; prevalence; symptom
36589996,The epidemiological trend of monkeypox and monkeypox-varicella zoster viruses co-infection in North-Eastern Nigeria.,"Roland Stephen, Faith Alele, Jamiu Olumoh, Jennifer Tyndall, Malachy Ifeanyi Okeke, Oyelola Adegboye",Frontiers in public health. 2022. doi: 10.3389/fpubh.2022.1066589..,Stephen,Frontiers in public health,2022,2022/12/15,,,10.3389/fpubh.2022.1066589,"BACKGROUND: Monkeypox (MPX) is endemic in Nigeria, but it was first reported in Adamawa state, North-Eastern Nigeria, in January 2022. There are currently 172 cases of MPX in Nigeria, with four reported deaths, and Adamawa has the second-highest case count. Therefore, this study was undertaken to evaluate the epidemiological profile of this viral disease. METHODS: This is a cross-sectional study. The skin and blood samples were screened for the presence for Monkeypox virus (MPXV) and Varicella Zoster virus (VZV) DNA by real-time PCR; the clinical diagnosis was based on symptoms of visual signs of skin lesions and other clinical symptoms from January to July 2022. RESULTS: A total of 33 suspected cases aged 1-57 years [26 (79%) males vs. 7 (21%) females] were screened for MPX and VZV. Twenty-four (72.7%) were positive (6.1% were MPX only, 39% were VZV only, and 27% were both MPX and VZV). Most cases of MPX (82%), VZV (69%) and MPX-VZV co-infection (78%) occurred in males. More than half (54%) of those infected were children and adolescents between 0 and 19 years. All patients experienced body rashes and itching, and other clinical symptoms included fever, headache, mouth sores, muscle aches and lymphadenopathy. Over 64 and 86% of patients had contact with livestock and rodents, respectively. CONCLUSION: MPXV, VZV and MPXV-VZV co-infections occurred predominantly among males and children in Adamawa state, Nigeria. Given the patient contact with rodents and livestock, further research on the animal reservoir is needed to highlight the transmission of MPXV in Adamawa.",MPX; Nigeria; coinfection; monkeypox virus; varicella zoster virus
38331485,Update on Mpox: What the Primary Care Clinician Should Know.,"Jacob McLean, Shauna Gunaratne, Jason Zucker",The Medical clinics of North America. 2023. doi: 10.1016/j.mcna.2023.09.005..,McLean,The Medical clinics of North America,2024,2023/10/20,,,10.1016/j.mcna.2023.09.005,"Mpox is a viral infection, which primarily caused sporadic outbreaks in West and Central Africa until causing a global epidemic in 2022. The disease has disproportionately affected people with human immunodeficiency virus and men who have sex with men. Transmission is through close physical contact, including sexual contact. Infection presents with a characteristic rash, with frequent anogenital involvement-polymerase chain reaction of skin lesions is diagnostic. Vaccination is available for primary prevention and postexposure prophylaxis. Treatment consists of supportive care, with antiviral medications available via clinical trials and/or for patients with severe disease.",Emerging infectious disease; HIV; Mpox; Sexually transmitted infection
37461338,Molecular Methods for Diagnosis of Monkeypox: A Mini-review.,"Rodrigo Michelini de Oliveira Thomasi, Thais da Silva Correa, Dalise Silva do Carmo, Déborah Fernandes Rodrigues, Luiz Vinicius da Silva Correa, Sandra Rodrigues Xavier, Líria Souza Silva, Jonatas Oliveira da Silva, Michelli Dos Santos, Alessandra da Silva Dantas, Mariana Campos da Paz, Miguel Angel Chávez-Fumagalli, Rodolfo Cordeiro Giunchetti, Eduardo Antônio Ferraz Coelho, Juliana Martins Machado, Alexsandro Sobreira Galdino",Current molecular medicine. 2024. doi: 10.2174/1566524023666230717141920..,de,Current molecular medicine,2024,2024/01/01,,,10.2174/1566524023666230717141920,"BACKGROUND: Monkeypox is a global public health issue caused by the monkeypox virus (MPXV). As of October 28, 2022, a total of 77,115 laboratoryconfirmed cases and 3,610 probable cases, including 36 deaths, were reported, with 9,070 cases reported in Brazil, the second most affected country. The need to develop national technologies for the rapid diagnosis of emerging diseases for mass testing of the population is evident, as observed in the SARS-CoV-2 pandemic. OBJECTIVE: With that in mind, this article provides an overview of current methods, techniques, and their applications in the molecular detection of monkeypox, focusing the search on real-time polymerase chain reaction (qPCR), polymerase chain reaction (PCR), and polymerase chain reaction-enzyme linked immunosorbent assay (PCRELISA). METHODS: The relevant documents or papers covered in this study were selected by a search in international bibliographic databases. The search terms used in the databases were aimed at summarizing existing knowledge on molecular diagnostic methods, such as monkeypox; MPX, MPXV, qPCR, PCR, PCR-ELISA, diagnosis and detection searched separately or together using the Boolean operator ""AND"" either in the title or abstract. The searches took place in September 2022, and the corresponding articles were selected between 2012 and 2022. RESULTS: We found 256 documents in total and twelve studies addressing the molecular diagnosis of monkeypox were classified as possible sources for this review. CONCLUSION: It is evident there is a pressing need to develop national technologies for rapid diagnosis of emerging diseases for mass testing of the population. It is also extremely important to have national detection kits with greater diagnostic capacity to assist in developing effective public policies in countries affected by this disease.",Monkeypox; PCR; detection; diagnosis; molecular; qPCR.
37743276,[Epidemiological characteristics of mpox epidemic in Guangzhou].,"R N Zhen, W Z Su, Y J Wen, S Y Luo, X L Liao, Z Y Tan, Y F Luo, Z G Han, J X Xu, B Di, P Z Qin",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi. 2023. doi: 10.3760/cma.j.cn112338-20230627-00398..,Zhen,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,2023,2023/09/10,,,10.3760/cma.j.cn112338-20230627-00398,"Objective: To understand the epidemiological characteristics of mpox epidemic in Guangzhou and provide scientific evidence for the prevention and control of the disease. Methods: Based on the mpox surveillance system in Guangzhou, suspected mpox cases with fever and rash were reported by local hospitals at all levels to centers for disease control and prevention in Guangzhou for sampling, investigation and diagnosis. Descriptive epidemiological analysis was conducted on the clinical characteristics and treatment of the mpox cases and positive detection rate reported in Guangzhou as of 24:00 on June 23. Whole genome sequencing of the virus isolates was performed using Illumina Miniseq high-throughput sequencing platform. Results: The first mpox case in Guangzhou was reported on June 10 in 2023. As of 24:00 on June 23, a total of 25 confirmed mpox cases were reported. All the mpox cases were men with a M(Q1,Q3) of 32 (26, 36) years, the majority of the cases were MSM (96.0%). The main clinical features were rash (100.0%, 25/25), lymphadenectasis (100.0%, 25/25) and fever (52.0%, 13/25). Rash usually occurred near the genitals (88.0%, 22/25). The close contacts, mainly family members (40.4%, 23/57), showed no similar symptoms, such as fever or rash. The positive rate of mpox virus in household environment samples was 30.5%. The analyses on 3 complete gene sequences of mpox virus indicated that the strains belonged to West African type Ⅱb clade, B.1.3 lineage. Conclusions: Hidden transmission of mpox virus had occurred in MSM in Guangzhou. However, the size of affected population is relatively limited, and the possibility of wide spread of the virus is low.","[MeSH] United States; [MeSH] Male; [MeSH] Humans; [MeSH] Female; [MeSH] Homosexuality, Male; [MeSH] Mpox, Monkeypox; [MeSH] Sexual and Gender Minorities; [MeSH] Epidemics; [MeSH] Exanthema; [MeSH] Fever"
37148320,Rectal and perirectal CT findings in patients with monkeypox virus infection.,"David Ola, Bari Dane, Krishna Shanbhogue, Paul Smereka",Abdominal radiology (New York). 2023. doi: 10.1007/s00261-023-03933-x..,Ola,Abdominal radiology (New York),2023,2023/05/06,,,10.1007/s00261-023-03933-x,"OBJECTIVE: To analyze the findings of proctitis in patients with laboratory-confirmed Mpox and correlate the patient clinical presentation and laboratory findings. METHODS: 21 patients with PCR-positive Mpox who obtained abdominopelvic CT were retrospectively identified by electronic medical record search. Three radiologists independently evaluated CT images, measuring rectal wall thickness (cm), degree of perirectal fat stranding on a 5-point Likert scale, and size of perirectal lymph nodes (cm, short axis). Mann-Whitney U-test (Wilcoxon rank sum test) was used to assess the association of rectal wall thickness and perirectal fat standing between patients with rectal symptoms and patients without rectal symptoms. RESULTS: 20 of 21 patients presented with perirectal fat stranding, with mean Likert score of 3.0 ± 1.4, indicating moderate perirectal stranding. Mean transverse rectal wall thickness was 1.1 ± 0.5 cm (range 0.3-2.3 cm); it was thicker among patients with HIV (1.2 cm vs 0.7 cm; p = .019). Mean perirectal fat stranding was greater among patients presenting with HIV, and with rectal symptoms, though not significantly so. 17/21 (81%) patients had abnormal mesorectal lymph nodes by at least two of three readers, with mean short-axis measurement 1.0 ± 0.3 cm (range 0.5-1.6 cm). Multiple linear regression showed no significant correlation between rectal thickness and laboratory values or HIV status. CONCLUSION: Nearly all patients with Mpox who presented with additional symptoms warranting a CT demonstrated proctitis. Degree of proctitis varied greatly within the cohort, with greatest thickening among patients with HIV. Physicians should have a high suspicion for proctitis in patients with suspected Mpox.",CT; Monkeypox; Mpox; Proctitis: Gastrointestinal
36052417,Infectious Proctitis due to Human Mpox.,"Keerti Gedela, Dayana Da Silva Fontoura, Alex Salam, Gerry Gorman, John Golden, Geraldine O'Hara, Ahmed Elowaidy, Victoria Tittle, Nicolo Girometti, Gary Whitlock, Sheel Patel, Tara Suchak, Diarmuid Nugent, David Asboe, Marta Boffito, Alan McOwan",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America. 2023. doi: 10.1093/cid/ciac713..,Gedela,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2023,2023/02/08,,,10.1093/cid/ciac713,We describe 2 cases of infectious proctitis secondary to human monkeypox in patients presenting with rectal pain. These cases highlight the importance of multidisciplinary management of monkeypox and in expanding case definitions and enabling clinical recognition in patients presenting without skin rash.,monkeypox; outbreak; proctitis; sexual health; skin rash
37423617,Mpox virus and coinfections: An approach to rapid diagnosis.,"Kristina M Derrick, Justin W Marson, Srita Chakka, Edward R Heilman",Journal of cutaneous pathology. 2023. doi: 10.1111/cup.14490..,Derrick,Journal of cutaneous pathology,2023,2023/07/09,,,10.1111/cup.14490,"We report a case of a 42-year-old immunocompromised (human immunodeficiency virus [HIV], CD4 count 86 cells/μL) Black male who presented with fever, oropharyngeal candidiasis, and phimosis, followed by eruption of umbilicated papulovesicles most concentrated on the face. The patient was diagnosed with Mpox (MPXV, formerly monkeypox), herpes simplex virus 1 (HSV1), varicella-zoster virus (VZV), and late latent syphilis. Tzanck smear of a Mpox lesion proved a useful and rapidly obtained pertinent negative test, lacking the typical changes of HSV/VZV (multinucleation, margination, and molding). A biopsy specimen showed viral changes consistent with both Mpox (ballooning degeneration and multinucleated keratinocytes) and herpesvirus (multinucleated epithelial giant cell within a zone of follicular necrosis). Lesion PCR was positive for HSV1 and MPXV, and negative for HSV2 and VZV. Immunohistochemistry was positive for VZV and orthopoxvirus. Empiric treatment for HSV/VZV in patients with suspected or confirmed Mpox should be considered for patients with HIV or other immunocompromised patients. It is important to recognize that MPXV, HSV, and VZV may all be present and difficult to distinguish clinically. More than one test modality (PCR, H&E, immunohistochemistry, and Tzanck) and multiple lesion samples may be required to thoroughly evaluate widespread papulovesicular eruptions, especially in immunocompromised patients.",HIV; Mpox; Tzanck; herpes; varicella
36680849,Clinical features and outcome of human Mpox (Monkeypox) in Saudi Arabia: An observational study of travel-related cases.,"Abdullah M Assiri, Jaffar A Al-Tawfiq, Hani A Jokhdar, Abdullah R Algwizani, Ahmed M Albarraq, Khalid H Alanazi, Ahlam H Alamri, Emad L Almohammadi, Musallam Y Abuhasan, Haleema A Alserehi, Fatimah Z Rebh, Amirah Alrossais, Eman Alawad, Salma AlBahrani",Journal of infection and public health. 2023. doi: 10.1016/j.jiph.2023.01.006..,Assiri,Journal of infection and public health,2023,2023/01/13,,,10.1016/j.jiph.2023.01.006,"BACKGROUND: The 2022 Monkeypox virus (Mpox) outbreak had involved multiple countries around the globe. Here, we report clinical features and outcome of human Mpox of the first cases in Saudi Arabia. METHODS: We obtained records of confirmed Mpox cases in Saudi Arabia from the public electronic health information system, Health Electronic Surveillance Network (HESN) and the healthcare providers completed a de-identified structured clinical data collection form. RESULTS: The reported seven cases were travel-related and all were males between 24 and 41 years of age (mean age + SD) was 30.14 (+ 6.69) years. Of the cases, three (43 %) had heterosexual contact and the others had other intimate encounters while traveling abroad. They presented with skin lesions (100 %), fever (86 %), and lymphadenopathy (71 %). The illness was mild to moderate, did not require antiviral medications, and lasted 7-15 days. The mean duration of skin rash (+ SD) was 10 (+ 2.68) days. Routine laboratory tests (CBC, BUN, serum electrolytes, and liver enzymes) were within normal limits, and initial screening for HIV was negative. Expanded contact tracing did not reveal secondary cases of Mpox in the community or the healthcare setting. CONCLUSION: The current study showed heterosexual transmission of Mpox and the clinical course was mild and non-complicated. Therefore, clinicians and public health professionals should consider Mpox among individuals presenting with skin rash especially in the context of the investigation of HIV and other sexually transmitted diseases.",Clinical features; Monkeypox; Mpox; Saudi Arabia
38282393,Clinical characteristics and outcomes of patients with mpox during the 2022 mpox outbreak compared with those before the outbreak: A systematic review and meta-analysis.,"Wonyoung Cho, Sangil Park, Hyeon Jin Kim, Myeongcheol Lee, Yong Sung Choi, Seung Geun Yeo, Jinseok Lee, Ai Koyanagi, Louis Jacob, Lee Smith, Masoud Rahmati, Suhana Ahmad, Guillaume Fond, Laurent Boyer, Sang Youl Rhee, Seung Won Lee, Jae Il Shin, Ho Geol Woo, Dong Keon Yon",Reviews in medical virology. 2024. doi: 10.1002/rmv.2508..,Cho,Reviews in medical virology,2024,2024/01/01,,,10.1002/rmv.2508,"On 23 July 2022, the World Health Organization declared the global mpox outbreak as a public health emergency of international significance. The mpox virus (MPXV) that caused the outbreak was classified as clade IIb, which belongs to the West African clade. However, the relationship between MPXV clades and symptoms, as well as the severity of mpox outcomes, is not fully understood. Thus, we aimed to investigate the global mpox prevalence and the differences in clinical manifestations and outcomes among patients with mpox between pre-outbreak (2003-2021) and the current mpox outbreak. In this systematic review and meta-analysis, PubMed/MEDLINE, Web of Science, Embase, Cumulative Index to Nursing and Allied Health Literature, and Google Scholar were searched using the keyword ""monkeypox"" and ""mpox"" up to 13 October 2022. A random effects model was used to obtain the pooled prevalence and 95% confidence intervals. This study included 27 articles, and 5698 patients with mpox with 19 distinctive features from 19 countries across five continents were assessed. Patients with mpox during the 2022 mpox outbreak showed mild clinical manifestations and outcomes compared with those before the 2022 mpox outbreak: mild rash (relative ratio [RR]: 5.09, 95% confidence interval [CI]: 1.52-17.08), fever (0.68, 0.49-0.94), pruritus (0.25, 0.19-0.32), myalgia (0.50, 0.31-0.81), headache (0.56, 0.35-0.88), skin ulcer (0.32, 0.17-0.59), abdominal symptom (0.29, 0.20-0.42), pharyngitis (0.32, 0.18-0.58), nausea or vomiting (0.15, 0.02-0.93), conjunctivitis (0.11, 0.03-0.38), concomitant infection with HIV (1.70, 0.95-3 0.04), and death (0.02, 0.001-0.31). MPXV clade IIb exhibited higher infectivity but may cause mild disease symptoms and low mortality rate. It is important to consider MPXV infection in patients with mpox-related features and/or a history of sexual transmission to prevent the spread of the disease and recognise the current pandemic threat.",2003-2021; 2022; clinical feature; comparison; mpox; outbreak; prevalence; symptom
