PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,pub_types,mesh_terms,screening_stage,screening_mode,prompt_tokens,completion_tokens,total_tokens,wall_time_ms,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,confidence,fulltext_status,fulltext_path,fulltext_eligible
32574303,,A Simulation of a COVID-19 Epidemic Based on a Deterministic SEIR Model.,"Carcione JM, Santos JE, Bagaini C, Ba J.",Front Public Health. 2020 May 28;8:230. doi: 10.3389/fpubh.2020.00230. eCollection 2020.,Carcione,Frontiers in public health,2020,2020/06/24,PMC7270399,,10.3389/fpubh.2020.00230,"An epidemic disease caused by a new coronavirus has spread in Northern Italy with a strong contagion rate. We implement an SEIR model to compute the infected population and the number of casualties of this epidemic. The example may ideally regard the situation in the Italian Region of Lombardy, where the epidemic started on February 24, but by no means attempts to perform a rigorous case study in view of the lack of suitable data and the uncertainty of the different parameters, namely, the variation of the degree of home isolation and social distancing as a function of time, the initial number of exposed individuals and infected people, the incubation and infectious periods, and the fatality rate. First, we perform an analysis of the results of the model by varying the parameters and initial conditions (in order for the epidemic to start, there should be at least one exposed or one infectious human). Then, we consider the Lombardy case and calibrate the model with the number of dead individuals to date (May 5, 2020) and constrain the parameters on the basis of values reported in the literature. The peak occurs at day 37 (March 31) approximately, with a reproduction ratio R0 of 3 initially, 1.36 at day 22, and 0.8 after day 35, indicating different degrees of lockdown. The predicted death toll is approximately 15,600 casualties, with 2.7 million infected individuals at the end of the epidemic. The incubation period providing a better fit to the dead individuals is 4.25 days, and the infectious period is 4 days, with a fatality rate of 0.00144/day [values based on the reported (official) number of casualties]. The infection fatality rate (IFR) is 0.57%, and it is 2.37% if twice the reported number of casualties is assumed. However, these rates depend on the initial number of exposed individuals. If approximately nine times more individuals are exposed, there are three times more infected people at the end of the epidemic and IFR = 0.47%. If we relax these constraints and use a wider range of lower and upper bounds for the incubation and infectious periods, we observe that a higher incubation period (13 vs. 4.25 days) gives the same IFR (0.6 vs. 0.57%), but nine times more exposed individuals in the first case. Other choices of the set of parameters also provide a good fit to the data, but some of the results may not be realistic. Therefore, an accurate determination of the fatality rate and characteristics of the epidemic is subject to knowledge of the precise bounds of the parameters. Besides the specific example, the analysis proposed in this work shows how isolation measures, social distancing, and knowledge of the diffusion conditions help us to understand the dynamics of the epidemic. Hence, it is important to quantify the process to verify the effectiveness of the lockdown.",COVID-19; Lombardy (Italy); SEIR model; epidemic; infection fatality rate (IFR); lockdown; reproduction ratio (R0),Journal Article,"[MeSH] COVID-19; [MeSH] Communicable Disease Control; [MeSH] Computer Simulation; [MeSH] Humans; [MeSH] Italy; [MeSH] Models, Statistical; [MeSH] SARS-CoV-2",title_abstract,strict,2494,305,2799,5746.4,unlikely_candidate,3,"This study is highly relevant for disease, population, location, and parameter dimensions, explicitly focusing on COVID-19 and R0 in Lombardy. However, it does not present original empirical data, relying instead on simulation and literature-based calibration.",4,"The study explicitly investigates COVID-19, as stated in the title, keywords, and abstract.",4,"The study models the epidemic in a human population (Lombardy, Italy), and the abstract refers to human cases and casualties.",4,"The study is set in a real-world geographic context (Lombardy, Italy), as indicated in the title, keywords, and abstract.",1,The study is based on a simulation model calibrated with published data; it does not report original empirical data collection.,4,"The study explicitly reports and analyzes the basic reproduction number (R0) in the title, keywords, and abstract.",1.0,,,
32719764,,Survival-Convolution Models for Predicting COVID-19 Cases and Assessing Effects of Mitigation Strategies.,"Wang Q, Xie S, Wang Y, Zeng D.",Front Public Health. 2020 Jul 3;8:325. doi: 10.3389/fpubh.2020.00325. eCollection 2020.,Wang,Frontiers in public health,2020,2020/07/29,PMC7347904,,10.3389/fpubh.2020.00325,"Countries around the globe have implemented unprecedented measures to mitigate the coronavirus disease 2019 (COVID-19) pandemic. We aim to predict the COVID-19 disease course and compare the effectiveness of mitigation measures across countries to inform policy decision making using a robust and parsimonious survival-convolution model. We account for transmission during a pre-symptomatic incubation period and use a time-varying effective reproduction number (Rt ) to reflect the temporal trend of transmission and change in response to a public health intervention. We estimate the intervention effect on reducing the transmission rate using a natural experiment design and quantify uncertainty by permutation. In China and South Korea, we predicted the entire disease epidemic using only early phase data (2-3 weeks after the outbreak). A fast rate of decline in Rt was observed, and adopting mitigation strategies early in the epidemic was effective in reducing the transmission rate in these two countries. The nationwide lockdown in Italy did not accelerate the speed at which the transmission rate decreases. In the United States, Rt significantly decreased during a 2-week period after the declaration of national emergency, but it declined at a much slower rate afterwards. If the trend continues after May 1, COVID-19 may be controlled by late July. However, a loss of temporal effect (e.g., due to relaxing mitigation measures after May 1) could lead to a long delay in controlling the epidemic (mid-November with fewer than 100 daily cases) and a total of more than 2 million cases.",COVID-19; mitigation measures; prediction; survival-convolution model; time-varying effective reproduction number,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",[MeSH] Basic Reproduction Number; [MeSH] COVID-19; [MeSH] China; [MeSH] Communicable Disease Control; [MeSH] Humans; [MeSH] Italy; [MeSH] Republic of Korea; [MeSH] United States,title_abstract,strict,2213,321,2534,4957.3,possible_candidate,3,"The study is highly relevant to COVID-19 and human populations, using real-world data from multiple countries. It analyzes the effective reproduction number (Rt), which is closely related to R0, but does not explicitly report R0 in the abstract. The evidence for original empirical analysis is strong but not fully explicit.",4,"COVID-19 is explicitly mentioned as the central focus in the title, keywords, MeSH, and abstract.",4,"The study concerns human populations in multiple countries, as indicated by MeSH terms and abstract.",4,"The study analyzes real-world data from China, South Korea, Italy, and the United States.",3,"The abstract describes empirical prediction and estimation using early phase data, but does not explicitly state original data collection; likely original analysis of surveillance data.",3,"The study estimates and discusses the time-varying effective reproduction number (Rt), but does not mention the basic reproduction number (R0) explicitly in the abstract.",0.9,,,
32742816,,"The effects of ""Fangcang, Huoshenshan, and Leishenshan"" hospitals and environmental factors on the mortality of COVID-19.","Cai Y, Huang T, Liu X, Xu G.",PeerJ. 2020 Jul 21;8:e9578. doi: 10.7717/peerj.9578. eCollection 2020.,Cai,PeerJ,2020,2020/08/04,PMC7380280,,10.7717/peerj.9578,"BACKGROUND: In December 2019, a novel coronavirus disease (COVID-19) broke out in Wuhan, China; however, the factors affecting the mortality of COVID-19 remain unclear. METHODS: Thirty-two days of data (the growth rate/mortality of COVID-19 cases) that were shared by Chinese National Health Commission and Chinese Weather Net were collected by two authors independently. Student's t-test or Mann-Whitney U test was used to test the difference in the mortality of confirmed/severe cases before and after the use of ""Fangcang, Huoshenshan, and Leishenshan"" makeshift hospitals (MSHs). We also studied whether the above outcomes of COVID-19 cases were related to air temperature (AT), relative humidity (RH), or air quality index (AQI) by performing Pearson's analysis or Spearman's analysis. RESULTS: Eight days after the use of MSHs, the mortality of confirmed cases was significantly decreased both in Wuhan (t = 4.5, P < 0.001) and Hubei (U = 0, P < 0.001), (t and U are the test statistic used to test the significance of the difference). In contrast, the mortality of confirmed cases remained unchanged in non-Hubei regions (U = 76, P = 0.106). While on day 12 and day 16 after the use of MSHs, the reduce in mortality was still significant both in Wuhan and Hubei; but in non-Hubei regions, the reduce also became significant this time (U = 123, P = 0.036; U = 171, P = 0.015, respectively). Mortality of confirmed cases was found to be negatively correlated with AT both in Wuhan (r = - 0.441, P = 0.012) and Hubei (r = - 0.440, P = 0.012). Also, both the growth rate and the mortality of COVID-19 cases were found to be significantly correlated with AQI in Wuhan and Hubei. However, no significant correlation between RH and the growth rate/mortality of COVID-19 cases was found in our study. CONCLUSIONS: Our findings indicated that both the use of MSHs, the rise of AT, and the improvement of air quality were beneficial to the survival of COVID-19 patients.",Air quality index; Air temperature; COVID-19; Makeshift hospitals; Mortality; Relative humidity,Journal Article,,title_abstract,strict,2352,302,2654,7215.0,unlikely_candidate,3,"The study is highly relevant for COVID-19 in human populations and presents original empirical data from real-world settings. However, it does not explicitly report the basic reproduction number (R0), only mentioning growth rate, so parameter relevance is limited.",4,COVID-19 is explicitly mentioned as the disease of focus in both the title and abstract.,4,"The study analyzes mortality and growth rate in human COVID-19 cases, indicating a human population focus.",4,"The study is set in real-world locations (Wuhan, Hubei, non-Hubei regions in China) and uses field data.",4,Describes collection and analysis of original data on COVID-19 cases and mortality from official sources; publication type is Journal Article.,2,The study mentions 'growth rate' but does not explicitly report or estimate the basic reproduction number (R0).,1.0,,,
33294484,,Transmission dynamics of COVID-19 in Algeria: The impact of physical distancing and face masks.,"Moussaoui A, Zerga EH.",AIMS Public Health. 2020 Oct 30;7(4):816-827. doi: 10.3934/publichealth.2020063. eCollection 2020.,Moussaoui,AIMS public health,2020,2020/12/09,PMC7719560,,10.3934/publichealth.2020063,"We propose an SIR epidemic model taking into account prevention measures against coronavirus disease 2019 (COVID-19) such as wearing masks and respecting safety distances. We look for the conditions to avoid a second epidemic peak in the phase of release from confinement. We derive equations for the critical levels of mask efficiency, mask adoption (fraction of population wearing masks) and fraction of population engaging in physical distancing that lower the basic reproduction number ℜ 0 to unity. Conclusions: For ℜ 0 = 2.5, if at least 40% of people wear masks with efficiency 50%, and at least 20% of the population without masks (or anti-maskers) respect physical distancing measures, the effective reproduction number can be reduced to less than 1 and COVID-19 infections would plummet. The model predicts also that if at least half of the people respecting physical distancing, COVID-19 outbreaks with ℜ 0 of about 3, would be theoretically extinguished without wearing masks. The results of this study provide an alternative explanation for the spread of the disease, and suggest some valuable policy recommendations about the control strategies applied to mitigate disease transmission.",COVID-19; SIR compartmental model; basic reproduction number; mask protection; social distancing,Journal Article,,title_abstract,strict,2074,273,2347,5015.6,unlikely_candidate,3,"The study is highly relevant to COVID-19 and R0, focusing on transmission dynamics in Algeria. However, it appears to be a modeling study without original empirical data, which lowers its evidence score.",4,COVID-19 is explicitly mentioned as the focus in both the title and abstract.,4,"The study models transmission in the general population, referencing mask adoption and distancing among people.",3,"The study is set in Algeria, as stated in the title, but the abstract does not detail specific real-world data collection.",1,"The abstract describes a mathematical model and theoretical predictions, with no mention of original empirical data collection.",4,The basic reproduction number (R0) is explicitly mentioned and central to the analysis.,1.0,,,
38624527,,The morbidity and mortality of COVID-19 are correlated with the Ile105Val glutathione S-transferase P1 polymorphism.,Saadat M.,Egypt J Med Hum Genet. 2020;21(1):52. doi: 10.1186/s43042-020-00094-0. Epub 2020 Oct 1.,Saadat,The Egyptian journal of medical human genetics,2020,2024/04/16,PMC7527247,,10.1186/s43042-020-00094-0,"BACKGROUND: Oxidative stress is an important issue in coronavirus disease 2019 (COVID-19). Considering that glutathione S-transferase P1 (GSTP1) is involved in cellular detoxification, it may play an important role in susceptibility to infection with SARS-CoV-2 and/or its outcome. In the present study, the association between the Ile105Val GSTP1 polymorphism (rs1695) and susceptibility to SARS-CoV-2 infection, as well as its outcome was investigated. Data on the prevalence (per 106 people), case-fatality (per 100 infected cases), and mortality (per 106 people) of COVID-19 and various potential confounders (the life expectancy at birth, density of medical doctors, density of nursing and midwifery personnel, and the gross national income per capita) were used. The latest data available for 45 countries were used for the study. RESULTS: In multivariate linear regression analyses, the Val105 allelic frequency showed positive association with the log-prevalence (partial r = 0.308, p = 0.042) and log-mortality of COVID-19 (partial r = 0.316, p = 0.037). The log-fatality did not show association with the allelic frequency. In the next step, only countries with the gross national income per capita more than $15,000 were included in the analysis. In the selected countries, the frequency of Val105 was positively associated with the log-prevalence (partial r = 0.456, p = 0.009) and log-mortality of COVID-19 (partial r = 0.544, p = 0.001). CONCLUSIONS: The present findings indicate that countries with higher Val105 allelic frequency of the rs1695 polymorphism showed higher prevalence and mortality of COVID-19.",Ecologic study; Epidemiologic measures; Pandemic,Journal Article,,title_abstract,strict,2229,301,2530,5977.2,unlikely_candidate,3,"This study is highly relevant to COVID-19 and uses real-world, population-level data from multiple countries. However, it does not address the basic reproduction number (R0), focusing instead on prevalence and mortality in relation to a genetic polymorphism.",4,"The study explicitly investigates COVID-19 and SARS-CoV-2, as stated in the title and abstract.",4,"The study uses country-level data on COVID-19 prevalence and mortality, which are human population measures.",4,"The study analyzes data from 45 countries, indicating a real-world geographic context.",3,"The study appears to conduct original analysis of publicly available epidemiological and genetic data, but the abstract does not specify primary data collection.",1,"The study reports prevalence, mortality, and case-fatality, but does not mention the basic reproduction number (R0) or related terms.",0.95,,,
32060789,,The First Disease X is Caused by a Highly Transmissible Acute Respiratory Syndrome Coronavirus.,"Jiang S, Shi ZL.",Virol Sin. 2020 Jun;35(3):263-265. doi: 10.1007/s12250-020-00206-5. Epub 2020 Feb 14.,Jiang,Virologica Sinica,2020,2020/02/16,PMC7091198,,10.1007/s12250-020-00206-5,"Based on the announcement of the World Health Organization (WHO) in 2018, the Wuhan pneumonia caused by an unknown etiology should be recognized as the first Disease X. Later, the pathogen was identified to be a novel coronavirus denoted 2019-nCoV, which has 79.5% and 96% whole genome sequence identify to SARS-CoV and bat SARS-related coronavirus (SARSr-CoV-RaTG13), respectively, suggesting its potential bat origin. With high human-to-human transmission rate (R0), 2019-nCoV has quickly spread in China and other countries, resulting in 34,953 confirmed cases and 725 deaths as of 8 February 2020, thus calling for urgent development of therapeutics and prophylactics. Here we suggest renaming 2019-nCoV as ""transmissible acute respiratory syndrome coronavirus (TARS-CoV)"" and briefly review the advancement of research and development of neutralizing antibodies and vaccines targeting the receptor-binding domain (RBD) and viral fusion inhibitors targeting the heptad repeat 1 (HR1) domain in spike protein of 2019-nCoV.",2019-nCoV; Acute respiratory syndrome; Coronavirus; Disease X; Pneumonia; SARS-CoV,Journal Article; Review,"[MeSH] Angiotensin-Converting Enzyme 2; [MeSH] Animals; [MeSH] Antibodies, Neutralizing; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] COVID-19 Vaccines; [MeSH] China; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Peptidyl-Dipeptidase A; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Spike Glycoprotein, Coronavirus; [MeSH] Viral Vaccines",title_abstract,strict,2218,297,2515,5909.9,unlikely_candidate,3,"The article is highly relevant to COVID-19 and discusses R0, but it is a review and does not present original empirical data. The focus is on summarizing research rather than reporting new findings on R0.",4,"The study explicitly discusses 2019-nCoV (SARS-CoV-2) and COVID-19 in the title, abstract, and keywords.",4,The abstract and MeSH terms indicate a focus on human infection and transmission.,3,"The abstract references China and global spread, indicating real-world context, but does not focus on a specific geographic analysis.",1,"Publication type includes 'Review', and the abstract describes a review of research and development, not original empirical data.",3,"The abstract explicitly mentions 'high human-to-human transmission rate (R0)', but R0 is not the sole focus.",1.0,,,
32963585,,Controlling the Spread of COVID-19: Optimal Control Analysis.,"Madubueze CE, Dachollom S, Onwubuya IO.",Comput Math Methods Med. 2020 Sep 17;2020:6862516. doi: 10.1155/2020/6862516. eCollection 2020.,Madubueze,Computational and mathematical methods in medicine,2020,2020/09/23,PMC7499329,,10.1155/2020/6862516,"Coronavirus disease 2019 (COVID-19) is a disease caused by severe acute respiratory syndrome coronavirus 2 (SARS CoV-2). It was declared on March 11, 2020, by the World Health Organization as pandemic disease. The disease has neither approved medicine nor vaccine and has made governments and scholars search for drastic measures in combating the pandemic. Regrettably, the spread of the virus and mortality due to COVID-19 has continued to increase daily. Hence, it is imperative to control the spread of the disease particularly using nonpharmacological strategies such as quarantine, isolation, and public health education. This work studied the effect of these different control strategies as time-dependent interventions using mathematical modeling and optimal control approach to ascertain their contributions in the dynamic transmission of COVID-19. The model was proven to have an invariant region and was well-posed. The basic reproduction number and effective reproduction numbers were computed with and without interventions, respectively, and were used to carry out the sensitivity analysis that identified the critical parameters contributing to the spread of COVID-19. The optimal control analysis was carried out using the Pontryagin's maximum principle to figure out the optimal strategy necessary to curtail the disease. The findings of the optimal control analysis and numerical simulations revealed that time-dependent interventions reduced the number of exposed and infected individuals compared to time-independent interventions. These interventions were time-bound and best implemented within the first 100 days of the outbreak. Again, the combined implementation of only two of these interventions produced a good result in reducing infection in the population. While, the combined implementation of all three interventions performed better, even though zero infection was not achieved in the population. This implied that multiple interventions need to be deployed early in order to reduce the virus to the barest minimum.","[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Computer Simulation; [MeSH] Coronavirus Infections; [MeSH] Health Education; [MeSH] Humans; [MeSH] Mathematical Concepts; [MeSH] Models, Biological; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Public Health; [MeSH] Quarantine; [MeSH] SARS-CoV-2",Journal Article,"[MeSH] Basic Reproduction Number; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Computer Simulation; [MeSH] Coronavirus Infections; [MeSH] Health Education; [MeSH] Humans; [MeSH] Mathematical Concepts; [MeSH] Models, Biological; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Public Health; [MeSH] Quarantine; [MeSH] SARS-CoV-2",title_abstract,strict,2388,280,2668,5675.4,unlikely_candidate,3,"The study is highly relevant for disease, population, and parameter, with explicit focus on COVID-19 and R0. However, it does not present original empirical data, relying instead on mathematical modeling, and lacks a real-world geographic context.",4,COVID-19 and SARS-CoV-2 are explicitly mentioned as the focus of the study in both the title and abstract.,4,The study discusses interventions to reduce infection in the population and references humans in MeSH terms.,2,No specific real-world geographic context is described; the study is based on mathematical modeling.,1,"The abstract describes mathematical modeling and simulation, not original empirical data collection from human subjects.",4,The basic reproduction number is explicitly mentioned as being computed and analyzed in the study.,1.0,,,
38624542,,Predicting the Spread of COVID-19 Using SIR Model Augmented to Incorporate Quarantine and Testing.,"Anand N, Sabarinath A, Geetha S, Somanath S.",Trans Indian Natl Acad Eng. 2020;5(2):141-148. doi: 10.1007/s41403-020-00151-5. Epub 2020 Jul 24.,Anand,Transactions of the Indian National Academy of Engineering : an international journal of engineering and technology,2020,2024/04/16,PMC7380501,,10.1007/s41403-020-00151-5,"India imposed a nationwide lockdown from 25th March 2020 onwards to combat the spread of COVID-19 pandemic. To model the spread of a disease and to predict its future course, epidemiologists make use of compartmental models such as the SIR model. In order to address some of the assumptions of the standard SIR model, a new modified version of SIR model is proposed in this paper that takes into account the percentage of infected individuals who are tested and quarantined. This approach helps overcome the assumption of homogenous mixing of population which is inherent to the conventional SIR model. Using the available data of the number of COVID-19 positive cases reported in the state of Kerala, and in India till 26th April, 2020 and 12th May 2020, respectively, the parameter estimation problem is converted into an optimization problem with the help of a least squared cost function. The optimization problem is then solved using differential evolution optimizer. The impact of lockdown is quantified by comparing the rising trend in infections before and during the lockdown. Using the estimated set of parameters, the model predicts that in the state of Kerala, by using certain interventions the pandemic can be successfully controlled latest by the first week of July, whereas the R0 value for India is still greater than 1, and hence lifting of lockdown from all regions of the country is not advisable.",COVID-19; India; Kerala; Pandemic; Quarantine; SIR Model; Testing,Journal Article,,title_abstract,strict,2119,294,2413,6208.2,strong_candidate,4,"This study is highly relevant as it directly models COVID-19 spread in India using real case data and explicitly estimates R0. While it likely uses secondary data, the focus on R0 and real-world context makes it highly pertinent to the review question.",4,"The study explicitly investigates COVID-19, as stated in the title, keywords, and abstract.",4,"The study uses data from human populations in India and Kerala, focusing on real-world COVID-19 cases.",4,The study is set in real-world geographic contexts (India and Kerala) and uses actual case data.,3,"The abstract describes parameter estimation using reported COVID-19 case data, but does not explicitly state original data collection; it appears to analyze existing surveillance data.",4,The abstract explicitly mentions estimation and reporting of the R0 value for India.,0.95,,,
33351802,,"COVID-19 pandemic in Djibouti: Epidemiology and the response strategy followed to contain the virus during the first two months, 17 March to 16 May 2020.","Elhakim M, Tourab SB, Zouiten A.",PLoS One. 2020 Dec 22;15(12):e0243698. doi: 10.1371/journal.pone.0243698. eCollection 2020.,Elhakim,PloS one,2020,2020/12/22,PMC7755209,,10.1371/journal.pone.0243698,"First cases of COVID-19 were reported from Wuhan, China, in December 2019, and it progressed rapidly. On 30 January, WHO declared the new disease as a PHEIC, then as a Pandemic on 11 March. By mid-March, the virus spread widely; Djibouti was not spared and was hit by the pandemic with the first case detected on 17 March. Djibouti worked with WHO and other partners to develop a preparedness and response plan, and implemented a series of intervention measures. MoH together with its civilian and military partners, closely followed WHO recommended strategy based on four pillars: testing, isolating, early case management, and contact tracing. From 17 March to 16 May, Djibouti performed the highest per capita tests in Africa and isolated, treated and traced the contacts of each positive case, which allowed for a rapid control of the epidemic. COVID-19 data included in this study was collected through MoH Djibouti during the period from 17 March to 16 May 2020. A total of 1,401 confirmed cases of COVID-19 were included in the study with 4 related deaths (CFR: 0.3%) and an attack rate of 0.15%. Males represented (68.4%) of the cases, with the age group 31-45 years old (34.2%) as the most affected. Djibouti conducted 17,532 tests, and was considered as a champion for COVID-19 testing in Africa with 18.2 tests per 1000 habitant. All positive cases were isolated, treated and had their contacts traced, which led to early and proactive diagnosis of cases and in turn yielded up to 95-98% asymptomatic cases. Recoveries reached 69% of the infected cases with R0 (0.91). The virus was detected in 4 regions in the country, with the highest percentage in the capital (83%). Djibouti responded to COVID-19 pandemic following an efficient and effective strategy, using a strong collaboration between civilian and military health assets that increased the response capacities of the country. Partnership, coordination, solidarity, proactivity and commitment were the pillars to confront COVID-19 pandemic.",[MeSH] Adult; [MeSH] Africa; [MeSH] COVID-19; [MeSH] COVID-19 Testing; [MeSH] Disease Outbreaks; [MeSH] Djibouti; [MeSH] Female; [MeSH] Humans; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] SARS-CoV-2,Journal Article,[MeSH] Adult; [MeSH] Africa; [MeSH] COVID-19; [MeSH] COVID-19 Testing; [MeSH] Disease Outbreaks; [MeSH] Djibouti; [MeSH] Female; [MeSH] Humans; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] SARS-CoV-2,title_abstract,strict,2470,289,2759,4781.1,strong_candidate,4,"This study is highly relevant: it reports original empirical data on COVID-19 in humans in Djibouti, explicitly includes R0, and provides detailed epidemiological context. All key dimensions are directly addressed in the abstract.",4,COVID-19 and SARS-CoV-2 are explicitly mentioned as the focus of the study in both the title and abstract.,4,"The study concerns human populations in Djibouti, with demographic breakdowns and epidemiological data.",4,"The study is set in Djibouti, with real-world geographic context and field data collection.",4,"The abstract describes original data collection from MoH Djibouti, including confirmed cases, testing, and outcomes.",4,"The abstract explicitly reports R0 (0.91) as an outcome, directly addressing the target parameter.",1.0,,,
32968680,,Global stability of COVID-19 model involving the quarantine strategy and media coverage effects.,"A Mohsen A, Al-Husseiny HF, Zhou X, Hattaf K.",AIMS Public Health. 2020 Aug 3;7(3):587-605. doi: 10.3934/publichealth.2020047. eCollection 2020.,A,AIMS public health,2020,2020/09/24,PMC7505786,,10.3934/publichealth.2020047,"In this paper, we build and analyze a mathematical model of COVID-19 transmission considering media coverage effects. Due to transmission characteristics of COVID-19, we can divided the population into five classes. The first class describes the susceptible individuals, the second class is exposed individuals, the third class is infected individuals, the fourth class is quarantine class and the last class is recovered individuals. The existence, uniqueness and boundedness of the solutions of the model are discussed. The basic reproduction number ℛ 0 is obtained. All possible equilibrium points of the model are investigated and their local stability is discussed under some conditions. The disease-free equilibrium is local asymptotically stable when ℛ 0 < 1 and unstable when ℛ 0 > 1 . The globally asymptotical stability of all point is verified by Lyapunov function. Finally, numerical simulations are carried out to confirm the analytical results and understand the effect of varying the parameters on spread of COVID-19. These findings suggested that media coverage can be considered as an effective way to mitigate the COVID-19 spreading.",COVID-19; backward bifurcation; mathematical modeling; media coverage effect; quarantine,Journal Article,,title_abstract,strict,2053,281,2334,4884.7,unlikely_candidate,3,"The study is highly relevant for disease and parameter dimensions, explicitly modeling COVID-19 and reporting R0. However, it does not present original empirical data and lacks a real-world geographic context, being a mathematical modeling study.",4,COVID-19 is explicitly mentioned as the subject of the model in both the title and abstract.,4,"The model divides the population into susceptible, exposed, infected, quarantine, and recovered classes, all referring to human populations.",2,No specific real-world geographic or field context is described; the study is based on a mathematical model.,1,"This is a mathematical modeling study with numerical simulations, not original empirical data from human subjects.",4,The basic reproduction number (R0) is explicitly obtained and discussed in the abstract.,1.0,,,
33091088,,Behavioral practices of patients with multiple sclerosis during Covid-19 pandemic.,"Alnajashi H, Jabbad R.",PLoS One. 2020 Oct 22;15(10):e0241103. doi: 10.1371/journal.pone.0241103. eCollection 2020.,Alnajashi,PloS one,2020,2020/10/22,PMC7580932,,10.1371/journal.pone.0241103,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in Wuhan, China, in late 2019 and Covid-19, a disease caused by SARS-CoV-2 became a pandemic in March 2020. As the pandemic still unfolds, uncertainty circles around the impact of SARS-CoV-2 infection on patients with chronic diseases, including autoimmune diseases such as multiple sclerosis (MS). To diminish the risk of SARS-CoV-2 infection and lessen the impact of the Covid-19 pandemic on the healthcare of MS patients, it is essential to understand knowledge, attitudes, and various behavioral practices related to Covid-19 among MS patients. Therefore, this study aimed to look at the behavioral practices related to Covid-19 among patients with MS. A total of 176 MS patients diagnosed at least one year before the survey were conveniently sampled online in Saudi Arabia and their data collected using a structured interview questionnaire in electronic Google form. We determined the reliability of the questionnaire by measuring its internal consistency in a pilot sample of 30 participants. Overall, more than 80% of participants had good knowledge and attitudes towards Covid-19. However, this did not correlate well with the impact on healthcare (r = 0.06). Our study revealed that 46% of participants were anxious about taking their medication, and 32% of participants missed their hospital appointments. Furthermore, 15% of the participants had a relapse but did not go to the hospital because of the pandemic, 15.9% stopped their DMTs, and 35.2% missed drug infusions or refills. Our study revealed overall good knowledge and attitudes related to Covid-19 among MS patients. However, the healthcare impact was considerable, as 32% of the participants missed their hospital appointments, and another 15% had a relapse. This highlights the significance of the impact of the Covid-19 pandemic on the healthcare of patients with MS. Measures to mitigate the effect of the pandemic on healthcare service delivery to patients with MS, such as telemedicine, should be strongly encouraged.","[MeSH] Adult; [MeSH] Anxiety; [MeSH] Appointments and Schedules; [MeSH] Attitude to Health; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Cross-Sectional Studies; [MeSH] Female; [MeSH] Health Services Accessibility; [MeSH] Humans; [MeSH] Infection Control; [MeSH] Male; [MeSH] Multiple Sclerosis; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Recurrence; [MeSH] SARS-CoV-2; [MeSH] Saudi Arabia; [MeSH] Surveys and Questionnaires; [MeSH] Telemedicine; [MeSH] Young Adult",Journal Article,"[MeSH] Adult; [MeSH] Anxiety; [MeSH] Appointments and Schedules; [MeSH] Attitude to Health; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Cross-Sectional Studies; [MeSH] Female; [MeSH] Health Services Accessibility; [MeSH] Humans; [MeSH] Infection Control; [MeSH] Male; [MeSH] Multiple Sclerosis; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Recurrence; [MeSH] SARS-CoV-2; [MeSH] Saudi Arabia; [MeSH] Surveys and Questionnaires; [MeSH] Telemedicine; [MeSH] Young Adult",title_abstract,strict,2572,300,2872,5206.1,unlikely_candidate,3,"The study is highly relevant to COVID-19 and presents original empirical data from a human population in a real-world setting. However, it does not address the basic reproduction number or transmission parameters, which are central to the review question.",4,"The study explicitly investigates COVID-19/SARS-CoV-2, as stated in the title, abstract, and MeSH terms.",4,"The study focuses on human patients with multiple sclerosis, as indicated in the abstract and MeSH terms.",4,"The study was conducted in Saudi Arabia, a real-world geographic context, as stated in the abstract and MeSH terms.",4,"The abstract describes original data collection from 176 MS patients using a structured questionnaire, indicating original empirical research.",0,"There is no mention of the basic reproduction number, R0, or related transmission parameters in the title or abstract.",1.0,,,
